"state","lga","code_case_management","code_smc","code_pmc","code_iptp","code_vaccine","code_vaccine_priority","code_vaccine_1","code_vaccine_1_priority","code_vaccine_2","code_vaccine_3","code_vaccine_4","code_vaccine_5","code_urban_nets","code_nets","code_irs","code_lsm","code_intervention_counts","code_intervention_mix","itn_campaign_eligable","itn_routine_eligable","smc_eligable","pmc_eligable"
"Kano","Karaye","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Kibiya","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Kiru","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Kumbotso","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",1,0,1,0
"Kano","Kunchi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Kura","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Madobi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Makoda","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Minjibir","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Nasarawa1","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",1,0,1,0
"Kano","Rano","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Rimin Gado","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Rogo","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Shanono","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Sumaila","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Takai","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Tarauni","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",1,0,1,0
"Kano","Tofa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Tsanyawa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Tudun Wada","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Ungogo","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Warawa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Kano","Wudil","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",1,0,1,0
"Katsina","Bakori","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS",0,0,1,0
"Katsina","Batagarawa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Batsari","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Baure","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Bindawa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS",0,0,1,0
"Katsina","Charanchi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Dandume","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Danja","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Dan Musa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Daura","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Dutsi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Dutsin-Ma","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Faskari","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Funtua","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Ingawa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Jibia","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Kafur","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Kaita","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Kankara","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Kankia","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Katsina","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Kurfi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Kusada","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Mai'Adua","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Malumfashi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Mani","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Mashi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Matazu","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN-Urban+SMC+IRS",0,0,1,0
"Katsina","Musawa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Rimi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Sabuwa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Safana","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Sandamu","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Katsina","Zango","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Kebbi","Aleiro","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Kebbi","Arewa-Dandi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Kebbi","Argungu","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Augie","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Bagudo","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Birnin Kebbi","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Bunza","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Dandi","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Fakai","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Gwandu","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Jega","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS+Vaccine",0,0,1,0
"Kebbi","Kalgo","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Koko/Besse","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Maiyama","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Ngaski","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS+Vaccine",0,0,1,0
"Kebbi","Sakaba","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS+Vaccine",0,0,1,0
"Kebbi","Shanga","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Suru","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Wasagu/Danko","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Yauri","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Kebbi","Zuru","X","X",NA,"X",NA,"X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC+Vaccine",0,0,1,0
"Sokoto","Binji","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Bodinga","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Dange-Shuni","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Gada","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Goronyo","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Gudu","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Gwadabawa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Illela","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Isa","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS",0,0,1,0
"Sokoto","Kebbe","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Kware","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Rabah","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Sabon Birni","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Shagari","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Silame","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Sokoto North","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",0,0,1,0
"Sokoto","Sokoto South","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",0,0,1,0
"Sokoto","Tambuwal","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Tangaza","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Tureta","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X","X",NA,7,"CM+IPTp+LLIN+SMC+IRS",0,0,1,0
"Sokoto","Wamako","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Wurno","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Sokoto","Yabo","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,0,1,0
"Zamfara","Anka","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Bakura","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Birnin Magaji","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Bukkuyum","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Bungudu","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Gummi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Gusau","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Kaura-Namoda","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Maradun","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Maru","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Shinkafi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Talata Mafara","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Tsafe","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Zamfara","Zurmi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",0,1,1,0
"Abia","Aba North","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+PMC",0,1,0,1
"Abia","Aba South","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+PMC",0,1,0,1
"Abia","Arochukwu","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Bende","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Ikwuano","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Isiala-Ngwa North","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Isiala-Ngwa South","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Isuikwato","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Obi Nwa","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Ohafia","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Osisioma Ngwa","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Ugwunagbo","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Ukwa East","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Ukwa West","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Umuahia North","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Umuahia South","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Abia","Umu-Nneochi","X",NA,"X","X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Anambra","Aguata","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Anambra East","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Anambra West","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Anaocha","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Awka North","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Awka South","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Ayamelum","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Dunukofia","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Ekwusigo","X",NA,NA,"X","X",NA,NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Idemili North","X",NA,NA,"X","X",NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,5,"CM+IPTp+LLIN-Urban",0,0,0,0
"Anambra","Idemili South","X",NA,NA,"X","X",NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,5,"CM+IPTp+LLIN-Urban",0,0,0,0
"Anambra","Ihiala","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Njikoka","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Nnewi North","X",NA,NA,"X","X",NA,NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Nnewi South","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Ogbaru","X",NA,NA,"X","X",NA,NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Onitsha North","X",NA,NA,"X","X",NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,5,"CM+IPTp+LLIN-Urban",0,0,0,0
"Anambra","Onitsha South","X",NA,NA,"X","X",NA,NA,NA,NA,"X",NA,NA,"X",NA,NA,NA,5,"CM+IPTp+LLIN-Urban",0,0,0,0
"Anambra","Orumba North","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Orumba South","X",NA,NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Anambra","Oyi","X",NA,NA,"X","X",NA,NA,NA,NA,"X",NA,NA,NA,"X",NA,NA,5,"CM+IPTp+LLIN",0,0,0,0
"Ebonyi","Abakaliki","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Ebonyi","Afikpo North","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Ebonyi","Afikpo South","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Ebonyi","Ebonyi","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Ebonyi","Ezza North","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Ebonyi","Ezza South","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
"Ebonyi","Ikwo","X",NA,"X","X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+PMC",0,1,0,1
