country,state,lga,pop,urb_pop
Nigeria,Taraba,Ibi,203449.7423312664,0
Nigeria,Akwa Ibom,Ibiono Ibom,110883.81444263458,78054.21753334999
Nigeria,Kogi,Idah,100227.53618496656,90077.16782814264
Nigeria,Ondo,Idanre,198189.65209120512,70524.70908272266
Nigeria,Imo,Ideato North,268997.6730157137,262968.3040931225
Nigeria,Imo,Ideato South,125456.67808103561,122172.63215231895
Nigeria,Anambra,Idemili North,542526.2783164978,541610.2555567026
Nigeria,Anambra,Idemili South,331601.92229545116,330098.5660979748
Nigeria,Oyo,Ido,490029.41338825226,436553.3052752018
Nigeria,Ekiti,Idosi Osi,107076.60335570574,0
Nigeria,Lagos,Ifako Ijaye,419948.19949805737,419948.19949805737
Nigeria,Osun,Ife Central,139009.61498957872,132805.4197434187
Nigeria,Osun,Ife East,340407.3277824521,325767.0518903136
Nigeria,Osun,Ife North,225758.43940371275,170292.39114785194
Nigeria,Osun,Ife South,144787.60248982906,0
Nigeria,Osun,Ifedayo,20766.22169995308,0
Nigeria,Ondo,Ifedore,97914.11376708746,6047.577027082443
Nigeria,Kwara,Ifelodun,325549.60579174757,102285.95682430267
Nigeria,Osun,Ifelodun,198068.21466988325,180311.78119266033
Nigeria,Ogun,Ifo,1351566.6696443558,1334764.5759899616
Nigeria,Kaduna,Igabi,1163169.7176317573,608973.4459301233
Nigeria,Kogi,Igalamela Odolu,186655.5715097785,47418.64447951317
Nigeria,Enugu,Igbo Etiti,172720.7708620429,161821.18735086918
Nigeria,Enugu,Igbo Eze North,342625.8072409034,331741.45840871334
Nigeria,Enugu,Igbo Eze South,223145.1378159523,213664.78145503998
Nigeria,Edo,Igueben,45833.00406241417,0
Nigeria,Anambra,Ihiala,438746.3318153024,434396.3931209445
Nigeria,Imo,Ihitte/Uboma,99254.46389043331,96133.04978913069
Nigeria,Ogun,Ijebu East,152358.7204928398,57062.87744677067
Nigeria,Ogun,Ijebu North,177076.77406144142,144804.1223026514
Nigeria,Ogun,Ijebu North East,108066.21205979586,85409.38387393951
Nigeria,Ogun,Ijebu Ode,196659.28334319592,185346.88667446375
Nigeria,Ekiti,Ijero,93414.76327520609,0
Nigeria,Kogi,Ijumu,112774.35381031036,0
Nigeria,Akwa Ibom,Ika,46836.613324940205,34731.69989299774
Nigeria,Delta,Ika North East,200579.35081619024,141013.79888808727
Nigeria,Delta,Ika South,230292.43909227848,125875.14636814594
Nigeria,Kaduna,Ikara,374626.3914990425,122776.2765532136
Nigeria,Imo,Ikeduru,257114.21870040894,253898.650698781
Nigeria,Lagos,Ikeja,311581.2353989482,311401.9422879815
Nigeria,Ogun,Ikenne,143900.13317853212,138750.15139561892
Nigeria,Ekiti,Ikere,116317.5238134265,110005.64192521572
Nigeria,Ekiti,Ikole,98544.61805987358,0
Nigeria,Cross River,Ikom,164303.641571939,73206.29737067223
Nigeria,Akwa Ibom,Ikono,142990.07608246803,125843.04158377647
Nigeria,Lagos,Ikorodu,1286490.153444171,1247379.1600785851
Nigeria,Akwa Ibom,Ikot Abasi,99170.95859265327,0
Nigeria,Akwa Ibom,Ikot Ekpene,200733.35276079178,197982.55192518234
Nigeria,Edo,Ikpoba Okha,796249.8616702557,759795.3827895522
Nigeria,Rivers,Ikwerre,388910.94300442934,285138.2048985362
Nigeria,Ebonyi,Ikwo,210774.86145830154,140562.662779212
Nigeria,Abia,Ikwuano,90934.89165723324,55715.687669694424
Nigeria,Osun,Ila,89553.66898858547,79144.04243403673
Nigeria,Ondo,Ilaje,116327.25479799509,0
Nigeria,Ondo,Ile Oluji Okeigbo,154404.09092527628,0
Nigeria,Ekiti,Ilejemeje,18246.101371884346,0
Nigeria,Osun,Ilesha East,204120.2777301073,201856.62241578102
Nigeria,Osun,Ilesha West,186720.7699574232,185985.82690358162
Nigeria,Sokoto,Illela,420890.71532064676,76702.27289819717
Nigeria,Kwara,Ilorin East,224601.98667240143,184156.83829540014
Nigeria,Kwara,Ilorin South,635745.6416572928,619073.320761919
Nigeria,Kwara,Ilorin West,861069.593932867,857856.545066297
Nigeria,Ogun,Imeko Afon,131286.9290896654,0
Nigeria,Katsina,Ingawa,258372.19903862476,40564.73019474745
Nigeria,Akwa Ibom,Ini,108238.71875357628,58707.09997558594
Nigeria,Ogun,Ipokia,277016.6377298236,216334.94235807657
Nigeria,Ondo,Irele,101474.23414975405,0
Nigeria,Oyo,Irepo,121108.12469476461,76024.42595797777
Nigeria,Kwara,Irepodun,184893.28045505285,67027.08922076225
Nigeria,Osun,Irepodun,106172.9490031004,105628.19157278538
Nigeria,Ekiti,Irepodun/Ifelodun,121532.99228286743,18775.745701611042
Nigeria,Osun,Irewole,131472.6748046875,115574.52181303501
Nigeria,Sokoto,Isa,204952.98078417778,0
Nigeria,Ekiti,Ise/Orun,46763.62750399113,0
Nigeria,Oyo,Iseyin,281228.9020895362,199167.5090597272
Nigeria,Ebonyi,Ishielu,233293.2575803995,125421.99493408203
Nigeria,Enugu,Isi Uzo,139730.76268422604,33603.80093628168
Nigeria,Abia,Isiala Ngwa North,231010.47833240032,223150.50325083733
Nigeria,Abia,Isiala Ngwa South,201974.6903911829,191501.9621912241
Nigeria,Imo,Isiala Mbano,242029.34209644794,239347.10352379084
Nigeria,Kwara,Isin,53919.01355433464,0
Nigeria,Abia,Isuikwato,170157.113250494,85386.34130567312
Nigeria,Osun,Isokan,111456.6267966032,84657.2613620758
Nigeria,Delta,Isoko North,156750.7625054717,0
Nigeria,Delta,Isoko South,129030.36804550886,0
Nigeria,Imo,Isu,128959.10600364208,128959.10600364208
Nigeria,Bauchi,Itas/Gadau,306348.18136006594,0
Nigeria,Oyo,Itesiwaju,117218.26974362135,0
Nigeria,Akwa Ibom,Itu,101571.42108821869,68423.6366891861
Nigeria,Ebonyi,Ivo,149764.93926501274,82378.88722491264
Nigeria,Oyo,Iwajowa,112607.29056197405,0
Nigeria,Osun,Iwo,256220.21357548237,240409.74937987328
Nigeria,Ebonyi,Izzi,470736.9545266628,348202.7448986769
Nigeria,Kaduna,Jaba,109261.01368826628,0
Nigeria,Adamawa,Jada,371458.70573961735,0
Nigeria,Jigawa,Jahun,311346.7768023014,0
Nigeria,Yobe,Jakusko,274287.8171069622,0
Nigeria,Taraba,Jalingo,454645.36181634665,442053.2978335619
Nigeria,Bauchi,Jama'are,134989.6490700245,0
Nigeria,Kebbi,Jega,293214.9620464444,136607.50412023067
Nigeria,Kaduna,Jema'a,328909.0496093035,107956.11007916927
Nigeria,Borno,Jere,600253.5032556057,538895.9634794593
Nigeria,Katsina,Jibia,334048.76441180706,144926.4627636075
Nigeria,Plateau,Jos East,102455.86528891325,10415.06719326973
Nigeria,Plateau,Jos North,855544.366407752,844734.7064131498
Nigeria,Plateau,Jos South,812466.9470048547,779880.0141888857
Nigeria,Kogi,Kabba/Bunu,158334.85278105736,85620.12146449089
Nigeria,Kano,Kabo,262617.24459964037,222119.21687352657
Nigeria,Kaduna,Kachia,392968.3752513528,0
Nigeria,Kaduna,Kaduna North,450196.92789304256,450013.20735007524
Nigeria,Kaduna,Kaduna South,507825.67788279057,507825.67788279057
Nigeria,Jigawa,Kafin Hausa,301758.2648642659,50503.97577100992
Nigeria,Katsina,Kafur,438240.4194930196,142737.26471930742
Nigeria,Borno,Kaga,120768.78583604097,0
Nigeria,Kaduna,Kagarko,335476.9131321311,1430.7994496822357
Nigeria,Kwara,Kaiama,365060.50479376316,0
Nigeria,Katsina,Kaita,245580.2035395503,78436.11297386885
Nigeria,Oyo,Kajola,119490.17607212067,68404.72866404057
Nigeria,Kaduna,Kajuru,395839.6429191232,0
Nigeria,Borno,Kala/Balge,57797.31452512741,0
Nigeria,Kebbi,Kalgo,126918.6361683011,0
Nigeria,Gombe,Kaltungo,229594.0038100481,62628.83098602295
Nigeria,Plateau,Kanam,324561.85889053345,12190.954323768616
Nigeria,Katsina,Kankara,375718.4706773162,36896.22476345301
Nigeria,Plateau,Kanke,200624.27652329206,10860.05214214325
Nigeria,Katsina,Kankia,247948.3955256939,0
Nigeria,Kano,Kano Municipal,443214.3708796501,443214.3708796501
Nigeria,Yobe,Karasuwa,175485.83002477884,13982.908334970474
Nigeria,Kano,Karaye,266571.1378200054,231148.28605562449
Nigeria,Taraba,Karin Lamido,470136.9225296378,0
Nigeria,Nasarawa,Karu,1294473.5186306238,984104.4286737442
Nigeria,Bauchi,Katagum,562230.6403032541,251924.2718231082
Nigeria,Niger,Katcha,330809.32984012365,0
Nigeria,Katsina,Katsina,726564.9857314229,714697.2916485071
Nigeria,Benue,Katsina Ala,973966.2675417066,441006.2203079462
Nigeria,Jigawa,Kaugama,156599.9423661232,0
Nigeria,Kaduna,Kaura,179062.78193163872,96506.60953962803
Nigeria,Zamfara,Kaura Namoda,378020.7246326208,109524.52666836977
Nigeria,Kaduna,Kauru,253614.26694184542,0
Nigeria,Jigawa,Kazaure,151259.86007374525,78141.3232716918
Nigeria,Nasarawa,Keana,120830.05282759666,0
Nigeria,Sokoto,Kebbe,172829.2663346529,0
Nigeria,Nasarawa,Keffi,272135.14017498493,249931.42408561707
Nigeria,Rivers,Khana,239884.3696745038,77083.5997325182
Nigeria,Kano,Kibiya,292420.67929798365,245230.02458433807
Nigeria,Bauchi,Kirfi,292592.58315324783,1358.947404742241
Nigeria,Jigawa,Kiri Kasamma,158636.83224606514,767.8624869585037
Nigeria,Kano,Kiru,453274.93655091524,290091.23982971907
Nigeria,Jigawa,Kiyawa,325819.7202374339,55234.04421055317
Nigeria,Kogi,Kogi,125230.89212334156,0
Nigeria,Kebbi,Koko/Besse,253322.69122064114,75727.03727853298
Nigeria,Nasarawa,Kokona,270009.7378093004,17831.068511247635
Nigeria,Bayelsa,Kolokuma/Opokuma,38436.09616494179,0
Nigeria,Borno,Konduga,192399.20330685377,69359.40517544746
Nigeria,Benue,Konshisha,607647.8007154465,345182.1548755169
Nigeria,Niger,Kontagora,401561.9281389117,215761.40704113245
Nigeria,Lagos,Kosofe,496081.86849612,495771.1462094784
Nigeria,Kaduna,Kubau,661214.9009621143,1226.1267824172974
Nigeria,Kaduna,Kudan,223807.3544051051,112435.16517794132
Nigeria,Federal Capital Territory,Kuje,273414.5443022251,147488.8068472743
Nigeria,Borno,Kukawa,118043.60873752832,0
Nigeria,Kano,Kumbotso,1160288.200259149,1157500.7979592085
Nigeria,Kano,Kunchi,223061.71607512236,128501.2336589694
Nigeria,Kano,Kura,247834.40979892015,220835.20109534264
Nigeria,Katsina,Kurfi,202710.63617050648,0
Nigeria,Taraba,Kurmi,171493.69975090027,0
Nigeria,Katsina,Kusada,147318.42159736156,12753.386431753635
Nigeria,Federal Capital Territory,Kwali,258969.72442293167,31952.418626904488
Nigeria,Gombe,Kwami,323737.1556606889,10149.572187364101
Nigeria,Benue,Kwande,680924.456088841,426016.93263071775
Nigeria,Sokoto,Kware,390392.53553265333,253539.5266391635
Nigeria,Borno,Kwaya Kusar,156336.80822616816,0
Nigeria,Nasarawa,Lafia,876339.5863963962,524219.7709901929
Nigeria,Oyo,Lagelu,300884.41821825504,263145.0979143977
Nigeria,Lagos,Lagos Island,80334.82128167152,79858.49231219292
Nigeria,Lagos,Lagos Mainland,254757.72563028336,254752.79116535187
Nigeria,Adamawa,Lamurde,115451.51553684473,0
Nigeria,Plateau,Langtang North,408337.44816714525,293155.31542271376
Nigeria,Plateau,Langtang South,263913.5008830428,0
Nigeria,Niger,Lapai,359054.1448185444,0
Nigeria,Taraba,Lau,195456.18167603016,642.8559221029282
Nigeria,Niger,Lavun,196594.82820618153,0
Nigeria,Kaduna,Lere,636696.7896686196,127332.97192949057
Nigeria,Benue,Logo,441381.48315668106,188346.7601597309
Nigeria,Kogi,Lokoja,406209.3928844929,261246.46426427364
Nigeria,Yobe,Machina,167644.6508975029,0
Nigeria,Adamawa,Madagali,153161.10386276245,0
Nigeria,Kano,Madobi,261019.81214988232,240693.52317237854
Nigeria,Borno,Mafa,46551.76724010706,0
Nigeria,Niger,Magama,564776.9424747229,0
Nigeria,Borno,Magumeri,227455.2557938695,0
Nigeria,Katsina,Mai'adua,247450.42412745953,34495.749326348305
Nigeria,Borno,Maiduguri,888282.684166193,885719.6461589932
Nigeria,Jigawa,Maigatari,169550.26644706726,0
Nigeria,Adamawa,Maiha,178079.55284756422,0
Nigeria,Kebbi,Maiyama,212890.35184526443,0
Nigeria,Kano,Makoda,190132.0923281908,64283.53855586052
Nigeria,Benue,Makurdi,859551.7561831474,815189.2706841826
Nigeria,Jigawa,Malam Madori,185132.39201754332,15944.460900425911
Nigeria,Katsina,Malumfashi,457256.15484339,204674.91522365808
Nigeria,Plateau,Mangu,615304.0183558464,285286.8860555887
Nigeria,Katsina,Mani,295598.63654625416,156869.778691113
Nigeria,Zamfara,Maradun,251656.820196867,0
Nigeria,Niger,Mariga,733041.8241429925,0
Nigeria,Kaduna,Markafi,297782.595348835,143206.6018204689
Nigeria,Borno,Marte,103465.15289652348,0
Nigeria,Zamfara,Maru,574070.3700422645,0
Nigeria,Niger,Mashegu,911454.8526704311,0
Nigeria,Katsina,Mashi,306935.33524000645,0
Nigeria,Katsina,Matazu,165613.82902944088,0
Nigeria,Adamawa,Mayo Belwa,279965.91511392593,50460.110303640366
Nigeria,Imo,Mbaitoli,375181.5691651702,372123.6121966243
Nigeria,Akwa Ibom,Mbo,47154.89572960138,0
Nigeria,Adamawa,Michika,220228.7835353613,75738.79681545496
Nigeria,Jigawa,Miga,153556.67761021852,0
Nigeria,Plateau,Mikang,192034.76526242495,9093.771950125694
Nigeria,Kano,Minjibir,412965.91953366995,394853.63233429193
Nigeria,Bauchi,Misau,350489.6340032816,81884.5301656723
Nigeria,Akwa Ibom,Mkpat Enin,120972.57867789268,69560.70800375938
Nigeria,Ekiti,Moba,70653.2635101676,0
Nigeria,Borno,Mobbar,221501.3276501298,0
Nigeria,Niger,Mokwa,598182.22210252285,112396.13034278154
Nigeria,Borno,Monguno,209223.50735098124,124734.48922884464
Nigeria,Kogi,Mopa Muro,49066.17765849829,0
Nigeria,Kwara,Moro,281396.25093972683,21474.256023347378
Nigeria,Adamawa,Mubi North,223833.21027450264,118521.97111129761
Nigeria,Adamawa,Mubi South,238062.54259318113,153143.69755500555
Nigeria,Katsina,Musawa,270059.98215299845,1607.5511820316315
Nigeria,Lagos,Mushin,193340.9281501174,193340.9281501174
Nigeria,Niger,Muya,298667.62196457386,0
Nigeria,Gombe,Nafada (Bajoga),190832.6814365983,0
Nigeria,Yobe,Nangere,181623.58213454485,0
Nigeria,Kano,Nasarawa,815044.2414477468,815044.2414477468
Nigeria,Nasarawa,Nasarawa,411451.47730475664,105358.92175596952
Nigeria,Nasarawa,Nasarawa Eggon,182392.6898663342,78331.91680938005
Nigeria,Delta,Ndokwa East,106394.06889170408,14105.617421150208
Nigeria,Delta,Ndokwa West,202579.63997519016,69473.35686540604
Nigeria,Bayelsa,Nembe,52727.02626556158,0
Nigeria,Borno,Ngala,152451.43901705742,115584.40492260456
Nigeria,Borno,Nganzai,98480.80717247725,0
Nigeria,Kebbi,Ngaski,238095.48640054464,1776.7344409227371
Nigeria,Imo,Ngor Okpala,257022.9124596119,173515.0983121395
Nigeria,Yobe,Nguru,234080.76293963194,127906.51938456297
Nigeria,Bauchi,Ningi,668116.753269732,82183.44250971079
Nigeria,Imo,Njaba,155332.29004442692,154302.3939679265
Nigeria,Anambra,Njikoka,194757.01023590565,192004.29611510038
Nigeria,Enugu,Nkanu East,167750.61608541012,11429.282923221588
Nigeria,Enugu,Nkanu West,182644.07490444183,169400.05236321688
Nigeria,Imo,Nkwerre,74968.42895048857,74524.81532102823
Nigeria,Anambra,Nnewi North,376314.29563218355,376029.28376078606
Nigeria,Anambra,Nnewi South,275093.1347452402,273491.9459373355
Nigeria,Akwa Ibom,Nsit Atai,58291.02686059475,49384.87157380581
Nigeria,Akwa Ibom,Nsit Ibom,75514.72795653343,64541.84594702721
Nigeria,Akwa Ibom,Nsit Ubium,88985.16030484438,76202.93359422684
Nigeria,Enugu,Nsukka,560017.452835381,493368.2017310858
Nigeria,Adamawa,Numan,119734.00147950649,63351.441787183285
Nigeria,Imo,Nwangele,125346.32896351814,125042.33497273922
Nigeria,Ogun,Obafemi Owode,792999.5961816907,633347.5346508622
Nigeria,Cross River,Obanliku,94279.98884797096,15518.980540215969
Nigeria,Benue,Obi,148295.0103264451,0
Nigeria,Nasarawa,Obi,247282.58509927988,89958.33658844233
Nigeria,Abia,Obi Nwa,339480.526745975,315366.9847649336
Nigeria,Rivers,Obia/Akpor,1703617.8317160606,1701648.1830123663
Nigeria,Osun,Obokun,121343.08366411924,9407.182997822762
Nigeria,Akwa Ibom,Obot Akara,103629.23351216316,36328.35184288025
Nigeria,Imo,Obowo,136726.07990425825,135691.8497991562
Nigeria,Cross River,Obubra,69105.80847811699,5559.609219551086
Nigeria,Cross River,Obudu,113188.40561187267,67519.47724765539
Nigeria,Ogun,Odeda,335661.9148232937,219471.2464801669
Nigeria,Ondo,Odigbo,295936.94617146254,119819.78276824951
Nigeria,Osun,Odo Otin,134752.3973634243,40393.24785107374
Nigeria,Ogun,Odogbolu,175662.24740445614,115223.55558520555
Nigeria,Cross River,Odukpani,69443.24785423279,7865.166457951069
Nigeria,Kwara,Offa,221993.91749298573,215537.72079777718
Nigeria,Kogi,Ofu,272650.68431162834,0
Nigeria,Rivers,Ogba/Egbema/Ndoni,290118.90688854456,169788.69488185644
Nigeria,Benue,Ogbadibo,212239.45663177967,153878.80115509033
Nigeria,Anambra,Ogbaru,169324.4283707738,124638.17740547657
Nigeria,Bayelsa,Ogbia,95906.33084660769,12408.784067332745
Nigeria,Oyo,Ogbomosho North,327541.81372469664,325779.37541890144
Nigeria,Oyo,Ogbomosho South,186693.70030987263,186486.67711383104
Nigeria,Oyo,Ogo Oluwa,97712.31046104431,39183.3268738389
Nigeria,Cross River,Ogoja,161282.04907536507,57619.6030729413
Nigeria,Kogi,Ogori/Mangongo,13283.742700517178,0
Nigeria,Rivers,Ogu/Bolo,21111.550158381462,15897.33177447319
Nigeria,Ogun,Ogun Waterside,53246.9398547411,0
Nigeria,Imo,Oguta,174909.12463712692,59803.16167503595
Nigeria,Abia,Ohafia,186869.28240966797,63921.66842287779
Nigeria,Imo,Ohaji/Egbema,225604.61144924164,20223.51093608141
Nigeria,Ebonyi,Ohaozara,175240.38598883152,160053.81897222996
Nigeria,Ebonyi,Ohaukwu,369704.6836513281,328654.8693459034
Nigeria,Benue,Ohimini,97493.93881177902,3357.3603855371475
Nigeria,Enugu,Oji River,192230.42267382145,139046.16059845686
Nigeria,Lagos,Ojo,708373.7942556143,698646.2216543555
Nigeria,Benue,Oju,207511.38404136896,71053.65276485682
Nigeria,Kwara,Oke Ero,49883.29282665253,24990.38363969326
Nigeria,Kogi,Okehi,134179.30749815702,109596.37249189615
Nigeria,Kogi,Okene,115847.45332503319,112220.92900151014
Nigeria,Imo,Okigwe,174446.04897475243,107403.06482255459
Nigeria,Ondo,Okitipupa,187245.02673095465,79222.47667992115
Nigeria,Akwa Ibom,Okobo,47325.07953500748,4424.638886928558
Nigeria,Delta,Okpe,136700.50298076868,69458.91318613291
Nigeria,Benue,Okpokwu,231089.4834266901,422.87976813316345
Nigeria,Rivers,Okrika,109055.7426623702,104146.21264308691
Nigeria,Osun,Ola Oluwa,54634.80259120464,1144.6573770046234
Nigeria,Kogi,Olamabolo,269947.7384685278,77136.15664255619
Nigeria,Osun,Olorunda,231903.72150492668,216520.75021487474
Nigeria,Oyo,Olorunsogo,79635.44208836555,0
Nigeria,Oyo,Oluyole,594676.1404509544,562742.3176262975
Nigeria,Kogi,Omala,129360.94081091881,0
Nigeria,Rivers,Omumma,48860.787328243256,40520.818841576576
Nigeria,Oyo,Ona Ara,351596.6153921485,328179.3762803674
Nigeria,Ondo,Ondo East,78714.96104758978,37176.27113062143
Nigeria,Ondo,Ondo West,402485.4877078533,326028.95734119415
Nigeria,Ebonyi,Onicha,239301.56339216232,202951.05215156078
Nigeria,Anambra,Onitsha North,233101.3463934064,232662.56826871634
Nigeria,Anambra,Onitsha South,72853.32824158669,72853.32824158669
Nigeria,Akwa Ibom,Onna,67521.85462880135,54489.12485766411
Nigeria,Rivers,Opobo/Nkoro,19853.365218877792,0
Nigeria,Edo,Oredo,396607.0897462964,389329.483111918
Nigeria,Oyo,Orelope,73761.2748311162,0
Nigeria,Edo,Orhionmwon,138607.53670471907,2339.628749668598
Nigeria,Oyo,Ori Ire,163851.82359313965,25409.978019297123
Nigeria,Osun,Oriade,152890.36250823736,48544.328195512295
Nigeria,Imo,Orlu,308063.0456545353,306727.1597378254
Nigeria,Osun,Orolu,67120.53118884563,62472.09855979681
Nigeria,Akwa Ibom,Oron,72931.14573711157,71578.47337990999
Nigeria,Imo,Orsu,186351.5323126316,185815.2540845871
Nigeria,Imo,Oru East,244029.5934149027,242945.90105593204
Nigeria,Imo,Oru West,180701.36620807648,180542.03651332855
Nigeria,Akwa Ibom,Oruk Anam,187894.56597709656,81397.01108062267
Nigeria,Anambra,Orumba North,228899.1327738762,201588.27679133415
Nigeria,Anambra,Orumba South,169219.34935045242,138277.80914914608
Nigeria,Ondo,Ose,118135.17268288136,0
Nigeria,Delta,Oshimili North,306055.0017209649,246799.34350073338
Nigeria,Delta,Oshimili South,318163.2097569108,310847.3082817197
Nigeria,Lagos,Oshodi Isolo,537762.453750968,537762.453750968
Nigeria,Abia,Osisioma Ngwa,461840.1466727853,459066.0964553952
Nigeria,Osun,Osogbo,329913.85540276766,328556.279343307
Nigeria,Benue,Oturkpo,439603.88522976637,208540.87378406525
Nigeria,Edo,Ovia North East,331254.42036116123,228996.97912085056
Nigeria,Edo,Ovia South West,166157.54552555084,0
Nigeria,Edo,Owan East,101169.63095724583,0
Nigeria,Edo,Owan West,77634.93857002258,0
Nigeria,Imo,Owerri Municipal,299841.99131810665,299196.1177933216
Nigeria,Imo,Owerri North,402386.256108582,382929.6226220131
Nigeria,Imo,Owerri West,371762.42775154114,337825.30399543047
Nigeria,Ondo,Owo,245539.3205485344,164419.9445745349
Nigeria,Ekiti,Oye,88182.56928932667,0
Nigeria,Anambra,Oyi,229706.53806853294,222079.44375532866
Nigeria,Rivers,Oyigbo,225660.7529758215,207708.3252660632
Nigeria,Oyo,Oyo East,141542.85339087248,121751.06835222244
Nigeria,Oyo,Oyo West,184917.0145574808,156100.55282270908
Nigeria,Kwara,Oyun,161202.3509746194,111305.83739763498
Nigeria,Niger,Paikoro,436834.62558579445,9020.624587893486
Nigeria,Plateau,Pankshin,322921.4054732919,85956.24319541454
Nigeria,Delta,Patani,22944.825950980186,0
Nigeria,Kwara,Pategi,144656.0331401825,0
Nigeria,Rivers,Port Harcourt,624742.2811330557,624343.3908823133
Nigeria,Yobe,Potiskum,548461.1155249476,482811.2592998743
Nigeria,Plateau,Qua'an Pan,561395.8947979808,50726.40547066927
Nigeria,Sokoto,Rabah,218196.55896621943,18352.47107297182
Nigeria,Niger,Rafi,566480.6821047664,0
Nigeria,Kano,Rano,267364.3326060176,164209.2177864313
Nigeria,Ogun,Remo North,58897.338594675064,46145.82331943512
