"state","lga","itn_campaign_net_quantity","itn_campaign_bale_quantity","itn_routine_net_quantity","intervention","total_cost","target_value","target"
"Borno","Hawul",125511.134184937,2510.22268369875,14145.2090821951,"cm_private",NA,230834.397344728,"Population"
"Borno","Jere",217382.62725195,4347.652545039,24499.2026666327,"vacc",311609439.022586,12793.6092569393,"Population"
"Borno","Jere",217382.62725195,4347.652545039,24499.2026666327,"cm_public",152215709.476003,399800.289279352,"Population"
"Borno","Jere",217382.62725195,4347.652545039,24499.2026666327,"itn_campaign",1698645239.95692,399800.289279352,"Population"
"Borno","Jere",217382.62725195,4347.652545039,24499.2026666327,"itn_routine",183865536.044972,96351.8697163239,"Population"
"Borno","Jere",217382.62725195,4347.652545039,24499.2026666327,"smc",310757318.976253,72543.7624897385,"Population"
"Borno","Jere",217382.62725195,4347.652545039,24499.2026666327,"pmc",167340409.080766,31984.0231423482,"Population"
"Borno","Jere",217382.62725195,4347.652545039,24499.2026666327,"iptp",20438463.3632506,19990.0144639676,"Population"
"Borno","Jere",217382.62725195,4347.652545039,24499.2026666327,"cm_private",NA,399800.289279352,"Population"
"Borno","Kaga",93557.685405876,1871.15370811752,10544.0288617133,"vacc",134111259.184421,5506.14593814414,"Population"
"Borno","Kaga",93557.685405876,1871.15370811752,10544.0288617133,"cm_public",65510982.3678899,172067.060567004,"Population"
"Borno","Kaga",93557.685405876,1871.15370811752,10544.0288617133,"itn_campaign",731067238.376347,172067.060567004,"Population"
"Borno","Kaga",93557.685405876,1871.15370811752,10544.0288617133,"itn_routine",79132514.8460038,41468.161596648,"Population"
"Borno","Kaga",93557.685405876,1871.15370811752,10544.0288617133,"smc",133744521.601796,31221.5681398829,"Population"
"Borno","Kaga",93557.685405876,1871.15370811752,10544.0288617133,"pmc",72020388.8709251,13765.3648453603,"Population"
"Borno","Kaga",93557.685405876,1871.15370811752,10544.0288617133,"iptp",8796357.60084117,8603.35302835022,"Population"
"Borno","Kaga",93557.685405876,1871.15370811752,10544.0288617133,"cm_private",NA,172067.060567004,"Population"
"Borno","Kala/Balge",63241.5688917403,1264.83137783481,7127.37734758728,"vacc",90654299.5380355,3721.9529979228,"Population"
"Borno","Kala/Balge",63241.5688917403,1264.83137783481,7127.37734758728,"cm_public",44283024.8163053,116311.031185088,"Population"
"Borno","Kala/Balge",63241.5688917403,1264.83137783481,7127.37734758728,"itn_campaign",494174678.64557,116311.031185088,"Population"
"Borno","Kala/Balge",63241.5688917403,1264.83137783481,7127.37734758728,"itn_routine",53490681.8985486,28030.9585156061,"Population"
"Borno","Kala/Balge",63241.5688917403,1264.83137783481,7127.37734758728,"smc",90406398.3635237,21104.6366085341,"Population"
"Borno","Kala/Balge",63241.5688917403,1264.83137783481,7127.37734758728,"pmc",48683145.2128303,9304.88249480701,"Population"
"Borno","Kala/Balge",63241.5688917403,1264.83137783481,7127.37734758728,"iptp",5946015.58168777,5815.55155925438,"Population"
"Borno","Kala/Balge",63241.5688917403,1264.83137783481,7127.37734758728,"cm_private",NA,116311.031185088,"Population"
"Borno","Konduga",163548.181957234,3270.96363914468,18432.0159627367,"vacc",234439880.854832,9625.29324948567,"Population"
"Borno","Konduga",163548.181957234,3270.96363914468,18432.0159627367,"cm_public",114519742.745024,300790.414046427,"Population"
"Borno","Konduga",163548.181957234,3270.96363914468,18432.0159627367,"itn_campaign",1277978577.66838,300790.414046427,"Population"
"Borno","Konduga",163548.181957234,3270.96363914468,18432.0159627367,"itn_routine",138331542.5197,72490.4897851889,"Population"
"Borno","Konduga",163548.181957234,3270.96363914468,18432.0159627367,"smc",233798786.917617,54578.4206287242,"Population"
"Borno","Konduga",163548.181957234,3270.96363914468,18432.0159627367,"pmc",125898835.703273,24063.2331237142,"Population"
"Borno","Konduga",163548.181957234,3270.96363914468,18432.0159627367,"iptp",15376911.9791939,15039.5207023214,"Population"
"Borno","Konduga",163548.181957234,3270.96363914468,18432.0159627367,"cm_private",NA,300790.414046427,"Population"
"Borno","Kukawa",211390.510950343,4227.81021900685,23823.8861819121,"vacc",303019976.180471,12440.9555258016,"Population"
"Borno","Kukawa",211390.510950343,4227.81021900685,23823.8861819121,"cm_public",148019908.525199,388779.860181301,"Population"
"Borno","Kukawa",211390.510950343,4227.81021900685,23823.8861819121,"itn_campaign",1651822363.80686,388779.860181301,"Population"
"Borno","Kukawa",211390.510950343,4227.81021900685,23823.8861819121,"itn_routine",178797312.839803,93695.9463036935,"Population"
"Borno","Kukawa",211390.510950343,4227.81021900685,23823.8861819121,"smc",302191344.682809,70544.1056298971,"Population"
"Borno","Kukawa",211390.510950343,4227.81021900685,23823.8861819121,"pmc",162727698.277485,31102.3888145041,"Population"
"Borno","Kukawa",211390.510950343,4227.81021900685,23823.8861819121,"iptp",19875080.4883312,19438.993009065,"Population"
"Borno","Kukawa",211390.510950343,4227.81021900685,23823.8861819121,"cm_private",NA,388779.860181301,"Population"
"Borno","Kwaya Kusar",58948.1198414906,1178.96239682981,6643.50207314313,"vacc",84499809.3336746,3469.27084844354,"Population"
"Borno","Kwaya Kusar",58948.1198414906,1178.96239682981,6643.50207314313,"cm_public",41276665.0094318,108414.714013861,"Population"
"Borno","Kwaya Kusar",58948.1198414906,1178.96239682981,6643.50207314313,"itn_campaign",460625324.290995,108414.714013861,"Population"
"Borno","Kwaya Kusar",58948.1198414906,1178.96239682981,6643.50207314313,"itn_routine",49859217.3188563,26127.9460773404,"Population"
"Borno","Kwaya Kusar",58948.1198414906,1178.96239682981,6643.50207314313,"smc",84268738.0873401,19671.849857815,"Population"
"Borno","Kwaya Kusar",58948.1198414906,1178.96239682981,6643.50207314313,"pmc",45378062.6976416,8673.17712110886,"Population"
"Borno","Kwaya Kusar",58948.1198414906,1178.96239682981,6643.50207314313,"iptp",5542342.56409284,5420.73570069304,"Population"
"Borno","Kwaya Kusar",58948.1198414906,1178.96239682981,6643.50207314313,"cm_private",NA,108414.714013861,"Population"
"Borno","Mafa",107700.077870669,2154.00155741338,12137.8882402939,"vacc",154383822.075492,6338.46747846274,"Population"
"Borno","Mafa",107700.077870669,2154.00155741338,12137.8882402939,"cm_public",75413771.4266566,198077.108701961,"Population"
"Borno","Mafa",107700.077870669,2154.00155741338,12137.8882402939,"itn_campaign",841577024.487637,198077.108701961,"Population"
"Borno","Mafa",107700.077870669,2154.00155741338,12137.8882402939,"itn_routine",91094365.7278761,47736.5831971725,"Population"
"Borno","Mafa",107700.077870669,2154.00155741338,12137.8882402939,"smc",153961647.605962,35941.0913739708,"Population"
"Borno","Mafa",107700.077870669,2154.00155741338,12137.8882402939,"pmc",82907154.6182924,15846.1686961568,"Population"
"Borno","Mafa",107700.077870669,2154.00155741338,12137.8882402939,"iptp",10126035.0176358,9903.85543509803,"Population"
"Borno","Mafa",107700.077870669,2154.00155741338,12137.8882402939,"cm_private",NA,198077.108701961,"Population"
"Borno","Magumeri",145807.816813769,2916.15633627538,16432.6620745068,"vacc",209009765.761026,8581.22039697634,"Population"
"Borno","Magumeri",145807.816813769,2916.15633627538,16432.6620745068,"cm_public",102097580.492168,268163.137405511,"Population"
"Borno","Magumeri",145807.816813769,2916.15633627538,16432.6620745068,"itn_campaign",1139353945.20814,268163.137405511,"Population"
"Borno","Magumeri",145807.816813769,2916.15633627538,16432.6620745068,"itn_routine",123326471.562691,64627.316114728,"Population"
"Borno","Magumeri",145807.816813769,2916.15633627538,16432.6620745068,"smc",208438212.435032,48658.2012822299,"Population"
"Borno","Magumeri",145807.816813769,2916.15633627538,16432.6620745068,"pmc",112242362.79245,21453.0509924408,"Population"
"Borno","Magumeri",145807.816813769,2916.15633627538,16432.6620745068,"iptp",13708950.7091557,13408.1568702755,"Population"
"Borno","Magumeri",145807.816813769,2916.15633627538,16432.6620745068,"cm_private",NA,268163.137405511,"Population"
"Borno","Maiduguri",561387.695476905,11227.7539095381,63268.8596136156,"vacc",804727162.759835,33039.3229136055,"Population"
"Borno","Maiduguri",561387.695476905,11227.7539095381,63268.8596136156,"cm_public",393095011.493604,1032478.84105017,"Population"
"Borno","Maiduguri",561387.695476905,11227.7539095381,63268.8596136156,"itn_campaign",4386728363.47217,1032478.84105017,"Population"
"Borno","Maiduguri",561387.695476905,11227.7539095381,63268.8596136156,"itn_routine",474830260.645801,248827.400693092,"Population"
"Borno","Maiduguri",561387.695476905,11227.7539095381,63268.8596136156,"smc",802526574.262364,187343.285708554,"Population"
"Borno","Maiduguri",561387.695476905,11227.7539095381,63268.8596136156,"pmc",432154343.709961,82598.3072840139,"Population"
"Borno","Maiduguri",561387.695476905,11227.7539095381,63268.8596136156,"iptp",52782055.2710771,51623.9420525087,"Population"
"Borno","Maiduguri",561387.695476905,11227.7539095381,63268.8596136156,"cm_private",NA,1032478.84105017,"Population"
"Borno","Marte",134530.495918585,2690.60991837171,15161.698641778,"vacc",192844170.183082,7917.51677529329,"Population"
"Borno","Marte",134530.495918585,2690.60991837171,15161.698641778,"cm_public",94200972.4570676,247422.399227915,"Population"
"Borno","Marte",134530.495918585,2690.60991837171,15161.698641778,"itn_campaign",1051232057.5475,247422.399227915,"Population"
"Borno","Marte",134530.495918585,2690.60991837171,15161.698641778,"itn_routine",113787941.838598,59628.7982139276,"Population"
"Borno","Marte",134530.495918585,2690.60991837171,15161.698641778,"smc",192316822.925095,44894.7943399052,"Population"
"Borno","Marte",134530.495918585,2690.60991837171,15161.698641778,"pmc",103561119.420836,19793.7919382332,"Population"
"Borno","Marte",134530.495918585,2690.60991837171,15161.698641778,"iptp",12648649.2818265,12371.1199613958,"Population"
"Borno","Marte",134530.495918585,2690.60991837171,15161.698641778,"cm_private",NA,247422.399227915,"Population"
"Borno","Mobbar",121248.872415924,2424.97744831849,13664.8486402529,"vacc",173805485.715549,7135.85402910757,"Population"
"Borno","Mobbar",121248.872415924,2424.97744831849,13664.8486402529,"cm_public",84900911.2239888,222995.438409612,"Population"
"Borno","Mobbar",121248.872415924,2424.97744831849,13664.8486402529,"itn_campaign",947448388.967823,222995.438409612,"Population"
"Borno","Mobbar",121248.872415924,2424.97744831849,13664.8486402529,"itn_routine",102554142.451152,53741.9006567164,"Population"
"Borno","Mobbar",121248.872415924,2424.97744831849,13664.8486402529,"smc",173330201.208746,40462.522299424,"Population"
"Borno","Mobbar",121248.872415924,2424.97744831849,13664.8486402529,"pmc",93336970.7007269,17839.6350727689,"Population"
"Borno","Mobbar",121248.872415924,2424.97744831849,13664.8486402529,"iptp",11399901.9518524,11149.7719204806,"Population"
"Borno","Mobbar",121248.872415924,2424.97744831849,13664.8486402529,"cm_private",NA,222995.438409612,"Population"
"Borno","Monguno",114180.794911651,2283.61589823303,12868.2704342128,"vacc",163673674.844011,6719.87680530383,"Population"
"Borno","Monguno",114180.794911651,2283.61589823303,12868.2704342128,"cm_public",79951700.4910753,209996.150165745,"Population"
"Borno","Monguno",114180.794911651,2283.61589823303,12868.2704342128,"itn_campaign",892217865.903234,209996.150165745,"Population"
"Borno","Monguno",114180.794911651,2283.61589823303,12868.2704342128,"itn_routine",96575854.8779497,50609.0721899445,"Population"
"Borno","Monguno",114180.794911651,2283.61589823303,12868.2704342128,"smc",163226096.555533,38103.8014475743,"Population"
"Borno","Monguno",114180.794911651,2283.61589823303,12868.2704342128,"pmc",87895988.6133742,16799.6920132596,"Population"
"Borno","Monguno",114180.794911651,2283.61589823303,12868.2704342128,"iptp",10735356.4684074,10499.8075082872,"Population"
"Borno","Monguno",114180.794911651,2283.61589823303,12868.2704342128,"cm_private",NA,209996.150165745,"Population"
"Borno","Ngala",245857.654597081,4917.15309194161,27708.3619020563,"vacc",352427269.818626,14469.4486652653,"Population"
"Borno","Ngala",245857.654597081,4917.15309194161,27708.3619020563,"cm_public",172154499.178199,452170.270789539,"Population"
"Borno","Ngala",245857.654597081,4917.15309194161,27708.3619020563,"itn_campaign",1921151381.63396,452170.270789539,"Population"
"Borno","Ngala",245857.654597081,4917.15309194161,27708.3619020563,"itn_routine",207950147.740456,108973.035260279,"Population"
"Borno","Ngala",245857.654597081,4917.15309194161,27708.3619020563,"smc",351463530.265586,82046.2956347619,"Population"
"Borno","Ngala",245857.654597081,4917.15309194161,27708.3619020563,"pmc",189260388.54167,36173.6216631632,"Population"
"Borno","Ngala",245857.654597081,4917.15309194161,27708.3619020563,"iptp",23115704.9189268,22608.513539477,"Population"
"Borno","Ngala",245857.654597081,4917.15309194161,27708.3619020563,"cm_private",NA,452170.270789539,"Population"
"Borno","Nganzai",102994.956708095,2059.89913416191,11607.6171768232,"vacc",147639216.103352,6061.55721005036,"Population"
"Borno","Nganzai",102994.956708095,2059.89913416191,11607.6171768232,"cm_public",72119150.4857585,189423.662814074,"Population"
"Borno","Nganzai",102994.956708095,2059.89913416191,11607.6171768232,"itn_campaign",804810831.313591,189423.662814074,"Population"
"Borno","Nganzai",102994.956708095,2059.89913416191,11607.6171768232,"itn_routine",87114702.607371,45651.1027381918,"Population"
"Borno","Nganzai",102994.956708095,2059.89913416191,11607.6171768232,"smc",147235485.279083,34370.9236176137,"Population"
"Borno","Nganzai",102994.956708095,2059.89913416191,11607.6171768232,"pmc",79285168.3074587,15153.8930251259,"Population"
"Borno","Nganzai",102994.956708095,2059.89913416191,11607.6171768232,"iptp",9683656.30634405,9471.18314070369,"Population"
"Borno","Nganzai",102994.956708095,2059.89913416191,11607.6171768232,"cm_private",NA,189423.662814074,"Population"
"Borno","Shani",104985.744827037,2099.71489654074,11831.9806515352,"vacc",150492932.505616,6178.72096701229,"Population"
"Borno","Shani",104985.744827037,2099.71489654074,11831.9806515352,"cm_public",73513140.565701,193085.030219134,"Population"
"Borno","Shani",104985.744827037,2099.71489654074,11831.9806515352,"itn_campaign",820367008.938053,193085.030219134,"Population"
"Borno","Shani",104985.744827037,2099.71489654074,11831.9806515352,"itn_routine",88798541.5105456,46533.4922828113,"Population"
"Borno","Shani",104985.744827037,2099.71489654074,11831.9806515352,"smc",150081397.97373,35035.2787332619,"Population"
"Borno","Shani",104985.744827037,2099.71489654074,11831.9806515352,"pmc",80817670.2485206,15446.8024175307,"Population"
"Borno","Shani",104985.744827037,2099.71489654074,11831.9806515352,"iptp",9870831.56752909,9654.25151095671,"Population"
"Borno","Shani",104985.744827037,2099.71489654074,11831.9806515352,"cm_private",NA,193085.030219134,"Population"
"Gombe","Akko",342949.553350081,6858.99106700161,37307.8254028374,"vacc",481138652.06343,19753.8942729646,"Population"
"Gombe","Akko",342949.553350081,6858.99106700161,37307.8254028374,"cm_public",342671690.088948,617309.196030145,"Population"
"Gombe","Akko",342949.553350081,6858.99106700161,37307.8254028374,"itn_campaign",2679835245.8418,617309.196030145,"Population"
"Gombe","Akko",342949.553350081,6858.99106700161,37307.8254028374,"itn_routine",279993737.335279,151240.753027385,"Population"
"Gombe","Akko",342949.553350081,6858.99106700161,37307.8254028374,"smc",489871589.293267,114356.528564584,"Population"
"Gombe","Akko",342949.553350081,6858.99106700161,37307.8254028374,"pmc",258380937.090377,49384.7356824116,"Population"
"Gombe","Akko",342949.553350081,6858.99106700161,37307.8254028374,"iptp",33847701.3811039,30865.4598015072,"Population"
"Gombe","Akko",342949.553350081,6858.99106700161,37307.8254028374,"cm_private",NA,617309.196030145,"Population"
"Gombe","Balanga",214946.289027542,4298.92578055083,23382.9685552657,"vacc",301557377.050083,12380.9062479864,"Population"
"Gombe","Balanga",214946.289027542,4298.92578055083,23382.9685552657,"cm_public",214772136.076316,386903.320249575,"Population"
"Gombe","Balanga",214946.289027542,4298.92578055083,23382.9685552657,"itn_campaign",1679607498.16433,386903.320249575,"Population"
"Gombe","Balanga",214946.289027542,4298.92578055083,23382.9685552657,"itn_routine",175488243.688527,94791.3134611458,"Population"
"Gombe","Balanga",214946.289027542,4298.92578055083,23382.9685552657,"smc",307030813.103659,71673.8400762338,"Population"
"Gombe","Balanga",214946.289027542,4298.92578055083,23382.9685552657,"pmc",161942253.723662,30952.265619966,"Population"
"Gombe","Balanga",214946.289027542,4298.92578055083,23382.9685552657,"iptp",21214309.0227441,19345.1660124787,"Population"
"Gombe","Balanga",214946.289027542,4298.92578055083,23382.9685552657,"cm_private",NA,386903.320249575,"Population"
"Gombe","Billiri",205992.311031737,4119.84622063474,22408.9085383765,"vacc",288995456.903451,11865.1571154281,"Population"
"Gombe","Billiri",205992.311031737,4119.84622063474,22408.9085383765,"cm_public",205825412.737944,370786.159857127,"Population"
"Gombe","Billiri",205992.311031737,4119.84622063474,22408.9085383765,"itn_campaign",1609640397.78688,370786.159857127,"Population"
"Gombe","Billiri",205992.311031737,4119.84622063474,22408.9085383765,"itn_routine",168177962.224174,90842.6091649962,"Population"
"Gombe","Billiri",205992.311031737,4119.84622063474,22408.9085383765,"smc",294240887.038865,68688.1361135328,"Population"
"Gombe","Billiri",205992.311031737,4119.84622063474,22408.9085383765,"pmc",155196255.069799,29662.8927885702,"Population"
"Gombe","Billiri",205992.311031737,4119.84622063474,22408.9085383765,"iptp",20330588.4568054,18539.3079928564,"Population"
"Gombe","Billiri",205992.311031737,4119.84622063474,22408.9085383765,"cm_private",NA,370786.159857127,"Population"
"Gombe","Dukku",211051.664319264,4221.03328638529,22959.2911449684,"vacc",296093440.841015,12156.5758647896,"Population"
"Gombe","Dukku",211051.664319264,4221.03328638529,22959.2911449684,"cm_public",210880666.855812,379892.995774676,"Population"
"Gombe","Dukku",211051.664319264,4221.03328638529,22959.2911449684,"itn_campaign",1649174589.12388,379892.995774676,"Population"
"Gombe","Dukku",211051.664319264,4221.03328638529,22959.2911449684,"itn_routine",172308561.671342,93073.7839647956,"Population"
"Gombe","Dukku",211051.664319264,4221.03328638529,22959.2911449684,"smc",301467703.378314,70375.1774672587,"Population"
"Gombe","Dukku",211051.664319264,4221.03328638529,22959.2911449684,"pmc",159008012.311448,30391.4396619741,"Population"
"Gombe","Dukku",211051.664319264,4221.03328638529,22959.2911449684,"iptp",20829925.6846423,18994.6497887338,"Population"
"Gombe","Dukku",211051.664319264,4221.03328638529,22959.2911449684,"cm_private",NA,379892.995774676,"Population"
"Gombe","Funakaye",241571.415197358,4831.42830394717,26279.3874272799,"vacc",338910909.635931,13914.5135153678,"Population"
"Gombe","Funakaye",241571.415197358,4831.42830394717,26279.3874272799,"cm_public",241375690.139351,434828.547355245,"Population"
"Gombe","Funakaye",241571.415197358,4831.42830394717,26279.3874272799,"itn_campaign",1887658364.06537,434828.547355245,"Population"
"Gombe","Funakaye",241571.415197358,4831.42830394717,26279.3874272799,"itn_routine",197225751.466239,106532.994102035,"Population"
"Gombe","Funakaye",241571.415197358,4831.42830394717,26279.3874272799,"smc",345062333.321525,80551.9883975591,"Population"
"Gombe","Funakaye",241571.415197358,4831.42830394717,26279.3874272799,"pmc",182001836.781011,34786.2837884196,"Population"
"Gombe","Funakaye",241571.415197358,4831.42830394717,26279.3874272799,"iptp",23842098.7691569,21741.4273677622,"Population"
"Gombe","Funakaye",241571.415197358,4831.42830394717,26279.3874272799,"cm_private",NA,434828.547355245,"Population"
"Gombe","Gombe",271204.915358954,5424.09830717909,29503.0727748892,"vacc",380485019.251749,15621.4031246758,"Population"
"Gombe","Gombe",271204.915358954,5424.09830717909,29503.0727748892,"cm_public",270985180.761021,488168.847646118,"Population"
"Gombe","Gombe",271204.915358954,5424.09830717909,29503.0727748892,"itn_campaign",2119216905.0081,488168.847646118,"Population"
"Gombe","Gombe",271204.915358954,5424.09830717909,29503.0727748892,"itn_routine",221419381.052632,119601.367673299,"Population"
"Gombe","Gombe",271204.915358954,5424.09830717909,29503.0727748892,"smc",387391036.417007,90433.2790264434,"Population"
"Gombe","Gombe",271204.915358954,5424.09830717909,29503.0727748892,"pmc",204327952.870759,39053.5078116895,"Population"
"Gombe","Gombe",271204.915358954,5424.09830717909,29503.0727748892,"iptp",26766802.5763163,24408.4423823059,"Population"
"Gombe","Gombe",271204.915358954,5424.09830717909,29503.0727748892,"cm_private",NA,488168.847646118,"Population"
"Gombe","Kaltungo",163013.216651877,3260.26433303753,17733.4204573085,"vacc",228698240.199617,9389.56127914811,"Population"
"Gombe","Kaltungo",163013.216651877,3260.26433303753,17733.4204573085,"cm_public",162881140.713757,293423.789973378,"Population"
"Gombe","Kaltungo",163013.216651877,3260.26433303753,17733.4204573085,"itn_campaign",1273798315.9751,293423.789973378,"Population"
"Gombe","Kaltungo",163013.216651877,3260.26433303753,17733.4204573085,"itn_routine",133088611.195282,71888.8285434777,"Population"
"Gombe","Kaltungo",163013.216651877,3260.26433303753,17733.4204573085,"smc",232849241.927855,54356.7570925684,"Population"
"Gombe","Kaltungo",163013.216651877,3260.26433303753,17733.4204573085,"pmc",122815461.531257,23473.9031978703,"Population"
"Gombe","Kaltungo",163013.216651877,3260.26433303753,17733.4204573085,"iptp",16088729.7402997,14671.1894986689,"Population"
"Gombe","Kaltungo",163013.216651877,3260.26433303753,17733.4204573085,"cm_private",NA,293423.789973378,"Population"
"Gombe","Kwami",197165.375856532,3943.30751713063,21448.6688963013,"vacc",276611770.584098,11356.7256493362,"Population"
"Gombe","Kwami",197165.375856532,3943.30751713063,21448.6688963013,"cm_public",197005629.288027,354897.676541757,"Population"
"Gombe","Kwami",197165.375856532,3943.30751713063,21448.6688963013,"itn_campaign",1540666020.17301,354897.676541757,"Population"
"Gombe","Kwami",197165.375856532,3943.30751713063,21448.6688963013,"itn_routine",160971402.119985,86949.9307527306,"Population"
"Gombe","Kwami",197165.375856532,3943.30751713063,21448.6688963013,"smc",281632429.845592,65744.7945793606,"Population"
"Gombe","Kwami",197165.375856532,3943.30751713063,21448.6688963013,"pmc",148545971.493318,28391.8141233406,"Population"
"Gombe","Kwami",197165.375856532,3943.30751713063,21448.6688963013,"iptp",19459406.491405,17744.8838270879,"Population"
"Gombe","Kwami",197165.375856532,3943.30751713063,21448.6688963013,"cm_private",NA,354897.676541757,"Population"
"Gombe","Nafada (Bajoga)",142475.982445156,2849.51964890311,15499.2739463801,"vacc",199885672.616984,8206.61658884095,"Population"
"Gombe","Nafada (Bajoga)",142475.982445156,2849.51964890311,15499.2739463801,"cm_public",142360546.105529,256456.76840128,"Population"
"Gombe","Nafada (Bajoga)",142475.982445156,2849.51964890311,15499.2739463801,"itn_campaign",1113318724.90504,256456.76840128,"Population"
"Gombe","Nafada (Bajoga)",142475.982445156,2849.51964890311,15499.2739463801,"itn_routine",116321430.996625,62831.9082583135,"Population"
"Gombe","Nafada (Bajoga)",142475.982445156,2849.51964890311,15499.2739463801,"smc",203513710.033271,47508.6163463371,"Population"
"Gombe","Nafada (Bajoga)",142475.982445156,2849.51964890311,15499.2739463801,"pmc",107342544.98204,20516.5414721024,"Population"
"Gombe","Nafada (Bajoga)",142475.982445156,2849.51964890311,15499.2739463801,"iptp",14061789.7316818,12822.838420064,"Population"
"Gombe","Nafada (Bajoga)",142475.982445156,2849.51964890311,15499.2739463801,"cm_private",NA,256456.76840128,"Population"
"Gombe","Shomgom",153414.877469996,3068.29754939991,16689.2634993628,"vacc",215232318.081025,8836.69694227174,"Population"
"Gombe","Shomgom",153414.877469996,3068.29754939991,16689.2634993628,"cm_public",153290578.261136,276146.779445992,"Population"
"Gombe","Shomgom",153414.877469996,3068.29754939991,16689.2634993628,"itn_campaign",1198796125.74074,276146.779445992,"Population"
"Gombe","Shomgom",153414.877469996,3068.29754939991,16689.2634993628,"itn_routine",125252254.992178,67655.960964268,"Population"
"Gombe","Shomgom",153414.877469996,3068.29754939991,16689.2634993628,"smc",219138905.746707,51156.19089237,"Population"
"Gombe","Shomgom",153414.877469996,3068.29754939991,16689.2634993628,"pmc",115583996.004915,22091.7423556794,"Population"
"Gombe","Shomgom",153414.877469996,3068.29754939991,16689.2634993628,"iptp",15141413.3924308,13807.3389722996,"Population"
"Gombe","Shomgom",153414.877469996,3068.29754939991,16689.2634993628,"cm_private",NA,276146.779445992,"Population"
"Gombe","Yamaltu/Deba",259905.218723614,5198.10437447228,28273.8333574347,"vacc",364632189.718235,14970.5405984802,"Population"
"Gombe","Yamaltu/Deba",259905.218723614,5198.10437447228,28273.8333574347,"cm_public",259694639.322199,467829.393702505,"Population"
"Gombe","Yamaltu/Deba",259905.218723614,5198.10437447228,28273.8333574347,"itn_campaign",2030920171.52382,467829.393702505,"Population"
"Gombe","Yamaltu/Deba",259905.218723614,5198.10437447228,28273.8333574347,"itn_routine",212193988.394213,114618.201457114,"Population"
"Gombe","Yamaltu/Deba",259905.218723614,5198.10437447228,28273.8333574347,"smc",371250469.108451,86665.3951833891,"Population"
"Gombe","Yamaltu/Deba",259905.218723614,5198.10437447228,28273.8333574347,"pmc",195814671.02812,37426.3514962004,"Population"
"Gombe","Yamaltu/Deba",259905.218723614,5198.10437447228,28273.8333574347,"iptp",25651569.2900386,23391.4696851253,"Population"
"Gombe","Yamaltu/Deba",259905.218723614,5198.10437447228,28273.8333574347,"cm_private",NA,467829.393702505,"Population"
"Taraba","Ardo Kola",84107.92383377,1682.1584766754,13598.71870747,"vacc",117998599.417491,4844.61567835903,"Population"
"Taraba","Ardo Kola",84107.92383377,1682.1584766754,13598.71870747,"cm_public",49505246.7971493,151394.23994872,"Population"
"Taraba","Ardo Kola",84107.92383377,1682.1584766754,13598.71870747,"itn_campaign",657226045.470985,151394.23994872,"Population"
"Taraba","Ardo Kola",84107.92383377,1682.1584766754,13598.71870747,"itn_routine",102057839.950814,35880.4348678466,"Population"
"Taraba","Ardo Kola",84107.92383377,1682.1584766754,13598.71870747,"smc",115211505.907159,26895.1867268901,"Population"
"Taraba","Ardo Kola",84107.92383377,1682.1584766754,13598.71870747,"pmc",63367573.0729362,12111.5391958976,"Population"
"Taraba","Ardo Kola",84107.92383377,1682.1584766754,13598.71870747,"iptp",13932061.7595259,7569.71199743598,"Population"
"Taraba","Ardo Kola",84107.92383377,1682.1584766754,13598.71870747,"cm_private",NA,151394.23994872,"Population"
"Taraba","Bali",202187.078728441,4043.74157456882,32689.966469119,"vacc",283656890.133471,11645.9739691747,"Population"
"Taraba","Bali",202187.078728441,4043.74157456882,32689.966469119,"cm_public",119005686.686886,363936.686536711,"Population"
"Taraba","Bali",202187.078728441,4043.74157456882,32689.966469119,"itn_campaign",1579906008.15034,363936.686536711,"Population"
"Taraba","Bali",202187.078728441,4043.74157456882,32689.966469119,"itn_routine",245336890.752079,86252.9947092004,"Population"
"Taraba","Bali",202187.078728441,4043.74157456882,32689.966469119,"smc",276956994.697808,64653.3523632467,"Population"
"Taraba","Bali",202187.078728441,4043.74157456882,32689.966469119,"pmc",152329339.516806,29114.9349229369,"Population"
"Taraba","Bali",202187.078728441,4043.74157456882,32689.966469119,"iptp",33491289.9929621,18196.8343268355,"Population"
"Taraba","Bali",202187.078728441,4043.74157456882,32689.966469119,"cm_private",NA,363936.686536711,"Population"
"Taraba","Donga",127531.044403239,2550.62088806479,20619.4460671397,"vacc",178918750.290089,7345.78704397132,"Population"
"Taraba","Donga",127531.044403239,2550.62088806479,20619.4460671397,"cm_public",75063745.9552373,229555.845124104,"Population"
"Taraba","Donga",127531.044403239,2550.62088806479,20619.4460671397,"itn_campaign",996537783.450462,229555.845124104,"Population"
"Taraba","Donga",127531.044403239,2550.62088806479,20619.4460671397,"itn_routine",154748117.956041,54404.7352944126,"Population"
"Taraba","Donga",127531.044403239,2550.62088806479,20619.4460671397,"smc",174692740.063934,40780.595886297,"Population"
"Taraba","Donga",127531.044403239,2550.62088806479,20619.4460671397,"pmc",96082894.5351449,18364.4676099283,"Population"
"Taraba","Donga",127531.044403239,2550.62088806479,20619.4460671397,"iptp",21124887.0010673,11477.7922562052,"Population"
"Taraba","Donga",127531.044403239,2550.62088806479,20619.4460671397,"cm_private",NA,229555.845124104,"Population"
"Taraba","Gashaka",83515.8034367812,1670.31606873562,13502.9836286263,"vacc",117167888.417309,4810.50954866312,"Population"
