"state","lga","pop_2025_projected","currency","full_cost","cost_per_person"
"Akwa Ibom","Uruan",219538.269077601,"Naira",1580299698.1018,7198.28804673324
"Akwa Ibom","Uruan",219538.269077601,"USD",987687.311313626,4.49893002920828
"Akwa Ibom","Urue Offong/Oruko",132544.76145183,"Naira",967384835.279564,7298.55201128515
"Akwa Ibom","Urue Offong/Oruko",132544.76145183,"USD",604615.522049728,4.56159500705322
"Akwa Ibom","Uyo",573275.767013901,"Naira",4075794627.17914,7109.65797212969
"Akwa Ibom","Uyo",573275.767013901,"USD",2547371.64198696,4.44353623258106
"Bayelsa","Brass",320493.791733123,"Naira",1492981813.76905,4658.37982600382
"Bayelsa","Brass",320493.791733123,"USD",933113.633605657,2.91148739125239
"Bayelsa","Ekeremor",469248.292351199,"Naira",2180864699.93628,4647.57088195019
"Bayelsa","Ekeremor",469248.292351199,"USD",1363040.43746018,2.90473180121887
"Bayelsa","Kolokuma/Opokuma",137971.405038467,"Naira",662548542.889205,4802.07143432716
"Bayelsa","Kolokuma/Opokuma",137971.405038467,"USD",414092.839305753,3.00129464645448
"Bayelsa","Nembe",227961.08081987,"Naira",1081698006.41337,4745.09948155624
"Bayelsa","Nembe",227961.08081987,"USD",676061.254008354,2.96568717597265
"Bayelsa","Ogbia",312624.481787133,"Naira",1469645570.16689,4700.9932228135
"Bayelsa","Ogbia",312624.481787133,"USD",918528.481354308,2.93812076425844
"Bayelsa","Sagbama",325266.551713638,"Naira",1532044818.19915,4710.12100730218
"Bayelsa","Sagbama",325266.551713638,"USD",957528.011374466,2.94382562956386
"Bayelsa","Southern Ijaw",560143.08672847,"Naira",2612232042.5153,4663.50849346746
"Bayelsa","Southern Ijaw",560143.08672847,"USD",1632645.02657206,2.91469280841716
"Bayelsa","Yenegoa",613191.739509705,"Naira",2847484200.07308,4643.70932711825
"Bayelsa","Yenegoa",613191.739509705,"USD",1779677.62504568,2.90231832944891
"Cross River","Abi",247974.869049256,"Naira",1153361756.78645,4651.1235642889
"Cross River","Abi",247974.869049256,"USD",720851.097991531,2.90695222768056
"Cross River","Akamkpa",257232.881580263,"Naira",1196145033.87581,4650.04717331437
"Cross River","Akamkpa",257232.881580263,"USD",747590.646172383,2.90627948332148
"Cross River","Akpabuyo",467818.301358041,"Naira",2134709333.39863,4563.11633641038
"Cross River","Akpabuyo",467818.301358041,"USD",1334193.33337414,2.85194771025649
"Cross River","Bakassi",54367.6270403868,"Naira",283013258.04982,5205.54737177668
"Cross River","Bakassi",54367.6270403868,"USD",176883.286281138,3.25346710736043
"Cross River","Bekwara",181271.816626519,"Naira",860409718.799621,4746.51677691494
"Cross River","Bekwara",181271.816626519,"USD",537756.074249763,2.96657298557184
"Cross River","Biase",288862.706129406,"Naira",1338888114.95483,4635.03279082012
"Cross River","Biase",288862.706129406,"USD",836805.071846771,2.89689549426258
"Cross River","Boki",320647.174540426,"Naira",1500611376.08457,4679.94573236253
"Cross River","Boki",320647.174540426,"USD",937882.110052857,2.92496608272658
"Cross River","Calabar Municipal",329073.546747564,"Naira",1518502922.25781,4614.47885211714
"Cross River","Calabar Municipal",329073.546747564,"USD",949064.326411134,2.88404928257321
"Cross River","Calabar South",315612.657703779,"Naira",1450876345.08995,4597.01570794312
"Cross River","Calabar South",315612.657703779,"USD",906797.715681216,2.87313481746445
"Cross River","Etung",137523.068101653,"Naira",651829804.342262,4739.78521087421
"Cross River","Etung",137523.068101653,"USD",407393.627713914,2.96236575679638
"Cross River","Ikom",281264.537715874,"Naira",1312500607.93161,4666.42762216067
"Cross River","Ikom",281264.537715874,"USD",820312.879957253,2.91651726385042
"Cross River","Obanliku",188378.561212311,"Naira",894599178.602442,4748.94368470194
"Cross River","Obanliku",188378.561212311,"USD",559124.486626526,2.96808980293871
"Cross River","Obubra",296474.620663995,"Naira",1374830612.08213,4637.26240378691
"Cross River","Obubra",296474.620663995,"USD",859269.132551331,2.89828900236682
"Cross River","Obudu",277425.933411072,"Naira",1293686968.75075,4663.17965607725
"Cross River","Obudu",277425.933411072,"USD",808554.35546922,2.91448728504828
"Cross River","Odukpani",331425.851713219,"Naira",1530583315.17647,4618.17720996875
"Cross River","Odukpani",331425.851713219,"USD",956614.571985293,2.88636075623047
"Cross River","Ogoja",294809.621751124,"Naira",1365210067.60693,4630.81923682745
"Cross River","Ogoja",294809.621751124,"USD",853256.29225433,2.89426202301715
"Cross River","Yakurr",337245.615715172,"Naira",1554037059.98598,4608.02746594778
"Cross River","Yakurr",337245.615715172,"USD",971273.16249124,2.88001716621737
"Cross River","Yala",363511.016522332,"Naira",1704745557.09259,4689.66683156317
"Cross River","Yala",363511.016522332,"USD",1065465.97318287,2.93104176972698
"Delta","Aniocha North",190022.666663833,"Naira",1366745186.92431,7192.53766363673
"Delta","Aniocha North",190022.666663833,"USD",854215.741827692,4.49533603977296
"Delta","Aniocha South",259381.615635527,"Naira",1857416168.7408,7160.93993088073
"Delta","Aniocha South",259381.615635527,"USD",1160885.105463,4.47558745680045
"Delta","Bomadi",157069.724738678,"Naira",1130882250.82191,7199.87414954346
"Delta","Bomadi",157069.724738678,"USD",706801.406763697,4.49992134346466
"Delta","Burutu",379776.903622303,"Naira",2701724275.27204,7113.97731010776
"Delta","Burutu",379776.903622303,"USD",1688577.67204503,4.44623581881735
"Delta","Ethiope East",366930.624865599,"Naira",2611029590.31204,7115.86717862107
"Delta","Ethiope East",366930.624865599,"USD",1631893.49394502,4.44741698663817
"Delta","Ethiope West",370162.737644472,"Naira",2632723243.65379,7112.33999512514
"Delta","Ethiope West",370162.737644472,"USD",1645452.02728362,4.44521249695321
"Delta","Ika North East",333837.076904301,"Naira",2382265883.92892,7136.01348903445
"Delta","Ika North East",333837.076904301,"USD",1488916.17745558,4.46000843064653
"Delta","Ika South",305060.316857835,"Naira",2181326078.15965,7150.47470161841
"Delta","Ika South",305060.316857835,"USD",1363328.79884978,4.46904668851151
"Delta","Isoko North",262146.258995534,"Naira",1879719627.45174,7170.49953203323
"Delta","Isoko North",262146.258995534,"USD",1174824.76715734,4.48156220752077
"Delta","Isoko South",429390.747804198,"Naira",3049568404.11689,7102.08224027102
"Delta","Isoko South",429390.747804198,"USD",1905980.25257305,4.43880140016939
"Delta","Ndokwa East",188492.434738017,"Naira",1357999946.45629,7204.53289461593
"Delta","Ndokwa East",188492.434738017,"USD",848749.966535181,4.50283305913496
"Delta","Ndokwa West",273951.687874296,"Naira",1956019297.7297,7140.01550020464
"Delta","Ndokwa West",273951.687874296,"USD",1222512.06108106,4.4625096876279
"Delta","Okpe",234461.478294698,"Naira",1677255555.02648,7153.65085653138
"Delta","Okpe",234461.478294698,"USD",1048284.72189155,4.47103178533211
"Delta","Oshimili North",216460.253563556,"Naira",1548368803.20107,7153.13216958069
"Delta","Oshimili North",216460.253563556,"USD",967730.502000667,4.47070760598793
"Delta","Oshimili South",273966.296293635,"Naira",1955819336.53321,7138.90490543033
"Delta","Oshimili South",273966.296293635,"USD",1222387.08533326,4.46181556589396
"Delta","Patani",123059.498463823,"Naira",894091698.816205,7265.52366926028
"Delta","Patani",123059.498463823,"USD",558807.311760128,4.54095229328767
"Delta","Sapele",318231.632944843,"Naira",2269109063.33172,7130.36929212192
"Delta","Sapele",318231.632944843,"USD",1418193.16458233,4.4564808075762
"Delta","Udu",260175.948437114,"Naira",1859298443.72169,7146.31177436102
"Delta","Udu",260175.948437114,"USD",1162061.52732606,4.46644485897564
"Delta","Ughelli North",585591.271592173,"Naira",4151264693.32217,7089.01395001197
"Delta","Ughelli North",585591.271592173,"USD",2594540.43332635,4.43063371875748
"Delta","Ughelli South",388288.133939999,"Naira",2765979492.53865,7123.52310247541
"Delta","Ughelli South",388288.133939999,"USD",1728737.18283666,4.45220193904713
"Delta","Ukwuani",217362.323457773,"Naira",1558200002.78006,7168.67568395667
"Delta","Ukwuani",217362.323457773,"USD",973875.001737539,4.48042230247292
"Delta","Uvwie",344627.220638965,"Naira",2451239995.33598,7112.72890978025
"Delta","Uvwie",344627.220638965,"USD",1532024.99708499,4.44545556861265
"Delta","Warri North",248615.21058229,"Naira",1776130666.90665,7144.09493589196
"Delta","Warri North",248615.21058229,"USD",1110081.66681666,4.46505933493248
"Delta","Warri South",569673.572669333,"Naira",4033706049.65857,7080.73227051369
"Delta","Warri South",569673.572669333,"USD",2521066.28103661,4.42545766907106
"Delta","Warri South West",212804.496623838,"Naira",1525199705.53882,7167.14040227648
"Delta","Warri South West",212804.496623838,"USD",953249.815961761,4.4794627514228
"Edo","Akoko Edo",440399.284761124,"Naira",1906310620.2372,4328.59608587056
"Edo","Akoko Edo",440399.284761124,"USD",1191444.13764825,2.7053725536691
"Edo","Egor",572939.825794189,"Naira",2452771498.71853,4281.02810852533
"Edo","Egor",572939.825794189,"USD",1532982.18669908,2.67564256782833
"Edo","Esan Central",177195.52362045,"Naira",781353730.114814,4409.55682260045
"Edo","Esan Central",177195.52362045,"USD",488346.081321759,2.75597301412528
"Edo","Esan North East",205392.378812024,"Naira",901781438.608521,4390.5301833708
"Edo","Esan North East",205392.378812024,"USD",563613.399130326,2.74408136460675
"Edo","Esan South East",280013.780979014,"Naira",1224618116.4424,4373.42088007511
"Edo","Esan South East",280013.780979014,"USD",765386.322776499,2.73338805004694
"Edo","Esan West",215038.272607482,"Naira",944370917.076329,4391.64110474477
"Edo","Esan West",215038.272607482,"USD",590231.823172706,2.74477569046548
"Edo","Etsako Central",158651.297007922,"Naira",705936929.559817,4449.61335251213
"Edo","Etsako Central",158651.297007922,"USD",441210.580974886,2.78100834532008
"Edo","Etsako East",248067.33502422,"Naira",1088032624.56129,4386.03746218768
"Edo","Etsako East",248067.33502422,"USD",680020.390350807,2.7412734138673
"Edo","Etsako West",335013.391159224,"Naira",1459578539.65066,4356.77670853749
"Edo","Etsako West",335013.391159224,"USD",912236.587281666,2.72298544283593
"Edo","Igueben",118323.41287652,"Naira",534909615.426778,4520.74194297454
"Edo","Igueben",118323.41287652,"USD",334318.509641736,2.82546371435909
"Edo","Ikpoba Okha",626469.569456082,"Naira",2689616624.81087,4293.29173505756
"Edo","Ikpoba Okha",626469.569456082,"USD",1681010.39050679,2.68330733441098
"Edo","Oredo",630569.368965933,"Naira",2704848687.06089,4289.5339040914
"Edo","Oredo",630569.368965933,"USD",1690530.42941305,2.68095869005712
"Edo","Orhionmwon",309789.942922227,"Naira",1355418785.68277,4375.28337071629
"Edo","Orhionmwon",309789.942922227,"USD",847136.74105173,2.73455210669768
"Edo","Ovia North East",261552.055465453,"Naira",1157136945.07504,4424.11719156946
"Edo","Ovia North East",261552.055465453,"USD",723210.5906719,2.76507324473091
"Edo","Ovia South West",232471.259927812,"Naira",1030578517.5465,4433.14376954173
"Edo","Ovia South West",232471.259927812,"USD",644111.57346656,2.77071485596358
"Edo","Owan East",260349.896594802,"Naira",1161152993.63409,4459.97101908308
"Edo","Owan East",260349.896594802,"USD",725720.621021309,2.78748188692693
"Edo","Owan West",166780.18079994,"Naira",747502645.776149,4481.96327759598
"Edo","Owan West",166780.18079994,"USD",467189.153610093,2.80122704849749
"Edo","Uhunmwonde",204988.291796679,"Naira",910868301.139449,4443.51378879194
"Edo","Uhunmwonde",204988.291796679,"USD",569292.688212156,2.77719611799496
"Rivers","Abua/Odual",534033.24668083,"Naira",2645296881.27757,4953.43107890539
"Rivers","Abua/Odual",534033.24668083,"USD",1653310.55079848,3.09589442431587
"Rivers","Ahoada East",314516.290927879,"Naira",1571446236.52698,4996.39059042357
"Rivers","Ahoada East",314516.290927879,"USD",982153.897829361,3.12274411901473
"Rivers","Ahoada West",471294.126046374,"Naira",2342542003.72207,4970.44600019389
"Rivers","Ahoada West",471294.126046374,"USD",1464088.7523263,3.10652875012118
"Rivers","Akuku Toru",304643.455047703,"Naira",1524572569.09682,5004.44878705203
"Rivers","Akuku Toru",304643.455047703,"USD",952857.85568551,3.12778049190752
"Rivers","Andoni",412091.148506332,"Naira",2048043196.32714,4969.87912443762
"Rivers","Andoni",412091.148506332,"USD",1280026.99770446,3.10617445277351
"Rivers","Asari Toru",415614.054701461,"Naira",2062624989.18281,4962.83743499581
"Rivers","Asari Toru",415614.054701461,"USD",1289140.61823926,3.10177339687238
"Rivers","Bonny",406529.759821483,"Naira",2015114626.40375,4956.86866144469
"Rivers","Bonny",406529.759821483,"USD",1259446.64150234,3.09804291340293
"Rivers","Degema",471738.507665191,"Naira",2344696158.40396,4970.33021537448
"Rivers","Degema",471738.507665191,"USD",1465435.09900248,3.10645638460905
"Rivers","Eleme",359654.117485974,"Naira",1784051844.06938,4960.46550652644
"Rivers","Eleme",359654.117485974,"USD",1115032.40254336,3.10029094157903
"Rivers","Emohua",380195.894188972,"Naira",1893542123.71867,4980.43811798111
"Rivers","Emohua",380195.894188972,"USD",1183463.82732417,3.11277382373819
"Rivers","Etche",472631.052874048,"Naira",2364934180.10597,5003.76385708242
"Rivers","Etche",472631.052874048,"USD",1478083.86256623,3.12735241067651
"Rivers","Gokana",442137.01889517,"Naira",2200293498.51652,4976.496887808
"Rivers","Gokana",442137.01889517,"USD",1375183.43657282,3.11031055488
"Rivers","Ikwerre",357263.911672424,"Naira",1778479654.23488,4978.05570652088
"Rivers","Ikwerre",357263.911672424,"USD",1111549.7838968,3.11128481657555
"Rivers","Khana",553915.069405246,"Naira",2755459713.56692,4974.5166105077
"Rivers","Khana",553915.069405246,"USD",1722162.32097933,3.10907288156732
"Rivers","Obia/Akpor",874297.197701504,"Naira",4313463851.87137,4933.63568270756
"Rivers","Obia/Akpor",874297.197701504,"USD",2695914.90741961,3.08352230169223
"Rivers","Ogba/Egbema/Ndoni",535704.877961825,"Naira",2662234717.72456,4969.5920781111
"Rivers","Ogba/Egbema/Ndoni",535704.877961825,"USD",1663896.69857785,3.10599504881944
"Rivers","Ogu/Bolo",142357.178841494,"Naira",724423224.817966,5088.77199389128
"Rivers","Ogu/Bolo",142357.178841494,"USD",452764.515511229,3.18048249618205
"Rivers","Okrika",420337.736760201,"Naira",2084471687.47351,4959.04008890519
"Rivers","Okrika",420337.736760201,"USD",1302794.80467095,3.09940005556574
"Rivers","Omumma",189832.263616002,"Naira",955622990.495101,5034.03885246905
"Rivers","Omumma",189832.263616002,"USD",597264.369059438,3.14627428279316
"Rivers","Opobo/Nkoro",289005.004036583,"Naira",1437608189.80014,4974.33667140991
"Rivers","Opobo/Nkoro",289005.004036583,"USD",898505.11862509,3.10896041963119
"Rivers","Oyigbo",236999.117735757,"Naira",1183714745.57907,4994.59557861671
"Rivers","Oyigbo",236999.117735757,"USD",739821.715986921,3.12162223663545
"Rivers","Port Harcourt",1018405.4292197,"Naira",5018546347.34567,4927.84720441924
"Rivers","Port Harcourt",1018405.4292197,"USD",3136591.46709105,3.07990450276202
"Rivers","Tai",227500.697006754,"Naira",1139378004.22692,5008.23961956078
"Rivers","Tai",227500.697006754,"USD",712111.252641824,3.13014976222549
"Ekiti","Ado Ekiti",561326.602009055,"Naira",2122306214.97065,3780.87588825234
"Ekiti","Ado Ekiti",561326.602009055,"USD",1326441.38435666,2.36304743015771
"Ekiti","Aiyekire (Gboyin)",264833.994614868,"Naira",1011631732.19905,3819.8711372768
"Ekiti","Aiyekire (Gboyin)",264833.994614868,"USD",632269.832624409,2.387419460798
"Ekiti","Efon Alayee",156015.1182676,"Naira",614234615.55376,3937.01983739943
"Ekiti","Efon Alayee",156015.1182676,"USD",383896.6347211,2.46063739837465
"Ekiti","Ekiti East",247549.880843931,"Naira",947931882.215649,3829.25606340032
"Ekiti","Ekiti East",247549.880843931,"USD",592457.426384781,2.3932850396252
"Ekiti","Ekiti South West",295411.791086324,"Naira",1127369116.60673,3816.26309654407
"Ekiti","Ekiti South West",295411.791086324,"USD",704605.697879203,2.38516443534005
"Ekiti","Ekiti West",321381.802801576,"Naira",1224678539.75207,3810.6654735153
"Ekiti","Ekiti West",321381.802801576,"USD",765424.087345042,2.38166592094706
"Ekiti","Emure",168678.921265522,"Naira",653661320.934816,3875.18082301386
"Ekiti","Emure",168678.921265522,"USD",408538.32558426,2.42198801438366
"Ekiti","Idosi Osi",286310.745156208,"Naira",1092224798.48279,3814.82293962415
"Ekiti","Idosi Osi",286310.745156208,"USD",682640.499051741,2.38426433726509
"Ekiti","Ijero",397026.418335156,"Naira",1510216898.79737,3803.81966804661
"Ekiti","Ijero",397026.418335156,"USD",943885.561748354,2.37738729252913
"Ekiti","Ikere",265834.286528934,"Naira",1018524821.34393,3831.42759590218
"Ekiti","Ikere",265834.286528934,"USD",636578.013339954,2.39464224743886
"Ekiti","Ikole",304944.089881001,"Naira",1169301536.83279,3834.47843599491
"Ekiti","Ikole",304944.089881001,"USD",730813.460520494,2.39654902249682
"Ekiti","Ilejemeje",77766.8806678935,"Naira",316073016.095891,4064.36536198093
"Ekiti","Ilejemeje",77766.8806678935,"USD",197545.635059932,2.54022835123808
"Ekiti","Irepodun/Ifelodun",235005.969721219,"Naira",904556777.355086,3849.07999753426
"Ekiti","Irepodun/Ifelodun",235005.969721219,"USD",565347.985846929,2.40567499845891
"Ekiti","Ise/Orun",203907.448836539,"Naira",786894346.464898,3859.07602176763
"Ekiti","Ise/Orun",203907.448836539,"USD",491808.966540561,2.41192251360477
"Ekiti","Moba",260197.578963093,"Naira",995688017.316711,3826.66134436993
"Ekiti","Moba",260197.578963093,"USD",622305.010822944,2.39166334023121
"Ekiti","Oye",246576.430394465,"Naira",950526325.510992,3854.89531173101
"Ekiti","Oye",246576.430394465,"USD",594078.95344437,2.40930956983188
"Lagos","Agege",846276.42321781,"Naira",3219874795.1495,3804.75540474886
"Lagos","Agege",846276.42321781,"USD",2012421.74696844,2.37797212796804
"Lagos","Ajeromi Ifelodun",1259703.61456562,"Naira",4387327057.82014,3482.82485426781
"Lagos","Ajeromi Ifelodun",1259703.61456562,"USD",2742079.41113759,2.17676553391738
"Lagos","Alimosho",2418492.16135805,"Naira",9160015166.39353,3787.49011998035
"Lagos","Alimosho",2418492.16135805,"USD",5725009.47899596,2.36718132498772
"Lagos","Amuwo Odofin",602941.000357513,"Naira",2303747738.56307,3820.85102389299
"Lagos","Amuwo Odofin",602941.000357513,"USD",1439842.33660192,2.38803188993312
"Lagos","Apapa",408685.772188526,"Naira",1441476401.49598,3527.10199275308
"Lagos","Apapa",408685.772188526,"USD",900922.750934989,2.20443874547068
"Lagos","Badagry",435710.211888417,"Naira",1680953226.70934,3857.96150938005
"Lagos","Badagry",435710.211888417,"USD",1050595.76669334,2.41122594336253
"Lagos","Epe",333079.65577619,"Naira",1304711832.98013,3917.11655261474
"Lagos","Epe",333079.65577619,"USD",815444.895612583,2.44819784538421
"Lagos","Eti Osa",520128.366691873,"Naira",1994429429.71188,3834.49463138662
"Lagos","Eti Osa",520128.366691873,"USD",1246518.39356992,2.39655914461664
"Lagos","Ibeju/Lekki",215889.442222395,"Naira",850454424.60245,3939.30530297247
"Lagos","Ibeju/Lekki",215889.442222395,"USD",531534.015376531,2.4620658143578
"Lagos","Ifako Ijaye",783950.679139513,"Naira",2985469967.28985,3808.23698063096
"Lagos","Ifako Ijaye",783950.679139513,"USD",1865918.72955616,2.38014811289435
"Lagos","Ikeja",582118.710806447,"Naira",2230568149.7466,3831.8097466004
"Lagos","Ikeja",582118.710806447,"USD",1394105.09359163,2.39488109162525
"Lagos","Ikorodu",967559.249443687,"Naira",3701549211.68593,3825.65637589036
"Lagos","Ikorodu",967559.249443687,"USD",2313468.25730371,2.39103523493147
"Lagos","Kosofe",1251375.43185987,"Naira",4746487801.24971,3793.01661228493
"Lagos","Kosofe",1251375.43185987,"USD",2966554.87578107,2.37063538267808
"Lagos","Lagos Island",389833.728325991,"Naira",1515618801.12522,3887.85959499588
"Lagos","Lagos Island",389833.728325991,"USD",947261.750703264,2.42991224687243
"Lagos","Lagos Mainland",598771.410644576,"Naira",2287033301.46089,3819.54325273964
"Lagos","Lagos Mainland",598771.410644576,"USD",1429395.81341306,2.38721453296228
"Lagos","Mushin",1158059.097691,"Naira",4041888016.27927,3490.22603797872
"Lagos","Mushin",1158059.097691,"USD",2526180.01017454,2.1813912737367
"Lagos","Ojo",1116484.16448298,"Naira",4244778107.93819,3801.91519322072
"Lagos","Ojo",1116484.16448298,"USD",2652986.31746137,2.37619699576295
"Lagos","Oshodi Isolo",1152934.62611413,"Naira",4018077806.60033,3485.08728560172
"Lagos","Oshodi Isolo",1152934.62611413,"USD",2511298.6291252,2.17817955350107
"Lagos","Shomolu",739655.890487973,"Naira",2819720261.17913,3812.20550994177
"Lagos","Shomolu",739655.890487973,"USD",1762325.16323696,2.3826284437136
"Lagos","Surulere",921644.277360835,"Naira",3221879419.80107,3495.79496009789
"Lagos","Surulere",921644.277360835,"USD",2013674.63737567,2.18487185006118
"Ogun","Abeokuta North",369067.63094008,"Naira",1553910072.08896,4210.36672365679
"Ogun","Abeokuta North",369067.63094008,"USD",971193.795055599,2.63147920228549
"Ogun","Abeokuta South",464683.277007476,"Naira",1931724968.23839,4157.07873259083
"Ogun","Abeokuta South",464683.277007476,"USD",1207328.105149,2.59817420786927
"Ogun","Ado Odo/Ota",978847.12174025,"Naira",4029376112.97595,4116.45089767674
"Ogun","Ado Odo/Ota",978847.12174025,"USD",2518360.07060997,2.57278181104796
"Ogun","Ewekoro",102282.489782748,"Naira",450634159.843862,4405.78011740843
"Ogun","Ewekoro",102282.489782748,"USD",281646.349902414,2.75361257338027
"Ogun","Ifo",1000991.95934446,"Naira",4109759139.1588,4105.68646510432
"Ogun","Ifo",1000991.95934446,"USD",2568599.46197425,2.5660540406902
"Ogun","Ijebu East",202959.070399865,"Naira",860373150.3524,4239.14609313747
"Ogun","Ijebu East",202959.070399865,"USD",537733.21897025,2.64946630821092
"Ogun","Ijebu North",520797.270685141,"Naira",2150650608.54189,4129.53509858563
"Ogun","Ijebu North",520797.270685141,"USD",1344156.63033868,2.58095943661602
"Ogun","Ijebu North East",127730.116295229,"Naira",558396869.483027,4371.69311106221
"Ogun","Ijebu North East",127730.116295229,"USD",348998.043426892,2.73230819441388
"Ogun","Ijebu Ode",291776.058242362,"Naira",1218291456.96053,4175.43325624259
"Ogun","Ijebu Ode",291776.058242362,"USD",761432.160600332,2.60964578515162
"Ogun","Ikenne",221145.759632831,"Naira",926482024.807886,4189.46321352092
"Ogun","Ikenne",221145.759632831,"USD",579051.265504929,2.61841450845058
"Ogun","Imeko Afon",154003.904170376,"Naira",655021744.909411,4253.28012583859
"Ogun","Imeko Afon",154003.904170376,"USD",409388.590568382,2.65830007864912
"Ogun","Ipokia",279199.840105968,"Naira",1175949040.28702,4211.8542755637
"Ogun","Ipokia",279199.840105968,"USD",734968.150179389,2.63240892222731
"Ogun","Obafemi Owode",436419.275692381,"Naira",1821435768.09143,4173.59147393688
"Ogun","Obafemi Owode",436419.275692381,"USD",1138397.35505714,2.60849467121055
"Ogun","Odeda",203332.235419856,"Naira",858192627.081192,4220.64226712076
"Ogun","Odeda",203332.235419856,"USD",536370.391925745,2.63790141695047
"Ogun","Odogbolu",233287.54685043,"Naira",990229763.691069,4244.67476751318
"Ogun","Odogbolu",233287.54685043,"USD",618893.602306918,2.65292172969574
"Ogun","Ogun Waterside",137796.28912303,"Naira",598745425.937651,4345.14913099777
"Ogun","Ogun Waterside",137796.28912303,"USD",374215.891211032,2.71571820687361
"Ogun","Remo North",110932.120768496,"Naira",481736756.407141,4342.62640135111
"Ogun","Remo North",110932.120768496,"USD",301085.472754463,2.71414150084444
"Ogun","Shagamu",475061.348956464,"Naira",1977836213.88011,4163.32799589924
"Ogun","Shagamu",475061.348956464,"USD",1236147.63367507,2.60207999743703
"Ogun","Yewa North",341314.178781688,"Naira",1431307681.71648,4193.51955088856
"Ogun","Yewa North",341314.178781688,"USD",894567.301072802,2.62094971930535
"Ogun","Yewa South",312522.919428397,"Naira",1306281795.66001,4179.79519085894
"Ogun","Yewa South",312522.919428397,"USD",816426.122287505,2.61237199428683
"Ondo","Akoko North East",314618.707585858,"Naira",1249811320.3217,3972.46346192124
"Ondo","Akoko North East",314618.707585858,"USD",781132.075201065,2.48278966370077
"Ondo","Akoko North West",372195.975923508,"Naira",1467686716.71769,3943.31699335545
"Ondo","Akoko North West",372195.975923508,"USD",917304.197948554,2.46457312084716
"Ondo","Akoko South East",144831.204685306,"Naira",591350835.440728,4083.03470737287
"Ondo","Akoko South East",144831.204685306,"USD",369594.272150455,2.55189669210804
"Ondo","Akoko South West",401210.351632574,"Naira",1592265149.20991,3968.65420528356
"Ondo","Akoko South West",401210.351632574,"USD",995165.718256194,2.48040887830223
"Ondo","Akure North",229720.564276823,"Naira",928558873.064797,4042.12342063484
"Ondo","Akure North",229720.564276823,"USD",580349.295665498,2.52632713789678
"Ondo","Akure South",632898.468633674,"Naira",2477643548.10983,3914.75674361902
"Ondo","Akure South",632898.468633674,"USD",1548527.21756864,2.44672296476189
"Ondo","Ese Odo",278015.199940296,"Naira",1110926752.29714,3995.92091560358
"Ondo","Ese Odo",278015.199940296,"USD",694329.220185712,2.49745057225224
"Ondo","Idanre",228016.523078119,"Naira",924108521.054049,4052.81384251898
"Ondo","Idanre",228016.523078119,"USD",577567.825658781,2.53300865157436
"Ondo","Ifedore",309840.365255472,"Naira",1229341513.19745,3967.66093463589
"Ondo","Ifedore",309840.365255472,"USD",768338.445748407,2.47978808414743
"Ondo","Ilaje",509171.023659739,"Naira",2009930951.56731,3947.45745176276
"Ondo","Ilaje",509171.023659739,"USD",1256206.84472957,2.46716090735172
"Ondo","Ile Oluji Okeigbo",301942.046462304,"Naira",1204457820.14911,3989.0364202704
"Ondo","Ile Oluji Okeigbo",301942.046462304,"USD",752786.137593192,2.493147762669
"Ondo","Irele",253209.981666379,"Naira",1007021769.16132,3977.02240067353
"Ondo","Irele",253209.981666379,"USD",629388.605725827,2.48563900042096
"Ondo","Odigbo",408068.678271482,"Naira",1622853092.85001,3976.91167997546
"Ondo","Odigbo",408068.678271482,"USD",1014283.18303125,2.48556979998467
"Ondo","Okitipupa",411320.41049705,"Naira",1629758797.36689,3962.26094250331
"Ondo","Okitipupa",411320.41049705,"USD",1018599.24835431,2.47641308906457
"Ondo","Ondo East",133674.126692555,"Naira",549238520.989272,4108.7870523553
"Ondo","Ondo East",133674.126692555,"USD",343274.075618295,2.56799190772206
"Ondo","Ondo West",507466.982461035,"Naira",2002377202.79665,3945.827555294
"Ondo","Ondo West",507466.982461035,"USD",1251485.7517479,2.46614222205875
"Ondo","Ose",253215.251896891,"Naira",1011933331.78111,3996.33641417924
"Ondo","Ose",253215.251896891,"USD",632458.332363196,2.49771025886202
"Ondo","Owo",390457.324645702,"Naira",1546118875.00889,3959.76404441082
"Ondo","Owo",390457.324645702,"USD",966324.296880557,2.47485252775676
"Osun","Aiyedade",272618.530821718,"Naira",1127589768.76585,4136.14498386116
"Osun","Aiyedade",272618.530821718,"USD",704743.605478655,2.58509061491322
"Osun","Aiyedire",139087.962535515,"Naira",590062985.629982,4242.37277528107
"Osun","Aiyedire",139087.962535515,"USD",368789.366018739,2.65148298455067
"Osun","Atakumosa East",138716.132943236,"Naira",603071021.777441,4347.51898702528
"Osun","Atakumosa East",138716.132943236,"USD",376919.388610901,2.7171993668908
"Osun","Atakumosa West",124581.140354381,"Naira",535425235.944232,4297.80329848621
"Osun","Atakumosa West",124581.140354381,"USD",334640.772465145,2.68612706155388
"Osun","Boluwaduro",129327.435738182,"Naira",548653329.500754,4242.3583702029
"Osun","Boluwaduro",129327.435738182,"USD",342908.330937972,2.65147398137681
"Osun","Boripe",252884.222019715,"Naira",1044919629.29785,4132.00800331617
"Osun","Boripe",252884.222019715,"USD",653074.768311154,2.58250500207261
"Osun","Ede North",152774.572380739,"Naira",642324824.057564,4204.39615079914
