"state","lga","pop_2025_projected","currency","full_cost","cost_per_person"
"Kebbi","Gwandu",273346.509516739,"Naira",1964221669.80247,7185.83044383884
"Kebbi","Gwandu",273346.509516739,"USD",1227638.54362654,4.49114402739928
"Kebbi","Jega",357805.52752902,"Naira",2551860400.44599,7131.97590341592
"Kebbi","Jega",357805.52752902,"USD",1594912.75027875,4.45748493963495
"Kebbi","Kalgo",153661.856935454,"Naira",1115116417.82842,7256.95003345448
"Kebbi","Kalgo",153661.856935454,"USD",696947.761142763,4.53559377090905
"Kebbi","Koko/Besse",280115.172464124,"Naira",2002520994.31596,7148.92012703253
"Kebbi","Koko/Besse",280115.172464124,"USD",1251575.62144748,4.46807507939533
"Kebbi","Maiyama",314385.486520907,"Naira",2247304357.92386,7148.24460503336
"Kebbi","Maiyama",314385.486520907,"USD",1404565.22370241,4.46765287814585
"Kebbi","Ngaski",228158.763697186,"Naira",1643789291.47917,7204.58537223151
"Kebbi","Ngaski",228158.763697186,"USD",1027368.30717448,4.50286585764469
"Kebbi","Sakaba",165965.227168606,"Naira",1210266927.65018,7292.29217648498
"Kebbi","Sakaba",165965.227168606,"USD",756416.829781362,4.55768261030312
"Kebbi","Shanga",230040.455615198,"Naira",1654467825.78132,7192.07333056601
"Kebbi","Shanga",230040.455615198,"USD",1034042.39111333,4.49504583160376
"Kebbi","Suru",268636.851764255,"Naira",1928440605.4528,7178.61526736891
"Kebbi","Suru",268636.851764255,"USD",1205275.378408,4.48663454210557
"Kebbi","Wasagu/Danko",479959.900752695,"Naira",3423256979.94161,7132.38121470795
"Kebbi","Wasagu/Danko",479959.900752695,"USD",2139535.61246351,4.45773825919247
"Kebbi","Yauri",181952.371195095,"Naira",1310227646.93269,7200.93746691447
"Kebbi","Yauri",181952.371195095,"USD",818892.279332931,4.50058591682154
"Kebbi","Zuru",299143.781985015,"Naira",2139375200.45639,7151.66194082401
"Kebbi","Zuru",299143.781985015,"USD",1337109.50028524,4.469788713015
"Sokoto","Binji",183859.608191791,"Naira",1515970898.90813,8245.26340405755
"Sokoto","Binji",183859.608191791,"USD",947481.811817584,5.15328962753597
"Sokoto","Bodinga",307335.456844904,"Naira",2510017361.33455,8167.0282599421
"Sokoto","Bodinga",307335.456844904,"USD",1568760.85083409,5.10439266246381
"Sokoto","Dange Shuni",341085.545653227,"Naira",2779624390.73668,8149.3467728552
"Sokoto","Dange Shuni",341085.545653227,"USD",1737265.24421043,5.0933417330345
"Sokoto","Gada",439135.539825591,"Naira",3573231519.29223,8136.96728056078
"Sokoto","Gada",439135.539825591,"USD",2233269.69955764,5.08560455035049
"Sokoto","Goronyo",321116.904738214,"Naira",2624717633.97313,8173.71367014421
"Sokoto","Goronyo",321116.904738214,"USD",1640448.52123321,5.10857104384013
"Sokoto","Gudu",168212.657244345,"Naira",1386285506.1954,8241.26750570075
"Sokoto","Gudu",168212.657244345,"USD",866428.441372124,5.15079219106297
"Sokoto","Gwadabawa",408310.658547335,"Naira",3326122615.32963,8146.05875624979
"Sokoto","Gwadabawa",408310.658547335,"USD",2078826.63458102,5.09128672265612
"Sokoto","Illela",264719.820440936,"Naira",2172693278.50626,8207.52021849844
"Sokoto","Illela",264719.820440936,"USD",1357933.29906641,5.12970013656153
"Sokoto","Isa",264957.857220055,"Naira",2168412212.87678,8183.98909029464
"Sokoto","Isa",264957.857220055,"USD",1355257.63304798,5.11499318143415
"Sokoto","Kebbe",217149.492560483,"Naira",1777883876.99519,8187.37292927356
"Sokoto","Kebbe",217149.492560483,"USD",1111177.42312199,5.11710808079598
"Sokoto","Kware",236421.655492146,"Naira",1940884175.70271,8209.41792181633
"Sokoto","Kware",236421.655492146,"USD",1213052.60981419,5.13088620113521
"Sokoto","Rabah",262990.086512668,"Naira",2151303737.9082,8180.17046359111
"Sokoto","Rabah",262990.086512668,"USD",1344564.83619262,5.11260653974445
"Sokoto","Sabon Birni",365818.448621428,"Naira",2993787330.57053,8183.80631663738
"Sokoto","Sabon Birni",365818.448621428,"USD",1871117.08160658,5.11487894789836
"Sokoto","Shagari",276663.977046525,"Naira",2260945545.52359,8172.17177913763
"Sokoto","Shagari",276663.977046525,"USD",1413090.96595225,5.10760736196102
"Sokoto","Silame",184436.18616788,"Naira",1523100745.77416,8258.14487612414
"Sokoto","Silame",184436.18616788,"USD",951937.966108848,5.16134054757759
"Sokoto","Sokoto North",410855.007230811,"Naira",3333569364.78428,8113.73673465184
"Sokoto","Sokoto North",410855.007230811,"USD",2083480.85299017,5.0710854591574
"Sokoto","Sokoto South",348566.953459178,"Naira",2833724654.95846,8129.64231645193
"Sokoto","Sokoto South",348566.953459178,"USD",1771077.90934904,5.08102644778246
"Sokoto","Tambuwal",398344.852061538,"Naira",3247568785.05824,8152.65659453418
"Sokoto","Tambuwal",398344.852061538,"USD",2029730.4906614,5.09541037158386
"Sokoto","Tangaza",202366.526959471,"Naira",1667130694.7667,8238.17416751232
"Sokoto","Tangaza",202366.526959471,"USD",1041956.68422919,5.1488588546952
"Sokoto","Tureta",120629.986716086,"Naira",1002067126.89745,8306.94882903294
"Sokoto","Tureta",120629.986716086,"USD",626291.954310906,5.19184301814559
"Sokoto","Wamako",316052.892666875,"Naira",2592034377.87769,8201.26769290397
"Sokoto","Wamako",316052.892666875,"USD",1620021.48617355,5.12579230806498
"Sokoto","Wurno",286354.718809784,"Naira",2337486989.20373,8162.9071765234
"Sokoto","Wurno",286354.718809784,"USD",1460929.36825233,5.10181698532713
"Sokoto","Yabo",203304.568192741,"Naira",1667170725.69246,8200.36037809006
"Sokoto","Yabo",203304.568192741,"USD",1041981.70355779,5.12522523630629
"Zamfara","Anka",261324.768545034,"Naira",1075850884.86556,4116.91127042999
"Zamfara","Anka",261324.768545034,"USD",672406.803040975,2.57306954401874
"Zamfara","Bakura",340473.405252729,"Naira",1386841504.03385,4073.27410199458
"Zamfara","Bakura",340473.405252729,"USD",866775.940021154,2.54579631374661
"Zamfara","Birnin Magaji",334909.858658114,"Naira",1370520649.97388,4092.20754344217
"Zamfara","Birnin Magaji",334909.858658114,"USD",856575.406233678,2.55762971465135
"Zamfara","Bukkuyum",393610.915190244,"Naira",1604986916.48686,4077.5975831644
"Zamfara","Bukkuyum",393610.915190244,"USD",1003116.82280429,2.54849848947775
"Zamfara","Bungudu",470561.787252322,"Naira",1927648103.17365,4096.4824501145
"Zamfara","Bungudu",470561.787252322,"USD",1204780.06448353,2.56030153132156
"Zamfara","Gummi",376096.113664293,"Naira",1535230041.62641,4082.01517071983
"Zamfara","Gummi",376096.113664293,"USD",959518.776016509,2.55125948169989
"Zamfara","Gusau",698103.20173738,"Naira",2831383413.59466,4055.82356096942
"Zamfara","Gusau",698103.20173738,"USD",1769614.63349666,2.53488972560589
"Zamfara","Kaura Namoda",519172.775303832,"Naira",2120141408.4098,4083.69142077808
"Zamfara","Kaura Namoda",519172.775303832,"USD",1325088.38025613,2.5523071379863
"Zamfara","Maradun",377627.999286485,"Naira",1544372851.65077,4089.66722427577
"Zamfara","Maradun",377627.999286485,"USD",965233.032281733,2.55604201517236
"Zamfara","Maru",533323.614222379,"Naira",2168909511.55643,4066.77944444452
"Zamfara","Maru",533323.614222379,"USD",1355568.44472277,2.54173715277783
"Zamfara","Shinkafi",247364.960493863,"Naira",1018855033.50582,4118.83328775295
"Zamfara","Shinkafi",247364.960493863,"USD",636784.395941135,2.57427080484559
"Zamfara","Talata Mafara",392341.014757595,"Naira",1606388690.97024,4094.36849716753
"Zamfara","Talata Mafara",392341.014757595,"USD",1003992.9318564,2.5589803107297
"Zamfara","Tsafe",485635.032359054,"Naira",1983613899.69124,4084.57744503213
"Zamfara","Tsafe",485635.032359054,"USD",1239758.68730703,2.55286090314508
"Zamfara","Zurmi",534844.583795007,"Naira",2179507538.39296,4075.02965240519
"Zamfara","Zurmi",534844.583795007,"USD",1362192.2114956,2.54689353275324
"Abia","Aba North",179560.544088719,"Naira",797722585.846438,4442.63849775534
"Abia","Aba North",179560.544088719,"USD",498576.616154024,2.77664906109709
"Abia","Aba South",718317.802730565,"Naira",3085301214.15669,4295.17575984952
"Abia","Aba South",718317.802730565,"USD",1928313.25884793,2.68448484990595
"Abia","Arochukwu",284588.774057875,"Naira",1248622895.67789,4387.46362997428
"Abia","Arochukwu",284588.774057875,"USD",780389.309798684,2.74216476873392
"Abia","Bende",323716.180252641,"Naira",1422958127.17153,4395.69664408186
"Abia","Bende",323716.180252641,"USD",889348.829482208,2.74731040255116
"Abia","Ikwuano",231747.785071713,"Naira",1021994543.03233,4409.94308841432
"Abia","Ikwuano",231747.785071713,"USD",638746.589395205,2.75621443025895
"Abia","Isiala Ngwa North",258949.752113569,"Naira",1146509221.50084,4427.5355050273
"Abia","Isiala Ngwa North",258949.752113569,"USD",716568.263438028,2.76720969064206
"Abia","Isiala Ngwa South",229652.094172097,"Naira",1017130453.06926,4429.00578257753
"Abia","Isiala Ngwa South",229652.094172097,"USD",635706.533168286,2.76812861411096
"Abia","Isuikwato",194601.789919969,"Naira",866924831.002078,4454.86565852557
"Abia","Isuikwato",194601.789919969,"USD",541828.019376299,2.78429103657848
"Abia","Obi Nwa",305688.532874785,"Naira",1344836614.48329,4399.36886685298
"Abia","Obi Nwa",305688.532874785,"USD",840522.884052059,2.74960554178311
"Abia","Ohafia",413402.339473923,"Naira",1798295750.8193,4349.98929398352
"Abia","Ohafia",413402.339473923,"USD",1123934.84426207,2.7187433087397
"Abia","Osisioma Ngwa",370841.495822929,"Naira",1617634376.14655,4362.06410115157
"Abia","Osisioma Ngwa",370841.495822929,"USD",1011021.48509159,2.72629006321973
"Abia","Ugwunagbo",143473.318196605,"Naira",644237161.870996,4490.29248064216
"Abia","Ugwunagbo",143473.318196605,"USD",402648.226169373,2.80643280040135
"Abia","Ukwa East",97707.5968025725,"Naira",452719739.49866,4633.41392392879
"Abia","Ukwa East",97707.5968025725,"USD",282949.837186662,2.8958837024555
"Abia","Ukwa West",146827.768104893,"Naira",662918153.173552,4514.93720656413
"Abia","Ukwa West",146827.768104893,"USD",414323.84573347,2.82183575410258
"Abia","Umuahia North",374995.904727381,"Naira",1637094190.86756,4365.63218485735
"Abia","Umuahia North",374995.904727381,"USD",1023183.86929222,2.72852011553584
"Abia","Umuahia South",233698.94556446,"Naira",1031244179.61863,4412.70360517819
"Abia","Umuahia South",233698.94556446,"USD",644527.612261647,2.75793975323637
"Abia","Umu Nneochi",274135.528351688,"Naira",1208616802.51342,4408.82949313629
"Abia","Umu Nneochi",274135.528351688,"USD",755385.501570888,2.75551843321018
"Anambra","Aguata",625227.448244337,"Naira",5197135179.09984,8312.39126448078
"Anambra","Aguata",625227.448244337,"USD",3248209.4869374,5.19524454030049
"Anambra","Anambra East",257121.433575859,"Naira",2158161015.67459,8393.54769324537
"Anambra","Anambra East",257121.433575859,"USD",1348850.63479662,5.24596730827835
"Anambra","Anambra West",282730.660086769,"Naira",2356597656.00138,8335.13300353823
"Anambra","Anambra West",282730.660086769,"USD",1472873.53500086,5.20945812721139
"Anambra","Anaocha",480303.966794147,"Naira",3999696538.70825,8327.42766087226
"Anambra","Anaocha",480303.966794147,"USD",2499810.33669266,5.20464228804516
"Anambra","Awka North",189596.828607107,"Naira",1600158323.4723,8439.79477519762
"Anambra","Awka North",189596.828607107,"USD",1000098.95217019,5.27487173449851
"Anambra","Awka South",320502.325768792,"Naira",2687402976.09925,8384.97183960506
"Anambra","Awka South",320502.325768792,"USD",1679626.86006203,5.24060739975316
"Anambra","Ayamelum",267266.09417669,"Naira",2231730779.21958,8350.22035284499
"Anambra","Ayamelum",267266.09417669,"USD",1394831.73701224,5.21888772052812
"Anambra","Dunukofia",163107.147627925,"Naira",1382009476.07128,8473.01602762301
"Anambra","Dunukofia",163107.147627925,"USD",863755.922544551,5.29563501726438
"Anambra","Ekwusigo",267734.205285541,"Naira",2244268451.72601,8382.44948691738
"Anambra","Ekwusigo",267734.205285541,"USD",1402667.78232876,5.23903092932336
"Anambra","Idemili North",728369.055848957,"Naira",6031016260.84971,8280.16540848266
"Anambra","Idemili North",728369.055848957,"USD",3769385.16303107,5.17510338030166
"Anambra","Idemili South",349504.935335919,"Naira",2913129508.71341,8335.01680287726
"Anambra","Idemili South",349504.935335919,"USD",1820705.94294588,5.20938550179829
"Anambra","Ihiala",510827.514982089,"Naira",4252685299.50478,8325.09051446433
"Anambra","Ihiala",510827.514982089,"USD",2657928.31219048,5.20318157154021
"Anambra","Njikoka",250775.739663461,"Naira",2111110839.28428,8418.32165311274
"Anambra","Njikoka",250775.739663461,"USD",1319444.27455267,5.26145103319546
"Anambra","Nnewi North",262688.068928039,"Naira",2199415210.7576,8372.72594729116
"Anambra","Nnewi North",262688.068928039,"USD",1374634.5067235,5.23295371705698
"Anambra","Nnewi South",394365.864922737,"Naira",3295792591.4715,8357.19539802767
"Anambra","Nnewi South",394365.864922737,"USD",2059870.36966969,5.22324712376729
"Anambra","Ogbaru",377390.499982649,"Naira",3149532035.67819,8345.55198348393
"Anambra","Ogbaru",377390.499982649,"USD",1968457.52229887,5.21596998967746
"Anambra","Onitsha North",212792.832506326,"Naira",1788444213.13754,8404.62619004979
"Anambra","Onitsha North",212792.832506326,"USD",1117777.63321097,5.25289136878112
"Anambra","Onitsha South",231843.433697925,"Naira",1949362739.0499,8408.09984547493
"Anambra","Onitsha South",231843.433697925,"USD",1218351.71190619,5.25506240342183
"Anambra","Orumba North",291974.587037718,"Naira",2455612076.63149,8410.36235908527
"Anambra","Orumba North",291974.587037718,"USD",1534757.54789468,5.25647647442829
"Anambra","Orumba South",311873.533993372,"Naira",2616111299.09063,8388.37225330646
"Anambra","Orumba South",311873.533993372,"USD",1635069.56193164,5.24273265831654
"Anambra","Oyi",284248.218843982,"Naira",2378546543.47333,8367.85030051101
"Anambra","Oyi",284248.218843982,"USD",1486591.58967083,5.22990643781938
"Ebonyi","Abakaliki",253890.744995298,"Naira",1100618762.58138,4335.00938603242
"Ebonyi","Abakaliki",253890.744995298,"USD",687886.726613362,2.70938086627026
"Ebonyi","Afikpo North",265706.401613866,"Naira",1150810352.85693,4331.13521491035
"Ebonyi","Afikpo North",265706.401613866,"USD",719256.47053558,2.70695950931897
"Ebonyi","Afikpo South",267221.098909356,"Naira",1150410175.07459,4305.08735938109
"Ebonyi","Afikpo South",267221.098909356,"USD",719006.35942162,2.69067959961318
"Ebonyi","Ebonyi",215799.415583411,"Naira",942674989.082983,4368.29259492883
"Ebonyi","Ebonyi",215799.415583411,"USD",589171.868176864,2.73018287183052
"Ebonyi","Ezza North",247896.411017402,"Naira",1073125860.53373,4328.92858807222
"Ebonyi","Ezza North",247896.411017402,"USD",670703.662833583,2.70558036754514
"Ebonyi","Ezza South",226653.332709771,"Naira",982375452.81656,4334.26431930956
"Ebonyi","Ezza South",226653.332709771,"USD",613984.65801035,2.70891519956848
"Ebonyi","Ikwo",364628.177955373,"Naira",1577837646.13422,4327.2509957454
"Ebonyi","Ikwo",364628.177955373,"USD",986148.528833887,2.70453187234088
"Ebonyi","Ishielu",258806.302399922,"Naira",1128929212.59154,4362.06229184887
"Ebonyi","Ishielu",258806.302399922,"USD",705580.75786971,2.72628893240554
"Ebonyi","Ivo",205854.656072261,"Naira",894970267.69903,4347.58331327162
"Ebonyi","Ivo",205854.656072261,"USD",559356.417311894,2.71723957079476
"Ebonyi","Izzi",401452.45375054,"Naira",1726639265.29257,4300.98072427152
"Ebonyi","Izzi",401452.45375054,"USD",1079149.54080786,2.6881129526697
"Ebonyi","Ohaozara",251573.750028177,"Naira",1088402967.11396,4326.37732272171
"Ebonyi","Ohaozara",251573.750028177,"USD",680251.854446228,2.70398582670107
"Ebonyi","Ohaukwu",331698.3534373,"Naira",1436051215.12781,4329.38903749868
"Ebonyi","Ohaukwu",331698.3534373,"USD",897532.009454881,2.70586814843668
"Ebonyi","Onicha",401333.720479897,"Naira",1715258693.54113,4273.89627637096
"Ebonyi","Onicha",401333.720479897,"USD",1072036.68346321,2.67118517273185
"Enugu","Aninri",238864.348056216,"Naira",1017684332.45946,4260.51162821481
"Enugu","Aninri",238864.348056216,"USD",636052.707787161,2.66281976763426
"Enugu","Awgu",345952.716223687,"Naira",1466798742.72101,4239.88213976792
"Enugu","Awgu",345952.716223687,"USD",916749.214200632,2.64992633735495
"Enugu","Enugu East",485929.843922673,"Naira",2041488487.33884,4201.20005566834
"Enugu","Enugu East",485929.843922673,"USD",1275930.30458677,2.62575003479271
"Enugu","Enugu North",424593.955692089,"Naira",1789356474.32078,4214.27684104482
"Enugu","Enugu North",424593.955692089,"USD",1118347.79645049,2.63392302565301
"Enugu","Enugu South",347250.310702964,"Naira",1466545738.83717,4223.31008392285
"Enugu","Enugu South",347250.310702964,"USD",916591.086773232,2.63956880245178
"Enugu","Ezeagu",299153.393173113,"Naira",1290457343.29009,4313.69783107668
"Enugu","Ezeagu",299153.393173113,"USD",806535.839556305,2.69606114442293
"Enugu","Igbo Etiti",365313.176555712,"Naira",1568863927.4159,4294.57251503395
"Enugu","Igbo Etiti",365313.176555712,"USD",980539.95463494,2.68410782189622
"Enugu","Igbo Eze North",453858.218211893,"Naira",1929352882.05135,4251.00351746985
"Enugu","Igbo Eze North",453858.218211893,"USD",1205845.5512821,2.65687719841865
"Enugu","Igbo Eze South",258403.666005654,"Naira",1111401000.06903,4301.02644149295
"Enugu","Igbo Eze South",258403.666005654,"USD",694625.625043145,2.6881415259331
"Enugu","Isi Uzo",260565.738969098,"Naira",1119327447.42314,4295.75834433048
"Enugu","Isi Uzo",260565.738969098,"USD",699579.654639462,2.68484896520655
"Enugu","Nkanu East",269322.748198165,"Naira",1157514589.17937,4297.87159429875
"Enugu","Nkanu East",269322.748198165,"USD",723446.618237106,2.68616974643672
"Enugu","Nkanu West",258440.489632768,"Naira",1108660169.19435,4289.80834531656
"Enugu","Nkanu West",258440.489632768,"USD",692912.605746467,2.68113021582285
"Enugu","Nsukka",542618.941112602,"Naira",2296227230.82702,4231.74912788478
"Enugu","Nsukka",542618.941112602,"USD",1435142.01926689,2.64484320492799
"Enugu","Oji River",225748.122779199,"Naira",991073226.507142,4390.17261497451
"Enugu","Oji River",225748.122779199,"USD",619420.766566964,2.74385788435907
"Enugu","Udenu",313328.736106188,"Naira",1331624671.37211,4249.92832741908
"Enugu","Udenu",313328.736106188,"USD",832265.419607567,2.65620520463693
"Enugu","Udi",417869.259978538,"Naira",1781005052.9317,4262.11072100201
"Enugu","Udi",417869.259978538,"USD",1113128.15808231,2.66381920062625
"Enugu","Uzo Uwani",222958.294648753,"Naira",967792196.343411,4340.68711311263
"Enugu","Uzo Uwani",222958.294648753,"USD",604870.122714632,2.71292944569539
"Imo","Aboh Mbaise",353717.680476718,"Naira",1193236493.7184,3373.41490001357
"Imo","Aboh Mbaise",353717.680476718,"USD",745772.808573999,2.10838431250848
"Imo","Ahiazu Mbaise",310215.521435858,"Naira",1045461530.63553,3370.1135449204
"Imo","Ahiazu Mbaise",310215.521435858,"USD",653413.456647206,2.10632096557525
"Imo","Ehime Mbano",237123.540670439,"Naira",805046655.242567,3395.05159616963
"Imo","Ehime Mbano",237123.540670439,"USD",503154.159526605,2.12190724760602
"Imo","Ezinihitte",306480.019822539,"Naira",1033072535.45584,3370.76634246506
"Imo","Ezinihitte",306480.019822539,"USD",645670.3346599,2.10672896404066
"Imo","Ideato North",283587.587475676,"Naira",957148532.910791,3375.14254918822
"Imo","Ideato North",283587.587475676,"USD",598217.833069244,2.10946409324264
"Imo","Ideato South",289930.857838011,"Naira",976687331.615047,3368.69051779489
"Imo","Ideato South",289930.857838011,"USD",610429.582259405,2.10543157362181
"Imo","Ihitte/Uboma",216864.301001901,"Naira",734857772.072603,3388.56035169274
"Imo","Ihitte/Uboma",216864.301001901,"USD",459286.107545377,2.11785021980796
"Imo","Ikeduru",271921.635913227,"Naira",926452455.21593,3407.0567871678
"Imo","Ikeduru",271921.635913227,"USD",579032.784509956,2.12941049197987
"Imo","Isiala Mbano",359423.536611403,"Naira",1216157621.31324,3383.63378419513
"Imo","Isiala Mbano",359423.536611403,"USD",760098.513320773,2.11477111512195
"Imo","Isu",298418.818236967,"Naira",1007336455.99515,3375.57953599042
"Imo","Isu",298418.818236967,"USD",629585.284996968,2.10973720999401
"Imo","Mbaitoli",431251.584891226,"Naira",1447383915.56616,3356.24022328227
"Imo","Mbaitoli",431251.584891226,"USD",904614.94722885,2.09765013955142
"Imo","Ngor Okpala",286669.330906791,"Naira",970866979.362872,3386.71380120026
"Imo","Ngor Okpala",286669.330906791,"USD",606791.862101795,2.11669612575016
"Imo","Njaba",260568.035482274,"Naira",877804923.113151,3368.81276127542
"Imo","Njaba",260568.035482274,"USD",548628.076945719,2.10550797579714
"Imo","Nkwerre",145769.914682107,"Naira",497570351.791774,3413.39536952374
"Imo","Nkwerre",145769.914682107,"USD",310981.469869859,2.13337210595233
"Imo","Nwangele",231886.211233001,"Naira",784678758.035845,3383.89572136911
"Imo","Nwangele",231886.211233001,"USD",490424.223772403,2.11493482585569
"Imo","Obowo",213255.919035122,"Naira",728886392.145503,3417.89524737862
"Imo","Obowo",213255.919035122,"USD",455553.995090939,2.13618452961164
"Imo","Oguta",258488.721263874,"Naira",875905443.910067,3388.56349177384
"Imo","Oguta",258488.721263874,"USD",547440.902443792,2.11785218235865
"Imo","Ohaji/Egbema",332129.132504364,"Naira",1120137890.93563,3372.59752702035
"Imo","Ohaji/Egbema",332129.132504364,"USD",700086.18183477,2.10787345438772
"Imo","Okigwe",240984.345935347,"Naira",817851226.828382,3393.79399792135
"Imo","Okigwe",240984.345935347,"USD",511157.016767739,2.12112124870084
"Imo","Orlu",259309.550981531,"Naira",878128102.512506,3386.40863473266
"Imo","Orlu",259309.550981531,"USD",548830.064070316,2.11650539670791
"Imo","Orsu",218326.176937108,"Naira",745702179.477391,3415.54178220324
"Imo","Orsu",218326.176937108,"USD",466063.862173369,2.13471361387703
"Imo","Oru East",202924.723761339,"Naira",687627066.602842,3388.58200152863
"Imo","Oru East",202924.723761339,"USD",429766.916626776,2.11786375095539
"Imo","Oru West",210117.87976054,"Naira",719478249.452988,3424.16480821593
"Imo","Oru West",210117.87976054,"USD",449673.905908117,2.14010300513496
"Imo","Owerri Municipal",227611.359119363,"Naira",764504961.45588,3358.81725944513
"Imo","Owerri Municipal",227611.359119363,"USD",477815.600909925,2.0992607871532
"Imo","Owerri North",320221.653613488,"Naira",1079646750.66085,3371.56072513447
"Imo","Owerri North",320221.653613488,"USD",674779.219163033,2.10722545320905
"Imo","Owerri West",184784.750200114,"Naira",636458877.258205,3444.3257713039
"Imo","Owerri West",184784.750200114,"USD",397786.798286378,2.15270360706493
"Imo","Unuimo",180451.786248058,"Naira",618590689.591341,3428.01089672227
"Imo","Unuimo",180451.786248058,"USD",386619.180994588,2.14250681045142
"Akwa Ibom","Abak",260572.058670407,"Naira",1868547618.50034,7170.94391484175
"Akwa Ibom","Abak",260572.058670407,"USD",1167842.26156271,4.4818399467761
"Akwa Ibom","Eastern Obolo",112365.130679478,"Naira",820641569.790417,7303.34726465367
"Akwa Ibom","Eastern Obolo",112365.130679478,"USD",512900.981119011,4.56459204040854
"Akwa Ibom","Eket",323878.3896737,"Naira",2315293727.22809,7148.65147242672
"Akwa Ibom","Eket",323878.3896737,"USD",1447058.57951756,4.4679071702667
"Akwa Ibom","Esit Eket",118713.189087716,"Naira",866888048.889881,7302.37352354628
"Akwa Ibom","Esit Eket",118713.189087716,"USD",541805.030556176,4.56398345221643
"Akwa Ibom","Essien Udim",362103.519421775,"Naira",2586741407.3462,7143.65165927366
"Akwa Ibom","Essien Udim",362103.519421775,"USD",1616713.37959137,4.46478228704604
"Akwa Ibom","Etim Ekpo",198464.888641515,"Naira",1428558254.01077,7198.04023668471
"Akwa Ibom","Etim Ekpo",198464.888641515,"USD",892848.908756734,4.49877514792794
"Akwa Ibom","Etinan",316511.04443722,"Naira",2265859637.44913,7158.86436594337
"Akwa Ibom","Etinan",316511.04443722,"USD",1416162.27340571,4.4742902287146
"Akwa Ibom","Ibeno",140226.886444091,"Naira",1021036480.1213,7281.31748492035
"Akwa Ibom","Ibeno",140226.886444091,"USD",638147.800075813,4.55082342807522
"Akwa Ibom","Ibesikpo Asutan",256933.354588707,"Naira",1841701911.28551,7168.01411102758
"Akwa Ibom","Ibesikpo Asutan",256933.354588707,"USD",1151063.69455344,4.48000881939224
"Akwa Ibom","Ibiono Ibom",353387.118089093,"Naira",2525299478.72675,7145.9862271779
"Akwa Ibom","Ibiono Ibom",353387.118089093,"USD",1578312.17420422,4.46624139198618
"Akwa Ibom","Ika",136352.097545555,"Naira",990225410.229419,7262.26752689731
"Akwa Ibom","Ika",136352.097545555,"USD",618890.881393387,4.53891720431082
"Akwa Ibom","Ikono",246714.254659978,"Naira",1773861941.18876,7189.94507890719
"Akwa Ibom","Ikono",246714.254659978,"USD",1108663.71324298,4.49371567431699
"Akwa Ibom","Ikot Abasi",248466.153896018,"Naira",1782016598.42409,7172.06979897091
"Akwa Ibom","Ikot Abasi",248466.153896018,"USD",1113760.37401506,4.48254362435682
"Akwa Ibom","Ikot Ekpene",264954.61729404,"Naira",1900939286.09469,7174.58448359507
"Akwa Ibom","Ikot Ekpene",264954.61729404,"USD",1188087.05380918,4.48411530224692
"Akwa Ibom","Ini",185652.603105642,"Naira",1339743434.30058,7216.39994209091
"Akwa Ibom","Ini",185652.603105642,"USD",837339.646437864,4.51024996380682
"Akwa Ibom","Itu",239562.383661086,"Naira",1719253906.07679,7176.64384450713
"Akwa Ibom","Itu",239562.383661086,"USD",1074533.69129799,4.48540240281696
"Akwa Ibom","Mbo",191440.428496153,"Naira",1379542489.85378,7206.11889918282
"Akwa Ibom","Mbo",191440.428496153,"USD",862214.056158616,4.50382431198926
"Akwa Ibom","Mkpat Enin",332191.947866544,"Naira",2380483448.6928,7165.98780909989
"Akwa Ibom","Mkpat Enin",332191.947866544,"USD",1487802.155433,4.47874238068743
"Akwa Ibom","Nsit Atai",137519.405806574,"Naira",997954100.253908,7256.82382352325
"Akwa Ibom","Nsit Atai",137519.405806574,"USD",623721.312658693,4.53551488970203
"Akwa Ibom","Nsit Ibom",202536.414887413,"Naira",1459257121.8169,7204.91237404433
"Akwa Ibom","Nsit Ibom",202536.414887413,"USD",912035.701135562,4.50307023377771
"Akwa Ibom","Nsit Ubium",238114.022046691,"Naira",1708544734.46053,7175.32180496917
"Akwa Ibom","Nsit Ubium",238114.022046691,"USD",1067840.45903783,4.48457612810573
"Akwa Ibom","Obot Akara",275968.16136831,"Naira",1978876306.39751,7170.66887928597
"Akwa Ibom","Obot Akara",275968.16136831,"USD",1236797.69149844,4.48166804955373
"Akwa Ibom","Okobo",192527.168129204,"Naira",1386703251.4753,7202.63672368924
"Akwa Ibom","Okobo",192527.168129204,"USD",866689.532172061,4.50164795230577
"Akwa Ibom","Onna",230825.371749156,"Naira",1662557984.68736,7202.66568656978
"Akwa Ibom","Onna",230825.371749156,"USD",1039098.7404296,4.50166605410612
"Akwa Ibom","Oron",163402.545963425,"Naira",1180404401.61873,7223.90458887305
"Akwa Ibom","Oron",163402.545963425,"USD",737752.751011704,4.51494036804566
"Akwa Ibom","Oruk Anam",321972.847937815,"Naira",2307252519.35596,7165.98475347704
"Akwa Ibom","Oruk Anam",321972.847937815,"USD",1442032.82459748,4.47874047092315
"Akwa Ibom","Udung Uko",99417.9395339851,"Naira",729376796.196173,7336.47065725841
"Akwa Ibom","Udung Uko",99417.9395339851,"USD",455860.497622608,4.58529416078651
"Akwa Ibom","Ukanafun",235097.382720462,"Naira",1689975918.06224,7188.40804821578
"Akwa Ibom","Ukanafun",235097.382720462,"USD",1056234.9487889,4.49275503013487
