state,lga,pop_2025_projected,pop_number_children_u5,prev_u5_dhs_2021,percentage_urban_pop,chemoprevention_split,code_cm_public,code_iptp,code_smc,code_pmc,code_vacc,code_irs,code_lsm,code_itn_campaign,code_itn_routine,code_itn_urban,code_cm_private
Kogi,Mopa Muro," 77,159 "," 14,506 ",27.7,0,PMC,1,1,0,0,0,0,0,1,0,0,1
Kogi,Ofu," 337,624 "," 63,473 ",27.7,0,PMC,1,1,0,0,0,0,0,1,0,0,1
Kogi,Ogori/Mangongo," 70,189 "," 13,196 ",27.7,0,PMC,1,1,0,0,0,0,0,1,0,0,1
Kogi,Okehi," 394,214 "," 74,112 ",27.7,82,SMC,1,1,1,0,0,0,0,1,0,0,1
Kogi,Okene," 574,150 "," 107,940 ",27.7,97,PMC,1,1,0,0,0,0,1,1,0,0,1
Kogi,Olamabolo," 279,455 "," 52,538 ",27.7,29,PMC,1,1,0,0,0,0,0,1,0,0,1
Kogi,Omala," 190,373 "," 35,790 ",27.7,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Kogi,Yagba East," 260,326 "," 48,941 ",27.7,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Kogi,Yagba West," 246,726 "," 46,384 ",27.7,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Kwara,Asa," 216,999 "," 37,758 ",17.6,49,SMC,1,1,1,0,0,0,0,0,1,0,1
Kwara,Baruten," 359,748 "," 62,596 ",17.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Kwara,Edu," 350,981 "," 61,071 ",17.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Kwara,Ekiti," 94,688 "," 16,476 ",17.6,0,PMC,1,1,0,0,0,0,0,0,1,0,1
Kwara,Ifelodun," 356,782 "," 62,080 ",17.6,31,SMC,1,1,1,0,0,0,0,0,1,0,1
Kwara,Ilorin East," 361,111 "," 62,833 ",17.6,82,SMC,1,1,1,0,0,0,0,0,1,1,1
Kwara,Ilorin South," 364,225 "," 63,375 ",17.6,97,SMC,1,1,1,0,0,0,0,0,1,1,1
Kwara,Ilorin West," 635,708 "," 110,613 ",17.6,100,SMC,1,1,1,0,0,0,0,0,1,1,1
Kwara,Irepodun," 256,904 "," 44,701 ",17.6,36,PMC,1,1,0,0,0,0,0,0,1,0,1
Kwara,Isin," 103,533 "," 18,015 ",17.6,0,PMC,1,1,0,0,0,0,0,0,1,0,1
Kwara,Kaiama," 215,862 "," 37,560 ",17.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Kwara,Moro," 189,231 "," 32,926 ",17.6,8,SMC,1,1,1,0,0,0,0,0,1,0,1
Kwara,Offa," 154,871 "," 26,948 ",17.6,97,PMC,1,1,0,0,0,0,0,0,1,0,1
Kwara,Oke Ero," 99,163 "," 17,254 ",17.6,50,SMC,1,1,1,0,0,0,0,0,1,0,1
Kwara,Oyun," 164,408 "," 28,607 ",17.6,69,PMC,1,1,0,0,0,0,0,0,1,0,1
Kwara,Pategi," 192,950 "," 33,573 ",17.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Nasarawa,Akwanga," 198,039 "," 37,825 ",29.9,40,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Awe," 200,129 "," 38,225 ",29.9,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Doma," 245,979 "," 46,982 ",29.9,37,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Karu," 382,673 "," 73,091 ",29.9,76,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Keana," 144,767 "," 27,651 ",29.9,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Keffi," 163,790 "," 31,284 ",29.9,92,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Kokona," 192,121 "," 36,695 ",29.9,7,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Lafia," 583,879 "," 111,521 ",29.9,60,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Nasarawa," 262,640 "," 50,164 ",29.9,26,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Nasarawa Eggon," 331,333 "," 63,285 ",29.9,43,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Obi," 263,652 "," 50,358 ",29.9,36,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Toto," 210,691 "," 40,242 ",29.9,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Nasarawa,Wamba," 128,638 "," 24,570 ",29.9,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Agaie," 250,255 "," 49,801 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Agwara," 108,642 "," 21,620 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Bida," 351,523 "," 69,953 ",42.6,99,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Borgu," 327,430 "," 65,158 ",42.6,12,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Bosso," 280,638 "," 55,847 ",42.6,51,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Chanchaga," 382,968 "," 76,211 ",42.6,100,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Edati," 302,769 "," 60,251 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Gbako," 240,303 "," 47,820 ",42.6,2,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Gurara," 172,167 "," 34,261 ",42.6,20,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Katcha," 229,027 "," 45,576 ",42.6,0,SMC,1,1,1,0,0,1,0,1,0,0,1
Niger,Kontagora," 287,898 "," 57,292 ",42.6,54,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Lapai," 221,692 "," 44,117 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Lavun," 397,415 "," 79,086 ",42.6,0,SMC,1,1,1,0,0,1,0,1,0,0,1
Niger,Magama," 343,788 "," 68,414 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Mariga," 378,135 "," 75,249 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Mashegu," 407,683 "," 81,129 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Mokwa," 460,086 "," 91,557 ",42.6,19,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Muya," 196,003 "," 39,005 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Paikoro," 299,662 "," 59,633 ",42.6,2,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Rafi," 352,594 "," 70,166 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Rijau," 333,802 "," 66,427 ",42.6,16,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Shiroro," 446,459 "," 88,845 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Suleja," 407,452 "," 81,083 ",42.6,99,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Tafa," 158,896 "," 31,620 ",42.6,88,SMC,1,1,1,0,0,0,0,1,0,0,1
Niger,Wushishi," 154,884 "," 30,822 ",42.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Plateau,Barikin Ladi," 311,818 "," 53,321 ",26.4,4,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Bassa," 329,210 "," 56,295 ",26.4,28,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Bokkos," 311,376 "," 53,245 ",26.4,28,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Jos East," 153,132 "," 26,185 ",26.4,10,SMC,1,1,1,0,0,0,0,0,1,1,1
Plateau,Jos North," 758,222 "," 129,656 ",26.4,99,SMC,1,1,1,0,0,0,0,0,1,1,1
Plateau,Jos South," 540,016 "," 92,343 ",26.4,96,SMC,1,1,1,0,0,0,0,0,1,1,1
Plateau,Kanam," 290,685 "," 49,707 ",26.4,4,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Kanke," 215,506 "," 36,851 ",26.4,5,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Langtang North," 246,804 "," 42,204 ",26.4,72,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Langtang South," 182,391 "," 31,189 ",26.4,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Mangu," 521,162 "," 89,119 ",26.4,46,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Mikang," 167,156 "," 28,584 ",26.4,5,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Pankshin," 329,696 "," 56,378 ",26.4,27,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Qua'an Pan," 342,116 "," 58,502 ",26.4,9,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Riyom," 228,529 "," 39,079 ",26.4,17,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Shendam," 355,717 "," 60,828 ",26.4,17,SMC,1,1,1,0,0,0,0,0,1,0,1
Plateau,Wase," 277,231 "," 47,406 ",26.4,14,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Demsa," 306,551 "," 53,953 ",27.9,12,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Fufore," 359,908 "," 63,344 ",27.9,4,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Ganye," 292,016 "," 51,395 ",27.9,34,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Girei," 223,125 "," 39,270 ",27.9,39,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Gombi," 253,937 "," 44,693 ",27.9,31,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Guyuk," 303,282 "," 53,378 ",27.9,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Hong," 290,701 "," 51,163 ",27.9,11,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Jada," 289,433 "," 50,940 ",27.9,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Lamurde," 191,164 "," 33,645 ",27.9,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Madagali," 232,210 "," 40,869 ",27.9,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Maiha," 189,310 "," 33,319 ",27.9,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Mayo Belwa," 262,556 "," 46,210 ",27.9,18,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Michika," 266,740 "," 46,946 ",27.9,34,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Mubi North," 260,343 "," 45,820 ",27.9,53,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Mubi South," 223,299 "," 39,301 ",27.9,64,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Numan," 157,305 "," 27,686 ",27.9,53,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Shelleng," 255,145 "," 44,906 ",27.9,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Song," 335,385 "," 59,028 ",27.9,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Toungo," 89,657 "," 15,780 ",27.9,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Yola North," 343,093 "," 60,384 ",27.9,100,SMC,1,1,1,0,0,0,0,0,1,0,1
Adamawa,Yola South," 337,118 "," 59,333 ",27.9,68,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Alkaleri," 618,503 "," 123,701 ",59.6,15,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Bauchi," 930,211 "," 186,042 ",59.6,65,SMC,1,1,1,0,0,0,0,0,1,1,1
Bauchi,Bogoro," 157,900 "," 31,580 ",59.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Damban," 283,007 "," 56,601 ",59.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Darazo," 470,910 "," 94,182 ",59.6,14,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Dass," 169,779 "," 33,956 ",59.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Gamawa," 535,844 "," 107,169 ",59.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Ganjuwa," 524,653 "," 104,931 ",59.6,0,SMC,1,1,1,0,0,1,0,0,1,0,1
Bauchi,Giade," 293,953 "," 58,791 ",59.6,27,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Itas/Gadau," 430,556 "," 86,111 ",59.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Jama'are," 221,342 "," 44,268 ",59.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Katagum," 552,064 "," 110,413 ",59.6,45,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Kirfi," 274,385 "," 54,877 ",59.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Misau," 492,509 "," 98,502 ",59.6,23,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Ningi," 727,237 "," 145,447 ",59.6,12,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Shira," 440,866 "," 88,173 ",59.6,1,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Tafawa Balewa," 416,959 "," 83,392 ",59.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Toro," 651,881 "," 130,376 ",59.6,7,SMC,1,1,1,0,0,0,0,0,1,0,1
Bauchi,Warji," 216,634 "," 43,327 ",59.6,0,SMC,1,1,1,0,0,1,0,0,1,0,1
Bauchi,Zaki," 357,410 "," 71,482 ",59.6,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Abadam," 191,318 "," 36,542 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Askira/Uba," 274,006 "," 52,335 ",18.8,22,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Bama," 516,452 "," 98,642 ",18.8,42,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Bayo," 151,192 "," 28,878 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Biu," 336,043 "," 64,184 ",18.8,36,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Chibok," 126,825 "," 24,224 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Damboa," 445,865 "," 85,160 ",18.8,37,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Dikwa," 200,834 "," 38,359 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Gubio," 289,250 "," 55,247 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Guzamala," 183,529 "," 35,054 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Gwoza," 528,782 "," 100,997 ",18.8,30,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Hawul," 230,834 "," 44,089 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Jere," 399,800 "," 76,362 ",18.8,90,SMC,1,1,1,0,0,0,1,0,1,0,1
Borno,Kaga," 172,067 "," 32,865 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Kala/Balge," 116,311 "," 22,215 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Konduga," 300,790 "," 57,451 ",18.8,36,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Kukawa," 388,780 "," 74,257 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Kwaya Kusar," 108,415 "," 20,707 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Mafa," 198,077 "," 37,833 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Magumeri," 268,163 "," 51,219 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Maiduguri," 1,032,479 "," 197,203 ",18.8,100,SMC,1,1,1,0,0,0,1,0,1,1,1
Borno,Marte," 247,422 "," 47,258 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Mobbar," 222,995 "," 42,592 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Monguno," 209,996 "," 40,109 ",18.8,60,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Ngala," 452,170 "," 86,365 ",18.8,76,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Nganzai," 189,424 "," 36,180 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Borno,Shani," 193,085 "," 36,879 ",18.8,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Akko," 617,309 "," 120,375 ",33.1,56,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Balanga," 386,903 "," 75,446 ",33.1,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Billiri," 370,786 "," 72,303 ",33.1,46,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Dukku," 379,893 "," 74,079 ",33.1,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Funakaye," 434,829 "," 84,792 ",33.1,26,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Gombe," 488,169 "," 95,193 ",33.1,100,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Kaltungo," 293,424 "," 57,218 ",33.1,27,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Kwami," 354,898 "," 69,205 ",33.1,3,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Nafada (Bajoga)," 256,457 "," 50,009 ",33.1,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Shomgom," 276,147 "," 53,849 ",33.1,10,SMC,1,1,1,0,0,0,0,0,1,0,1
Gombe,Yamaltu/Deba," 467,829 "," 91,227 ",33.1,4,SMC,1,1,1,0,0,0,0,0,1,0,1
Taraba,Ardo Kola," 151,394 "," 28,311 ",24.5,2,SMC,1,1,1,0,0,0,0,1,0,0,1
Taraba,Bali," 363,937 "," 68,056 ",24.5,0,PMC,1,1,0,0,0,0,0,1,0,0,1
Taraba,Donga," 229,556 "," 42,927 ",24.5,0,PMC,1,1,0,0,0,0,0,1,0,0,1
Taraba,Gashaka," 150,328 "," 28,111 ",24.5,0,PMC,1,1,0,0,0,0,0,1,0,0,1
Taraba,Gassol," 422,681 "," 79,041 ",24.5,15,SMC,1,1,1,0,0,0,0,1,0,0,1
Taraba,Ibi," 145,389 "," 27,188 ",24.5,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Taraba,Jalingo," 241,996 "," 45,253 ",24.5,97,SMC,1,1,1,0,0,0,0,1,0,0,1
Taraba,Karin Lamido," 334,446 "," 62,541 ",24.5,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Taraba,Kurmi," 157,427 "," 29,439 ",24.5,0,PMC,1,1,0,0,0,0,0,1,0,0,1
Taraba,Lau," 164,167 "," 30,699 ",24.5,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Taraba,Sardauna," 386,931 "," 72,356 ",24.5,13,PMC,1,1,0,0,0,0,0,1,0,0,1
Taraba,Takum," 232,093 "," 43,401 ",24.5,25,PMC,1,1,0,0,0,0,0,1,0,0,1
Taraba,Ussa," 156,749 "," 29,312 ",24.5,0,PMC,1,1,0,0,0,0,0,1,0,0,1
Taraba,Wukari," 410,948 "," 76,847 ",24.5,41,SMC,1,1,1,0,0,0,0,1,0,0,1
Taraba,Yorro," 154,983 "," 28,982 ",24.5,53,SMC,1,1,1,0,0,0,0,1,0,0,1
Taraba,Zing," 220,208 "," 41,179 ",24.5,31,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Bade," 270,257 "," 51,079 ",62.6,69,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Bursari," 212,047 "," 40,077 ",62.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Damaturu," 169,546 "," 32,044 ",62.6,75,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Fika," 264,327 "," 49,958 ",62.6,0,SMC,1,1,1,0,0,1,0,1,0,0,1
Yobe,Fune," 583,712 "," 110,322 ",62.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Geidam," 301,064 "," 56,901 ",62.6,34,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Gujba," 250,913 "," 47,423 ",62.6,24,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Gulani," 200,109 "," 37,821 ",62.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Jakusko," 449,368 "," 84,931 ",62.6,0,SMC,1,1,1,0,0,1,0,1,0,0,1
Yobe,Karasuwa," 203,971 "," 38,550 ",62.6,8,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Machina," 117,909 "," 22,285 ",62.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Nangere," 169,181 "," 31,975 ",62.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Nguru," 291,319 "," 55,059 ",62.6,55,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Potiskum," 396,030 "," 74,850 ",62.6,88,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Tarmua," 150,139 "," 28,376 ",62.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Yunusari," 243,457 "," 46,013 ",62.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Yobe,Yusufari," 214,071 "," 40,459 ",62.6,0,SMC,1,1,1,0,0,0,0,1,0,0,1
Jigawa,Auyo," 228,112 "," 45,851 ",54.3,22,SMC,1,1,1,0,0,0,0,0,1,0,1
Jigawa,Babura," 367,267 "," 73,821 ",54.3,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Jigawa,Birnin Kudu," 541,718 "," 108,885 ",54.3,31,SMC,1,1,1,0,0,1,0,0,1,0,1
Jigawa,Biriniwa," 244,922 "," 49,229 ",54.3,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Jigawa,Buji," 167,778 "," 33,723 ",54.3,2,SMC,1,1,1,0,0,0,0,0,1,0,1
Jigawa,Dutse," 433,113 "," 87,056 ",54.3,58,SMC,1,1,1,0,0,0,0,0,1,0,1
Jigawa,Gagarawa," 141,683 "," 28,478 ",54.3,0,SMC,1,1,1,0,0,0,0,0,1,0,1
Jigawa,Garki," 259,143 "," 52,088 ",54.3,7,SMC,1,1,1,0,0,0,0,0,1,0,1
Jigawa,Gumel," 183,450 "," 36,873 ",54.3,72,SMC,1,1,1,0,0,0,0,0,1,0,1
