"state","lga","code_case_management","code_smc","code_pmc","code_iptp","code_vaccine_all","code_vaccine_limited","code_irs","code_lsm","code_itn_type","code_itn_urban","itn_combined","intervention_summary"
"Osun","Boluwaduro","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Boripe","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Ede North","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Osun","Ede South","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Osun","Egbedore","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Osun","Ejigbo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Ife Central","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Ife East","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Ife North","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Osun","Ife South","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Ifedayo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Ifelodun","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Osun","Ila","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Ilesha East","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Ilesha West","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Irepodun","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Osun","Irewole","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Isokan","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Iwo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Obokun","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Odo Otin","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Ola Oluwa","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Olorunda","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Osun","Oriade","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Osun","Orolu","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Osun","Osogbo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Oyo","Afijio","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Akinyele","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Atiba","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Atigbo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Egbeda","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Ibadan Central (Ibadan North East)","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Oyo","Ibadan North","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Oyo","Ibadan North West","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Oyo","Ibadan South East","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Oyo","Ibadan South West","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Oyo","Ibarapa Central","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Ibarapa East","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Ibarapa North","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Ido","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Irepo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Iseyin","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Itesiwaju","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Iwajowa","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Kajola","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Lagelu","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Ogbomosho North","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Oyo","Ogbomosho South","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + PMC + Vaccine + LSM"
"Oyo","Ogo Oluwa","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Olorunsogo","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Oyo","Oluyole","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Ona Ara","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Orelope","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Ori Ire","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Oyo East","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Oyo West","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Oyo","Saki East","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Oyo","Saki West","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Oyo","Surulere","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
