"state","lga","code_case_management","code_smc","code_pmc","code_iptp","code_vaccine_all","code_vaccine_limited","code_irs","code_lsm","code_itn_type","code_itn_urban","itn_combined","intervention_summary"
"Benue","Ado","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Agatu","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Benue","Apa","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Benue","Buruku","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Gboko","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Guma","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Benue","Gwer East","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Gwer West","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Benue","Katsina Ala","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Konshisha","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Kwande","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Logo","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Benue","Makurdi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Benue","Obi","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Ogbadibo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Ohimini","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Oju","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Okpokwu","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Oturkpo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Tarka","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Benue","Ukum","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Benue","Ushongo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Benue","Vandeikya","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Federal Capital Territory","Abaji","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Federal Capital Territory","Abuja Municipal","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Federal Capital Territory","Bwari","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Federal Capital Territory","Gwagwalada","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Federal Capital Territory","Kuje","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Federal Capital Territory","Kwali","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Adavi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Ajaokuta","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Ankpa","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Bassa","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Dekina","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Ibaji","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Idah","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Igalamela Odolu","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Ijumu","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Kabba/Bunu","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Kogi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Lokoja","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Mopa Muro","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Ofu","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Ogori/Mangongo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Okehi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Okene","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Olamabolo","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kogi","Omala","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Yagba East","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kogi","Yagba West","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kwara","Asa","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kwara","Baruten","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kwara","Edu","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kwara","Ekiti","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kwara","Ifelodun","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kwara","Ilorin East","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Kwara","Ilorin South","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Kwara","Ilorin West","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Kwara","Irepodun","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kwara","Isin","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kwara","Kaiama","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kwara","Moro","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kwara","Offa","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kwara","Oke Ero","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Kwara","Oyun","CM",NA,"PMC","IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + PMC + Vaccine + LSM"
"Kwara","Pategi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Nasarawa","Akwanga","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Awe","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Doma","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Karu","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Keana","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Keffi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Kokona","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Lafia","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Nasarawa","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Nasarawa Eggon","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Obi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Toto","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Nasarawa","Wamba","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Agaie","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Agwara","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Bida","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Borgu","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Bosso","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Chanchaga","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Edati","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Gbako","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Gurara","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Katcha","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Kontagora","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Lapai","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Lavun","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Magama","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Mariga","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Mashegu","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Mokwa","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Muya","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Paikoro","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Rafi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Rijau","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Shiroro","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Suleja","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Tafa","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Niger","Wushishi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Campaign",NA,"ITN Campaign","CM + IPTp + ITN Campaign + SMC + Vaccine + LSM"
"Plateau","Barikin Ladi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Bassa","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Bokkos","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Jos East","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Plateau","Jos North","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Plateau","Jos South","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Plateau","Kanam","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Kanke","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Langtang North","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Langtang South","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Mangu","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Mikang","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Pankshin","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Qua'an Pan","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Riyom","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Shendam","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Plateau","Wase","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Demsa","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Fufore","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Ganye","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Girei","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Gombi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Guyuk","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Hong","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Jada","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Lamurde","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Madagali","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Maiha","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Mayo Belwa","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Michika","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Mubi North","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Mubi South","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Numan","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Shelleng","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Song","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Toungo","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Yola North","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Adamawa","Yola South","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Bauchi","Alkaleri","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Bauchi","Bauchi","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine","Urban","ITN Routine-Urban","CM + IPTp + ITN Routine-Urban + SMC + Vaccine + LSM"
"Bauchi","Bogoro","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Bauchi","Damban","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
"Bauchi","Darazo","CM","SMC",NA,"IPTp","Vaccine",NA,NA,"LSM","ITN Routine",NA,"ITN Routine","CM + IPTp + ITN Routine + SMC + Vaccine + LSM"
