"state","lga","pop_2025_projected","pop_number_children_u5","pop_number_pw","admin_number_states","admin_number_lgas","admin_number_wards","currency","full_cost","cost_per_person"
"Benue","Konshisha",400095.822713309,73617.6313792488,20004.7911356654,NA,1,11,"Naira",1782596318.98149,4455.42347053901
"Benue","Konshisha",400095.822713309,73617.6313792488,20004.7911356654,NA,1,11,"USD",1114122.69936343,2.78463966908688
"Benue","Kwande",439223.57324357,80817.1374768168,21961.1786621785,NA,1,15,"Naira",1956395520.92151,4454.21338949082
"Benue","Kwande",439223.57324357,80817.1374768168,21961.1786621785,NA,1,15,"USD",1222747.20057595,2.78388336843178
"Benue","Logo",299543.68656507,55116.0383279728,14977.1843282535,NA,1,10,"Naira",1466200126.68396,4894.77893357454
"Benue","Logo",299543.68656507,55116.0383279728,14977.1843282535,NA,1,10,"USD",916375.079177474,3.05923683348409
"Benue","Makurdi",530612.926457251,97632.7784681341,26530.6463228625,NA,1,11,"Naira",2566018796.16122,4835.95228878758
"Benue","Makurdi",530612.926457251,97632.7784681341,26530.6463228625,NA,1,11,"USD",1603761.74760076,3.02247018049223
"Benue","Obi",174364.915195957,32083.144396056,8718.24575979783,NA,1,12,"Naira",805360189.948847,4618.82018549292
"Benue","Obi",174364.915195957,32083.144396056,8718.24575979783,NA,1,12,"USD",503350.118718029,2.88676261593307
"Benue","Ogbadibo",231388.974557913,42575.571318656,11569.4487278957,NA,1,13,"Naira",1052602390.63306,4549.0602680795
"Benue","Ogbadibo",231388.974557913,42575.571318656,11569.4487278957,NA,1,13,"USD",657876.494145665,2.8431626675497
"Benue","Ohimini",124869.635642576,22976.012958234,6243.48178212881,NA,1,11,"Naira",580241858.208824,4646.78106268921
"Benue","Ohimini",124869.635642576,22976.012958234,6243.48178212881,NA,1,11,"USD",362651.161380515,2.90423816418076
"Benue","Oju",297637.643999736,54765.3264959514,14881.8821999868,NA,1,10,"Naira",1344016447.19717,4515.61310973945
"Benue","Oju",297637.643999736,54765.3264959514,14881.8821999868,NA,1,10,"USD",840010.27949823,2.82225819358715
"Benue","Okpokwu",310188.55449714,57074.6940274737,15509.427724857,NA,1,12,"Naira",1397285972.27031,4504.634203978
"Benue","Okpokwu",310188.55449714,57074.6940274737,15509.427724857,NA,1,12,"USD",873303.732668945,2.81539637748625
"Benue","Oturkpo",470612.331671208,86592.6690275024,23530.6165835604,NA,1,13,"Naira",2089987938.47574,4440.99696889351
"Benue","Oturkpo",470612.331671208,86592.6690275024,23530.6165835604,NA,1,13,"USD",1306242.46154734,2.77562310555845
"Benue","Tarka",140047.316570612,25768.7062489927,7002.36582853062,NA,1,10,"Naira",703339855.757629,5022.15874591931
"Benue","Tarka",140047.316570612,25768.7062489927,7002.36582853062,NA,1,10,"USD",439587.409848518,3.13884921619957
"Benue","Ukum",383298.270578219,70526.8817863922,19164.9135289109,NA,1,13,"Naira",1918512126.20155,5005.27206477453
"Benue","Ukum",383298.270578219,70526.8817863922,19164.9135289109,NA,1,13,"USD",1199070.07887597,3.12829504048409
"Benue","Ushongo",339051.232416505,62385.4267646368,16952.5616208252,NA,1,11,"Naira",1528126490.8772,4507.0666164103
"Benue","Ushongo",339051.232416505,62385.4267646368,16952.5616208252,NA,1,11,"USD",955079.056798249,2.81691663525644
"Benue","Vandeikya",414360.228380661,76242.2820220417,20718.0114190331,NA,1,12,"Naira",1837595723.40687,4434.7782377384
"Benue","Vandeikya",414360.228380661,76242.2820220417,20718.0114190331,NA,1,12,"USD",1148497.3271293,2.77173639858652
"Federal Capital Territory","Abaji",316578.789401845,49702.8699360897,15828.9394700922,NA,1,10,"Naira",1326074781.89411,4188.76698719975
"Federal Capital Territory","Abaji",316578.789401845,49702.8699360897,15828.9394700922,NA,1,10,"USD",828796.73868382,2.61797936699985
"Federal Capital Territory","Abuja Municipal",4190844.12289952,657962.527295224,209542.206144976,NA,1,10,"Naira",17065714586.5618,4072.14252930852
"Federal Capital Territory","Abuja Municipal",4190844.12289952,657962.527295224,209542.206144976,NA,1,10,"USD",10666071.6166011,2.54508908081782
"Federal Capital Territory","Bwari",1237735.50290438,194324.473955988,61886.775145219,NA,1,10,"Naira",5072120060.81959,4097.90302444886
"Federal Capital Territory","Bwari",1237735.50290438,194324.473955988,61886.775145219,NA,1,10,"USD",3170075.03801225,2.56118939028054
"Federal Capital Territory","Gwagwalada",856299.144253979,134438.965647875,42814.957212699,NA,1,10,"Naira",3513966582.19941,4103.66704881018
"Federal Capital Territory","Gwagwalada",856299.144253979,134438.965647875,42814.957212699,NA,1,10,"USD",2196229.11387463,2.56479190550636
"Federal Capital Territory","Kuje",524912.271578555,82411.2266378331,26245.6135789277,NA,1,10,"Naira",2176874634.90265,4147.1208671807
"Federal Capital Territory","Kuje",524912.271578555,82411.2266378331,26245.6135789277,NA,1,10,"USD",1360546.64681416,2.59195054198795
"Federal Capital Territory","Kwali",465210.269054851,73038.0122416117,23260.5134527426,NA,1,12,"Naira",1935030789.66062,4159.47565730211
"Federal Capital Territory","Kwali",465210.269054851,73038.0122416117,23260.5134527426,NA,1,12,"USD",1209394.24353789,2.59967228581383
"Kogi","Adavi",383008.230544648,72005.5473423938,19150.4115272324,NA,1,11,"Naira",1970528576.46146,5144.87266672916
"Kogi","Adavi",383008.230544648,72005.5473423938,19150.4115272324,NA,1,11,"USD",1231580.36028841,3.21554541670572
