"state","lga","pop_2025_projected","pop_number_children_u5","pop_number_pw","admin_number_states","admin_number_lgas","admin_number_wards","currency","full_cost","cost_per_person"
"Gombe","Funakaye",434828.547355245,84791.5667342727,21741.4273677622,NA,1,10,"Naira",2561275973.98798,5890.31237614552
"Gombe","Funakaye",434828.547355245,84791.5667342727,21741.4273677622,NA,1,10,"USD",1600797.48374249,3.68144523509096
"Gombe","Gombe",488168.847646118,95192.9252909931,24408.4423823059,NA,1,11,"Naira",2859213503.85744,5857.01754145962
"Gombe","Gombe",488168.847646118,95192.9252909931,24408.4423823059,NA,1,11,"USD",1787008.4399109,3.66063596341226
"Gombe","Kaltungo",293423.789973378,57217.6390448088,14671.1894986689,NA,1,10,"Naira",1747149378.51064,5954.35488945582
"Gombe","Kaltungo",293423.789973378,57217.6390448088,14671.1894986689,NA,1,10,"USD",1091968.36156915,3.72147180590989
"Gombe","Kwami",354897.676541757,69205.0469256427,17744.8838270879,NA,1,10,"Naira",2099385707.15142,5915.46760071394
"Gombe","Kwami",354897.676541757,69205.0469256427,17744.8838270879,NA,1,10,"USD",1312116.06696964,3.69716725044622
"Gombe","Nafada (Bajoga)",256456.76840128,50009.0698382496,12822.838420064,NA,1,10,"Naira",1521039244.42737,5930.97719319066
"Gombe","Nafada (Bajoga)",256456.76840128,50009.0698382496,12822.838420064,NA,1,10,"USD",950649.527767104,3.70686074574415
"Gombe","Shomgom",276146.779445992,53848.6219919684,13807.3389722996,NA,1,10,"Naira",1644813730.07879,5956.30241778893
"Gombe","Shomgom",276146.779445992,53848.6219919684,13807.3389722996,NA,1,10,"USD",1028008.58129924,3.72268901111807
"Gombe","Yamaltu/Deba",467829.393702505,91226.7317719885,23391.4696851253,NA,1,11,"Naira",2756169865.35921,5891.39951969729
"Gombe","Yamaltu/Deba",467829.393702505,91226.7317719885,23391.4696851253,NA,1,11,"USD",1722606.1658495,3.68212469981079
"Taraba","Ardo Kola",151394.23994872,28310.7228704106,7569.71199743598,NA,1,10,"Naira",1183787464.00778,7819.23714144442
"Taraba","Ardo Kola",151394.23994872,28310.7228704106,7569.71199743598,NA,1,10,"USD",739867.165004863,4.88702321340277
"Taraba","Bali",363936.686536711,68056.1603823649,18196.8343268355,NA,1,11,"Naira",2613008197.51322,7179.84279732579
"Taraba","Bali",363936.686536711,68056.1603823649,18196.8343268355,NA,1,11,"USD",1633130.12344576,4.48740174832861
"Taraba","Donga",229555.845124104,42926.9430382074,11477.7922562052,NA,1,10,"Naira",1664169089.17663,7249.51738117117
"Taraba","Donga",229555.845124104,42926.9430382074,11477.7922562052,NA,1,10,"USD",1040105.6807354,4.53094836323201
"Taraba","Gashaka",150328.423395722,28111.4151750001,7516.42116978612,NA,1,10,"Naira",1088064966.69081,7237.91909815089
"Taraba","Gashaka",150328.423395722,28111.4151750001,7516.42116978612,NA,1,10,"USD",680040.604181756,4.52369943634431
"Taraba","Gassol",422680.769753849,79041.3039439698,21134.0384876925,NA,1,12,"Naira",3217325385.78267,7611.71459883614
"Taraba","Gassol",422680.769753849,79041.3039439698,21134.0384876925,NA,1,12,"USD",2010828.36611417,4.75732162427259
"Taraba","Ibi",145389.105260149,27187.762683648,7269.45526300747,NA,1,10,"Naira",1124846874.16128,7736.8030578946
"Taraba","Ibi",145389.105260149,27187.762683648,7269.45526300747,NA,1,10,"USD",703029.2963508,4.83550191118412
"Taraba","Jalingo",241995.5454425,45253.1669977475,12099.777272125,NA,1,10,"Naira",1848469116.99688,7638.44273917055
"Taraba","Jalingo",241995.5454425,45253.1669977475,12099.777272125,NA,1,10,"USD",1155293.19812305,4.77402671198159
"Taraba","Karin Lamido",334445.645992613,62541.3358006186,16722.2822996306,NA,1,11,"Naira",2565661023.84481,7671.38413846021
"Taraba","Karin Lamido",334445.645992613,62541.3358006186,16722.2822996306,NA,1,11,"USD",1603538.13990301,4.79461508653764
"Taraba","Kurmi",157426.968593354,29438.8431269573,7871.34842966772,NA,1,10,"Naira",1153560242.12988,7327.58975439345
"Taraba","Kurmi",157426.968593354,29438.8431269573,7871.34842966772,NA,1,10,"USD",720975.151331178,4.57974359649593
"Taraba","Lau",164166.792362146,30699.1901717213,8208.3396181073,NA,1,10,"Naira",1271398420.63132,7744.55297772196
"Taraba","Lau",164166.792362146,30699.1901717213,8208.3396181073,NA,1,10,"USD",794624.012894578,4.84034561107624
"Taraba","Sardauna",386931.075049837,72356.1110343195,19346.5537524919,NA,1,11,"Naira",2787483432.66025,7204.08261936889
"Taraba","Sardauna",386931.075049837,72356.1110343195,19346.5537524919,NA,1,11,"USD",1742177.14541265,4.50255163710554
"Taraba","Takum",232092.764459798,43401.3469539822,11604.6382229899,NA,1,11,"Naira",1688733193.09378,7276.11305343513
"Taraba","Takum",232092.764459798,43401.3469539822,11604.6382229899,NA,1,11,"USD",1055458.24568361,4.54757065839694
"Taraba","Ussa",156749.192047516,29312.0989128856,7837.45960237582,NA,1,11,"Naira",1151481137.68687,7346.0100345386
"Taraba","Ussa",156749.192047516,29312.0989128856,7837.45960237582,NA,1,11,"USD",719675.711054292,4.59125627158661
"Taraba","Wukari",410948.164559609,76847.306772647,20547.4082279805,NA,1,10,"Naira",3136105070.42836,7631.38843505763
"Taraba","Wukari",410948.164559609,76847.306772647,20547.4082279805,NA,1,10,"USD",1960065.66901772,4.76961777191101
"Taraba","Yorro",154983.178859379,28981.8544467038,7749.15894296893,NA,1,11,"Naira",1212847351.57457,7825.67089216194
"Taraba","Yorro",154983.178859379,28981.8544467038,7749.15894296893,NA,1,11,"USD",758029.594734105,4.8910443076012
"Taraba","Zing",220208.392507203,41178.9693988469,11010.4196253601,NA,1,10,"Naira",1694880698.74449,7696.71255235674
"Taraba","Zing",220208.392507203,41178.9693988469,11010.4196253601,NA,1,10,"USD",1059300.4367153,4.81044534522294
"Yobe","Bade",270257.44310721,51078.6567472628,13512.8721553605,NA,1,10,"Naira",2394147525.22331,8858.76628483295
"Yobe","Bade",270257.44310721,51078.6567472628,13512.8721553605,NA,1,10,"USD",1496342.20326457,5.5367289280206
"Yobe","Bursari",212047.433902579,40076.9650075874,10602.3716951289,NA,1,10,"Naira",1888307455.73173,8905.1181661518
"Yobe","Bursari",212047.433902579,40076.9650075874,10602.3716951289,NA,1,10,"USD",1180192.15983233,5.56569885384487
"Yobe","Damaturu",169545.930768512,32044.1809152487,8477.29653842558,NA,1,11,"Naira",1515117318.49119,8936.32369484492
"Yobe","Damaturu",169545.930768512,32044.1809152487,8477.29653842558,NA,1,11,"USD",946948.324056993,5.58520230927807
"Yobe","Fika",264326.64115982,49957.735179206,13216.332057991,NA,1,10,"Naira",2357243031.37739,8917.91694183458
"Yobe","Fika",264326.64115982,49957.735179206,13216.332057991,NA,1,10,"USD",1473276.89461087,5.57369808864662
"Yobe","Fune",583712.311350137,110321.626845176,29185.6155675069,NA,1,13,"Naira",5151460633.45338,8825.34175360797
"Yobe","Fune",583712.311350137,110321.626845176,29185.6155675069,NA,1,13,"USD",3219662.89590836,5.51583859600498
"Yobe","Geidam",301063.590380225,56901.0185818625,15053.1795190112,NA,1,11,"Naira",2665897212.77832,8854.93064575313
"Yobe","Geidam",301063.590380225,56901.0185818625,15053.1795190112,NA,1,11,"USD",1666185.75798645,5.5343316535957
"Yobe","Gujba",250912.744578028,47422.5087252472,12545.6372289014,NA,1,10,"Naira",2222383018.27544,8857.19464753745
"Yobe","Gujba",250912.744578028,47422.5087252472,12545.6372289014,NA,1,10,"USD",1388989.38642215,5.5357466547109
"Yobe","Gulani",200108.505340949,37820.5075094393,10005.4252670474,NA,1,12,"Naira",1783736408.22593,8913.84604161009
"Yobe","Gulani",200108.505340949,37820.5075094393,10005.4252670474,NA,1,12,"USD",1114835.25514121,5.57115377600633
"Yobe","Jakusko",449368.435165059,84930.6342461961,22468.421758253,NA,1,10,"Naira",3968864233.28046,8832.09394051597
"Yobe","Jakusko",449368.435165059,84930.6342461961,22468.421758253,NA,1,10,"USD",2480540.14580029,5.52005871282249
"Yobe","Karasuwa",203970.872450103,38550.4948930695,10198.5436225051,NA,1,10,"Naira",1814639512.13583,8896.56199602589
"Yobe","Karasuwa",203970.872450103,38550.4948930695,10198.5436225051,NA,1,10,"USD",1134149.69508489,5.56035124751616
"Yobe","Machina",117908.518246124,22284.7099485175,5895.42591230623,NA,1,10,"Naira",1061094000.97412,8999.29892053411
"Yobe","Machina",117908.518246124,22284.7099485175,5895.42591230623,NA,1,10,"USD",663183.750608828,5.62456182533384
"Yobe","Nangere",169180.571717646,31975.128054635,8459.02858588228,NA,1,11,"Naira",1523412789.76078,9004.65564274886
"Yobe","Nangere",169180.571717646,31975.128054635,8459.02858588228,NA,1,11,"USD",952132.993600491,5.62790977671806
"Yobe","Nguru",291318.749240462,55059.2436064472,14565.9374620231,NA,1,10,"Naira",2580432685.57117,8857.763849045
"Yobe","Nguru",291318.749240462,55059.2436064472,14565.9374620231,NA,1,10,"USD",1612770.42848198,5.53610240565312
"Yobe","Potiskum",396029.879971973,74849.6473147029,19801.4939985987,NA,1,10,"Naira",3501652056.19426,8841.88853740549
"Yobe","Potiskum",396029.879971973,74849.6473147029,19801.4939985987,NA,1,10,"USD",2188532.53512141,5.52618033587842
"Yobe","Tarmua",150139.372505849,28376.3414036054,7506.96862529245,NA,1,10,"Naira",1340116059.08003,8925.81364044147
"Yobe","Tarmua",150139.372505849,28376.3414036054,7506.96862529245,NA,1,10,"USD",837572.536925021,5.57863352527593
"Yobe","Yunusari",243456.713577023,46013.3188660573,12172.8356788511,NA,1,10,"Naira",2157642393.88832,8862.52986079885
"Yobe","Yunusari",243456.713577023,46013.3188660573,12172.8356788511,NA,1,10,"USD",1348526.4961802,5.53908116299928
"Yobe","Yusufari",214071.407057376,40459.495933844,10703.5703528688,NA,1,10,"Naira",1905017890.57158,8898.98336614844
"Yobe","Yusufari",214071.407057376,40459.495933844,10703.5703528688,NA,1,10,"USD",1190636.18160724,5.56186460384278
"Jigawa","Auyo",228112.336297472,45850.5795957918,11405.6168148736,NA,1,10,"Naira",1239217342.61476,5432.48718034586
"Jigawa","Auyo",228112.336297472,45850.5795957918,11405.6168148736,NA,1,10,"USD",774510.839134222,3.39530448771615
"Jigawa","Babura",367266.932109264,73820.653353962,18363.3466054632,NA,1,11,"Naira",1975557114.10913,5379.07701835076
"Jigawa","Babura",367266.932109264,73820.653353962,18363.3466054632,NA,1,11,"USD",1234723.19631821,3.36192313646923
"Jigawa","Birnin Kudu",541717.646972255,108885.247041423,27085.8823486128,NA,1,11,"Naira",2900284618.85122,5353.867711457
"Jigawa","Birnin Kudu",541717.646972255,108885.247041423,27085.8823486128,NA,1,11,"USD",1812677.88678201,3.34616731966062
"Jigawa","Biriniwa",244922.229407608,49229.3681109291,12246.1114703804,NA,1,11,"Naira",1329537811.25493,5428.40808884794
"Jigawa","Biriniwa",244922.229407608,49229.3681109291,12246.1114703804,NA,1,11,"USD",830961.13203433,3.39275505552996
"Jigawa","Buji",167778.151362107,33723.4084237836,8388.90756810537,NA,1,10,"Naira",922125636.601399,5496.10082787968
"Jigawa","Buji",167778.151362107,33723.4084237836,8388.90756810537,NA,1,10,"USD",576328.522875874,3.4350630174248
"Jigawa","Dutse",433113.009768542,87055.714963477,21655.6504884271,NA,1,11,"Naira",2328703712.7775,5376.66535120238
"Jigawa","Dutse",433113.009768542,87055.714963477,21655.6504884271,NA,1,11,"USD",1455439.82048594,3.3604158445015
"Jigawa","Gagarawa",141682.892036216,28478.2612992794,7084.14460181079,NA,1,10,"Naira",780050430.092363,5505.60776168355
"Jigawa","Gagarawa",141682.892036216,28478.2612992794,7084.14460181079,NA,1,10,"USD",487531.518807727,3.44100485105222
"Jigawa","Garki",259143.464514428,52087.8363674001,12957.1732257214,NA,1,11,"Naira",1405014003.73589,5421.76128720261
"Jigawa","Garki",259143.464514428,52087.8363674001,12957.1732257214,NA,1,11,"USD",878133.752334934,3.38860080450164
"Jigawa","Gumel",183449.793784576,36873.4085506999,9172.48968922882,NA,1,11,"Naira",1001448393.69204,5458.97802898615
"Jigawa","Gumel",183449.793784576,36873.4085506999,9172.48968922882,NA,1,11,"USD",625905.246057524,3.41186126811634
"Jigawa","Guri",195508.35258483,39297.1788695508,9775.41762924149,NA,1,10,"Naira",1064326150.60885,5443.89094653664
"Jigawa","Guri",195508.35258483,39297.1788695508,9775.41762924149,NA,1,10,"USD",665203.844130533,3.40243184158541
"Jigawa","Gwaram",468007.29183455,94069.4656587446,23400.3645917275,NA,1,11,"Naira",2520666387.65882,5385.95537214392
"Jigawa","Gwaram",468007.29183455,94069.4656587446,23400.3645917275,NA,1,11,"USD",1575416.49228676,3.36622210758994
"Jigawa","Gwiwa",222010.622762675,44624.1351752977,11100.5311381338,NA,1,11,"Naira",1208244652.14049,5442.28306332927
"Jigawa","Gwiwa",222010.622762675,44624.1351752977,11100.5311381338,NA,1,11,"USD",755152.907587807,3.4014269145808
"Jigawa","Hadejia",179853.956384901,36150.6452333652,8992.69781924507,NA,1,11,"Naira",977993577.478746,5437.70955689052
"Jigawa","Hadejia",179853.956384901,36150.6452333652,8992.69781924507,NA,1,11,"USD",611245.985924216,3.39856847305657
"Jigawa","Jahun",396459.613003413,79688.3822136859,19822.9806501706,NA,1,11,"Naira",2136460740.41053,5388.84837279034
"Jigawa","Jahun",396459.613003413,79688.3822136859,19822.9806501706,NA,1,11,"USD",1335287.96275658,3.36803023299396
"Jigawa","Kafin Hausa",460963.934549047,92653.7508443585,23048.1967274524,NA,1,11,"Naira",2476037711.82808,5371.43478317961
"Jigawa","Kafin Hausa",460963.934549047,92653.7508443585,23048.1967274524,NA,1,11,"USD",1547523.56989255,3.35714673948726
"Jigawa","Kaugama",222443.502948439,44711.1440926363,11122.175147422,NA,1,11,"Naira",1208528190.62372,5432.96690892271
"Jigawa","Kaugama",222443.502948439,44711.1440926363,11122.175147422,NA,1,11,"USD",755330.119139826,3.3956043180767
"Jigawa","Kazaure",277941.847083473,55866.3112637781,13897.0923541737,NA,1,11,"Naira",1499125269.02361,5393.66520282707
"Jigawa","Kazaure",277941.847083473,55866.3112637781,13897.0923541737,NA,1,11,"USD",936953.293139759,3.37104075176693
"Jigawa","Kiri Kasamma",332132.927549944,66758.7184375387,16606.6463774972,NA,1,10,"Naira",1788129461.99355,5383.77653544954
"Jigawa","Kiri Kasamma",332132.927549944,66758.7184375387,16606.6463774972,NA,1,10,"USD",1117580.91374597,3.36486033465596
"Jigawa","Kiyawa",298276.868080869,59953.6504842546,14913.8434040434,NA,1,11,"Naira",1616827634.9032,5420.55991571175
"Jigawa","Kiyawa",298276.868080869,59953.6504842546,14913.8434040434,NA,1,11,"USD",1010517.2718145,3.38784994731984
"Jigawa","Maigatari",305356.442433706,61376.6449291749,15267.8221216853,NA,1,11,"Naira",1645158208.64688,5387.66497125421
"Jigawa","Maigatari",305356.442433706,61376.6449291749,15267.8221216853,NA,1,11,"USD",1028223.8804043,3.36729060703388
"Jigawa","Malam Madori",284202.225865641,57124.6473989939,14210.1112932821,NA,1,11,"Naira",1538626626.54604,5413.84439147017
"Jigawa","Malam Madori",284202.225865641,57124.6473989939,14210.1112932821,NA,1,11,"USD",961641.641591274,3.38365274466885
"Jigawa","Miga",220537.795357724,44328.0968669026,11026.8897678862,NA,1,10,"Naira",1198283869.39424,5433.46262916322
"Jigawa","Miga",220537.795357724,44328.0968669026,11026.8897678862,NA,1,10,"USD",748927.418371398,3.39591414322701
"Jigawa","Ringim",331829.394033233,66697.7082006798,16591.4697016616,NA,1,10,"Naira",1789027526.91367,5391.40763019474
"Jigawa","Ringim",331829.394033233,66697.7082006798,16591.4697016616,NA,1,10,"USD",1118142.20432104,3.3696297688717
"Jigawa","Roni",133509.907174316,26835.4913420376,6675.49535871582,NA,1,11,"Naira",740156352.69236,5543.83092878629
"Jigawa","Roni",133509.907174316,26835.4913420376,6675.49535871582,NA,1,11,"USD",462597.720432725,3.46489433049143
"Jigawa","Sule Tankarkar",232501.499934006,46732.8014867351,11625.0749967003,NA,1,10,"Naira",1263357019.96863,5433.75857930906
"Jigawa","Sule Tankarkar",232501.499934006,46732.8014867351,11625.0749967003,NA,1,10,"USD",789598.137480395,3.39609911206817
"Jigawa","Taura",227410.415040077,45709.4934230555,11370.5207520039,NA,1,10,"Naira",1234517370.49254,5428.58764966846
"Jigawa","Taura",227410.415040077,45709.4934230555,11370.5207520039,NA,1,10,"USD",771573.35655784,3.3928672810428
"Jigawa","Yankwashi",164948.046243226,33154.5572948885,8247.40231216132,NA,1,10,"Naira",903207545.975972,5475.70927056715
"Jigawa","Yankwashi",164948.046243226,33154.5572948885,8247.40231216132,NA,1,10,"USD",564504.716234983,3.42231829410447
"Kaduna","Birnin Gwari",459314.18244481,88188.3230294035,22965.7091222405,NA,1,11,"Naira",3621463704.01841,7884.50224798699
"Kaduna","Birnin Gwari",459314.18244481,88188.3230294035,22965.7091222405,NA,1,11,"USD",2263414.81501151,4.92781390499188
"Kaduna","Chikun",661262.07775163,126962.318928313,33063.1038875815,NA,1,12,"Naira",5193478870.04248,7853.88886612238
"Kaduna","Chikun",661262.07775163,126962.318928313,33063.1038875815,NA,1,12,"USD",3245924.29377655,4.90868054132649
"Kaduna","Giwa",519358.026768955,99716.7411396394,25967.9013384478,NA,1,11,"Naira",4095000615.48345,7884.73539334587
"Kaduna","Giwa",519358.026768955,99716.7411396394,25967.9013384478,NA,1,11,"USD",2559375.38467715,4.92795962084115
"Kaduna","Igabi",765141.143512668,146907.099554432,38257.0571756334,NA,1,12,"Naira",5980499145.53327,7816.20384191803
"Kaduna","Igabi",765141.143512668,146907.099554432,38257.0571756334,NA,1,12,"USD",3737811.96595829,4.88512740119876
"Kaduna","Ikara",345884.01912051,66409.731671138,17294.2009560255,NA,1,10,"Naira",2737969245.86834,7915.85934739124
"Kaduna","Ikara",345884.01912051,66409.731671138,17294.2009560255,NA,1,10,"USD",1711230.77866771,4.94741209211952
"Kaduna","Jaba",277052.880832174,53194.1531197774,13852.6440416087,NA,1,10,"Naira",2203077156.79737,7951.82908829558
"Kaduna","Jaba",277052.880832174,53194.1531197774,13852.6440416087,NA,1,10,"USD",1376923.22299835,4.96989318018472
"Kaduna","Jema'a",494166.718299144,94880.0099134357,24708.3359149572,NA,1,12,"Naira",3889757588.29625,7871.3467424198
"Kaduna","Jema'a",494166.718299144,94880.0099134357,24708.3359149572,NA,1,12,"USD",2431098.49268516,4.91959171401238
"Kaduna","Kachia",448633.3660699,86137.6062854207,22431.668303495,NA,1,12,"Naira",3547076215.50251,7906.40305373509
"Kaduna","Kachia",448633.3660699,86137.6062854207,22431.668303495,NA,1,12,"USD",2216922.63468907,4.94150190858443
"Kaduna","Kaduna North",647589.993328267,124337.278719027,32379.4996664133,NA,1,12,"Naira",5075140764.38635,7836.96600730786
"Kaduna","Kaduna North",647589.993328267,124337.278719027,32379.4996664133,NA,1,12,"USD",3171962.97774147,4.89810375456741
"Kaduna","Kaduna South",715366.016877422,137350.275240465,35768.3008438711,NA,1,13,"Naira",5605020963.56252,7835.17923877413
"Kaduna","Kaduna South",715366.016877422,137350.275240465,35768.3008438711,NA,1,13,"USD",3503138.10222658,4.89698702423384
"Kaduna","Kagarko",424635.722759566,81530.0587698367,21231.7861379783,NA,1,10,"Naira",3353024838.7649,7896.23825563876
"Kaduna","Kagarko",424635.722759566,81530.0587698367,21231.7861379783,NA,1,10,"USD",2095640.52422806,4.93514890977422
"Kaduna","Kajuru",195054.123753348,37450.3917606429,9752.70618766742,NA,1,10,"Naira",1563264557.52853,8014.5168297253
"Kaduna","Kajuru",195054.123753348,37450.3917606429,9752.70618766742,NA,1,10,"USD",977040.348455332,5.00907301857832
"Kaduna","Kaura",310185.970444879,59555.7063254168,15509.298522244,NA,1,10,"Naira",2451803453.94949,7904.30157248257
"Kaduna","Kaura",310185.970444879,59555.7063254168,15509.298522244,NA,1,10,"USD",1532377.15871843,4.9401884828016
"Kaduna","Kauru",393049.779506838,75465.5576653129,19652.4889753419,NA,1,11,"Naira",3104537874.27563,7898.58698857665
"Kaduna","Kauru",393049.779506838,75465.5576653129,19652.4889753419,NA,1,11,"USD",1940336.17142227,4.93661686786041
"Kaduna","Kubau",498610.989473271,95733.3099788681,24930.5494736636,NA,1,11,"Naira",3927627161.48115,7877.13717587787
"Kaduna","Kubau",498610.989473271,95733.3099788681,24930.5494736636,NA,1,11,"USD",2454766.97592572,4.92321073492367
"Kaduna","Kudan",246825.797470816,47390.5531143966,12341.2898735408,NA,1,10,"Naira",1961465046.21474,7946.75867074493
"Kaduna","Kudan",246825.797470816,47390.5531143966,12341.2898735408,NA,1,10,"USD",1225915.65388421,4.96672416921557
"Kaduna","Lere",603475.894763342,115867.371794562,30173.7947381671,NA,1,11,"Naira",4755793384.58933,7880.66835122611
"Kaduna","Lere",603475.894763342,115867.371794562,30173.7947381671,NA,1,11,"USD",2972370.86536833,4.92541771951632
"Kaduna","Markafi",260357.555186443,49988.650595797,13017.8777593221,NA,1,10,"Naira",2068718283.51453,7945.68178378044
"Kaduna","Markafi",260357.555186443,49988.650595797,13017.8777593221,NA,1,10,"USD",1292948.92719658,4.96605111486277
"Kaduna","Sabon Gari",517535.555855824,99366.8267243183,25876.7777927912,NA,1,11,"Naira",4065834783.41235,7856.14579985499
"Kaduna","Sabon Gari",517535.555855824,99366.8267243183,25876.7777927912,NA,1,11,"USD",2541146.73963272,4.91009112490937
"Kaduna","Sanga",269080.902802805,51663.5333381385,13454.0451401402,NA,1,11,"Naira",2143763908.52749,7966.98645722376
"Kaduna","Sanga",269080.902802805,51663.5333381385,13454.0451401402,NA,1,11,"USD",1339852.44282968,4.97936653576484
"Kaduna","Soba",517206.94267948,99303.7329944602,25860.347133974,NA,1,11,"Naira",4078268759.53989,7885.17791043506
"Kaduna","Soba",517206.94267948,99303.7329944602,25860.347133974,NA,1,11,"USD",2548917.97471243,4.92823619402191
"Kaduna","Zango Kataf",566619.706677027,108790.983681989,28330.9853338514,NA,1,11,"Naira",4467614546.59022,7884.67907830244
"Kaduna","Zango Kataf",566619.706677027,108790.983681989,28330.9853338514,NA,1,11,"USD",2792259.09161889,4.92792442393903
"Kaduna","Zaria",722931.2250831,138802.795215955,36146.561254155,NA,1,13,"Naira",5676357398.87517,7851.86363782071
"Kaduna","Zaria",722931.2250831,138802.795215955,36146.561254155,NA,1,13,"USD",3547723.37429698,4.90741477363794
"Kano","Ajingi",323417.462174164,62419.5701996138,16170.8731087082,NA,1,10,"Naira",2628653142.64902,8127.74030498533
"Kano","Ajingi",323417.462174164,62419.5701996138,16170.8731087082,NA,1,10,"USD",1642908.21415564,5.07983769061584
"Kano","Albasu",351577.134493355,67854.3869572176,17578.8567246678,NA,1,10,"Naira",2854256147.42201,8118.43509543126
"Kano","Albasu",351577.134493355,67854.3869572176,17578.8567246678,NA,1,10,"USD",1783910.09213876,5.07402193464455
"Kano","Bagwai",302662.608871904,58413.8835122774,15133.1304435952,NA,1,10,"Naira",2462873984.12228,8137.35794223806
"Kano","Bagwai",302662.608871904,58413.8835122774,15133.1304435952,NA,1,10,"USD",1539296.24007642,5.08584871389877
"Kano","Bebeji",359590.902442599,69401.0441714215,17979.5451221299,NA,1,14,"Naira",2923244861.22789,8129.36267678386
"Kano","Bebeji",359590.902442599,69401.0441714215,17979.5451221299,NA,1,14,"USD",1827028.03826743,5.08085167298991
"Kano","Bichi",521464.518163661,100642.652005587,26073.2259081831,NA,1,11,"Naira",4229007896.31819,8109.86701685985
"Kano","Bichi",521464.518163661,100642.652005587,26073.2259081831,NA,1,11,"USD",2643129.93519887,5.06866688553741
"Kano","Bunkure",326896.902688952,63091.1022189677,16344.8451344476,NA,1,10,"Naira",2655529565.50613,8123.44670035896
"Kano","Bunkure",326896.902688952,63091.1022189677,16344.8451344476,NA,1,10,"USD",1659705.97844133,5.07715418772434
"Kano","Dala",784624.141374144,151432.45928521,39231.2070687072,NA,1,12,"Naira",6323034713.20076,8058.67979301143
"Kano","Dala",784624.141374144,151432.45928521,39231.2070687072,NA,1,12,"USD",3951896.69575047,5.03667487063214
"Kano","Dambatta",394362.823322201,76112.0249011848,19718.14116611,NA,1,10,"Naira",3203032429.17431,8122.04457355094
"Kano","Dambatta",394362.823322201,76112.0249011848,19718.14116611,NA,1,10,"USD",2001895.26823394,5.07627785846933
"Kano","Dawakin Kudu",422511.253507257,81544.6719269005,21125.5626753628,NA,1,15,"Naira",3428032060.97528,8113.46924494734
"Kano","Dawakin Kudu",422511.253507257,81544.6719269005,21125.5626753628,NA,1,15,"USD",2142520.03810955,5.07091827809209
"Kano","Dawakin Tofa",461296.616273059,89030.2469407005,23064.830813653,NA,1,11,"Naira",3743471249.71002,8115.10667464796
"Kano","Dawakin Tofa",461296.616273059,89030.2469407005,23064.830813653,NA,1,11,"USD",2339669.53106876,5.07194167165497
"Kano","Doguwa",282261.882794896,54476.5433794149,14113.0941397448,NA,1,10,"Naira",2296933930.37098,8137.59869957373
"Kano","Doguwa",282261.882794896,54476.5433794149,14113.0941397448,NA,1,10,"USD",1435583.70648186,5.08599918723358
"Kano","Fagge",374915.804957647,72358.7503568259,18745.7902478823,NA,1,10,"Naira",3034240037.38438,8093.12383543593
"Kano","Fagge",374915.804957647,72358.7503568259,18745.7902478823,NA,1,10,"USD",1896400.02336523,5.05820239714743
"Kano","Gabasawa",395730.616308628,76376.0089475652,19786.5308154314,NA,1,11,"Naira",3210690053.24975,8113.32234841732
"Kano","Gabasawa",395730.616308628,76376.0089475652,19786.5308154314,NA,1,11,"USD",2006681.2832811,5.07082646776084
"Kano","Garko",303473.916218647,58570.4658301989,15173.6958109324,NA,1,10,"Naira",2463377808.50199,8117.26371477401
"Kano","Garko",303473.916218647,58570.4658301989,15173.6958109324,NA,1,10,"USD",1539611.13031375,5.07328982173377
"Kano","Garum Mallam",222260.739227297,42896.3226708683,11113.0369613649,NA,1,10,"Naira",1817729958.66764,8178.36728604021
"Kano","Garum Mallam",222260.739227297,42896.3226708683,11113.0369613649,NA,1,10,"USD",1136081.22416727,5.11147955377511
"Kano","Gaya",388638.703358456,75007.2697481819,19431.9351679228,NA,1,10,"Naira",3151177262.22737,8108.2435562804
"Kano","Gaya",388638.703358456,75007.2697481819,19431.9351679228,NA,1,10,"USD",1969485.78889211,5.06765222267526
"Kano","Gezawa",528994.874345099,102096.010748604,26449.7437172549,NA,1,11,"Naira",4276346455.53774,8083.90905645712
"Kano","Gezawa",528994.874345099,102096.010748604,26449.7437172549,NA,1,11,"USD",2672716.53471109,5.0524431602857
"Kano","Gwale",670456.521855019,129398.108718019,33522.8260927509,NA,1,10,"Naira",5406979957.04459,8064.62429820887
"Kano","Gwale",670456.521855019,129398.108718019,33522.8260927509,NA,1,10,"USD",3379362.47315287,5.04039018638054
"Kano","Gwarzo",344054.273068007,66402.4747021255,17202.7136534004,NA,1,10,"Naira",2795485268.91728,8125.12875945219
"Kano","Gwarzo",344054.273068007,66402.4747021255,17202.7136534004,NA,1,10,"USD",1747178.2930733,5.07820547465762
"Kano","Kabo",286970.463308445,55385.2994185299,14348.5231654222,NA,1,10,"Naira",2338654366.45924,8149.46019007392
"Kano","Kabo",286970.463308445,55385.2994185299,14348.5231654222,NA,1,10,"USD",1461658.97903703,5.09341261879621
"Kano","Kano Municipal",695593.933780913,134249.629219716,34779.6966890456,NA,1,13,"Naira",5610460353.42487,8065.71202099063
"Kano","Kano Municipal",695593.933780913,134249.629219716,34779.6966890456,NA,1,13,"USD",3506537.72089055,5.04107001311915
"Kano","Karaye",269895.535246379,52089.8383025512,13494.776762319,NA,1,10,"Naira",2196860814.91115,8139.67082821769
"Kano","Karaye",269895.535246379,52089.8383025512,13494.776762319,NA,1,10,"USD",1373038.00931947,5.08729426763606
