"spatial_level_1","spatial_level_2","spatial_level_3","lga","code_case_management","code_smc","code_pmc","code_iptp","code_vaccine","code_vaccine_priority","code_vaccine_1","code_vaccine_1_priority","code_vaccine_2","code_vaccine_3","code_vaccine_4","code_vaccine_5","code_urban_nets","code_nets","code_irs","code_lsm","code_intervention_counts","code_intervention_mix","pop_2006_census","pop_annual_growth_percent","pop_2025_projected","pop_percent_pop_u5","pop_number_children_u5","pop_u5_smc_population","pop_u5_smc_pop_coded","pop_number_pw","pop_number_pw_children_u5","pop_number_children_u1","pop_number_children_1_2_yrs","pop_number_children_0_2_yrs","pop_number_children_5_36_mons","admin_number_states","admin_proportion_states","admin_number_lgas","admin_proportion_lgas","admin_number_wards","admin_proportion_wards","admin_landmass_sqkm","admin_landmass_2perc_coverage_sqkm","admin_landmass_2perc_coverage_hectares","admin_number_phc","admin_proportion_phc","admin_number_shf","admin_number_thf","admin_number_shf_thf","admin_proportion_shf_thf","admin_number_total_hf","admin_proportion_total_hf","prev_u5_state","itn_campaign_eligable","itn_campaign_net_quantity","itn_campaign_net_proportion","itn_campaign_bale_quantity","itn_campaign_bale_proportion","itn_routine_eligable","itn_routine_net_quantity","itn_routine_net_quantity_eligable","itn_routine_net_proportion","lsm_bti_kg_quantity","lsm_bti_kg_proprotion","smc_eligable","smc_spaq_quantity_3_11_months","smc_spaq_quantity_12_59_months","smc_sqaq_quantity","pmc_eligable","pmc_sp_quantity_u1","pmc_sp_quantity_1_2_years","pmc_sp_total_quantity","iptp_sp_total_quantity","vacc_total_dose_quantity","cm_rdt_kit_quantity","cm_act_packs_quantity","cm_iv_artesunate_quantity","cm_ras_quantity","itn_campaign_net_procurement_cost","itn_campaign_net_distribution_procurement_cost","itn_campaign_campaign_cost","itn_campaign_storage_hardware_cost","itn_campaign_total_cost","itn_routine_net_procurement_cost","itn_routine_net_operational_cost","itn_routine_total_cost","irs_total_cost","lsm_bti_procurement_cost","lsm_operational_cost","lsm_total_cost","ento_surveillance_equipment_procurement_cost","ento_surveillance_total_cost","smc_spaq_3_11_months_procurement_cost","smc_spaq_12_59_months_procurement_cost","smc_spaq_total_procurement_cost","smc_campaign_cost","smc_total_cost","pmc_cost_per_child","pmc_total_cost","iptp_sp_procurement_cost","iptp_sp_distribution_cost","iptp_total_cost","vacc_procurement_cost","vacc_operational_cost","vacc_total_cost","cm_rdt_kits_procurement_cost","cm_rdt_kits_distribution_cost","cm_rdt_kits_total_cost","cm_al_procurement_cost","cm_al_distribution_cost","cm_al_total_cost","cm_iv_artesunate_procurement_cost","cm_iv_artesunate_distribution_cost","cm_iv_artesunate_total_cost","cm_ras_prcurement_cost","cm_ras_distribution_cost","cm_ras_total_cost","cm_eqa_national_cost","cm_public_total_cost","cm_private_total_cost","gf_wd_malaria_long_haul_distribution","gf_wd_malaria_warehouse_axial","gf_wd_malaria_warehouse_wib","gf_wd_total_cost","ss_sbc_total_cost","me_national_level_cost","me_state_level_cost","me_total_cost","cb_national_level_cost","cb_state_level_cost","cb_shf_thf_level_cost","cb_lga_phc_level_cost","cb_total_cost","gc_national_level_cost","gc_state_level_cost","gc_lga_level_cost","gc_total_cost","rm_total_cost","cost_total_ngn","cost_total_usd"
1,6,22,"Shiroro","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",235665,3.42,446458.630731667,19.9,88845.2675156017,84403.0041398216,84403.0041398216,22322.9315365833,111168.199052185,17858.3452292667,17858.3452292667,35716.6904585333,14286.6761834133,NA,NA,1,0.00129198966408269,15,0.00170435177820702,NA,NA,NA,109,0.00399399069290242,NA,NA,NA,NA,NA,NA,NA,1,248032.566007589,0.00265368268253023,4960.65132015177,0.00266142070096253,1,32695.207636227,32695.207636227,0.00193804390320138,NA,NA,1,70365.4518723566,301007.766342859,371373.218215215,0,0,0,0,41076.1175960305,51363.4582146076,106267.006530843,91183.043693283,8833.38659414165,706.678078334047,1754086306.80567,39208982.7053927,144851018.548432,NA,1938146308.05949,231220512.702955,14155717.3614072,245376230.064362,0,NA,NA,NA,NA,NA,32649568.8896832,149299852.33641,181949421.226093,179609591.19791,361559012.424003,0,0,27603151.2236672,0,27603151.2236672,328726128.419614,19249416.3701464,347975544.789761,57809251.690882,0,57809251.690882,62733934.2150761,0,62733934.2150761,21058794.1652062,0,21058794.1652062,870627.407879232,0,870627.407879232,NA,142472607.479044,194342067.412312,473520,683280,2101920,3258720,25442154.3006477,NA,4681778,4681778,NA,NA,NA,54463812,54463812,NA,NA,1440000,1440000,NA,3343502665.75329,2089689.1660958
1,6,23,"Suleja","X","X",NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",215075,3.42,407451.636876979,19.9,81082.8757385188,77028.7319515929,77028.7319515929,20372.581843849,101455.457582368,16298.0654750792,16298.0654750792,32596.1309501583,13038.4523800633,NA,NA,1,0.00129198966408269,10,0.00113623451880468,NA,NA,NA,28,0.00102597926056209,NA,NA,NA,NA,NA,NA,NA,1,226362.014444581,0.0024218310014011,4527.24028889161,0.00242889295083918,1,29838.6344275201,29838.6344275201,0.00176871742719979,NA,NA,1,64217.6375849069,274708.783002102,338926.420587009,0,0,0,0,37487.3060996171,46875.8439968037,96982.4811899135,83216.4009179677,8061.61552090898,644.935767711349,1600832166.15207,35783302.3799136,132195416.435635,NA,1768810884.96762,211018826.595329,12918935.4019674,223937761.997296,0,NA,NA,NA,NA,NA,29796983.1283755,136255556.579269,166052539.707645,163917140.122167,329969679.829811,0,0,25191469.880679,0,25191469.880679,300005397.788592,17567599.0317156,317572996.820308,52758469.8933505,0,52758469.8933505,57252883.9721957,0,57252883.9721957,19218891.8807702,0,19218891.8807702,794560.879849048,0,794560.879849048,NA,130024806.626165,177362443.081082,315680,455520,1401280,2172480,16961436.2004318,NA,4681778,4681778,NA,NA,NA,13990704,13990704,NA,NA,1440000,1440000,NA,3009943961.4034,1881214.97587712
1,6,24,"Tafa","X","X",NA,"X","X",NA,NA,NA,"X",NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",83874,3.42,158896.192451097,19.9,31620.3422977683,30039.3251828799,30039.3251828799,7944.80962255486,39565.1519203232,6355.84769804389,6355.84769804389,12711.6953960878,5084.67815843511,NA,NA,1,0.00129198966408269,10,0.00113623451880468,NA,NA,NA,28,0.00102597926056209,NA,NA,NA,NA,NA,NA,NA,1,88275.6601163537,0.000944454973434921,1765.51320232707,0.000947208961332957,1,11636.3390629958,11636.3390629958,0.000689756622057212,NA,NA,1,25043.3110998325,107129.719704839,132173.030804672,0,0,0,0,14619.1343103535,18280.4349152059,37820.8003130202,32452.3650382128,3143.83326839809,251.509206467612,624285468.342853,13954614.4545525,51552985.5079505,NA,689793068.305356,82292191.383734,5038069.45439783,87330260.8381318,0,NA,NA,NA,NA,NA,11620096.0730414,53136341.0555834,64756437.1286248,63923683.4155835,128680120.544208,0,0,9824058.32743031,0,9824058.32743031,116994781.978939,6850934.79570434,123845716.774644,20574515.4194345,0,20574515.4194345,22327227.2011342,0,22327227.2011342,7494898.69862943,0,7494898.69862943,309859.347838935,0,309859.347838935,NA,50706500.6670371,69167023.3685116,315680,455520,1401280,2172480,16961436.2004318,NA,4681778,4681778,NA,NA,NA,13990704,13990704,NA,NA,1440000,1440000,NA,1196420667.02575,747762.916891094
1,6,25,"Wushishi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",81756,3.42,154883.719746666,19.9,30821.8602295866,29280.7672181073,29280.7672181073,7744.18598733333,38566.04621692,6195.34878986666,6195.34878986666,12390.6975797333,4956.27903189333,NA,NA,1,0.00129198966408269,11,0.00124985797068515,NA,NA,NA,32,0.00117254772635667,NA,NA,NA,NA,NA,NA,NA,1,86046.5086733983,0.000920605441592691,1720.93017346797,0.000923289885336782,1,11342.4963210802,11342.4963210802,0.000672338774744372,NA,NA,1,24410.9133018326,104424.46245784,128835.375759672,0,0,0,0,14249.9695337919,17818.8143754629,36865.7432624088,31632.8725953708,3064.44467524089,245.158054748386,608520909.338273,13602230.2423444,50251161.0652646,NA,672374300.645882,80214135.4742656,4910847.29849237,85124982.772758,0,NA,NA,NA,NA,NA,11326663.5017713,51794533.4590014,63121196.9607727,62309472.0810316,125430669.041804,0,0,9575979.59579122,0,9575979.59579122,114040410.561916,6677933.8669624,120718344.428879,20054964.3826608,0,20054964.3826608,21763416.399074,0,21763416.399074,7305636.28782635,0,7305636.28782635,302034.728782698,0,302034.728782698,NA,49426051.7983438,67420406.3537692,347248,501072,1541408,2389728,18657579.8204749,NA,4681778,4681778,NA,NA,NA,15989376,15989376,NA,NA,1440000,1440000,NA,1170839468.4577,731774.667786064
1,7,1,"Barikin Ladi","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",179805,2.94,311817.782522591,17.1,53320.8408113631,50654.7987707949,50654.7987707949,15590.8891261296,68911.7299374926,12472.7113009036,12472.7113009036,24945.4226018073,9978.16904072291,NA,NA,1,0.00129198966408269,11,0.00124985797068515,NA,NA,NA,62,0.00227181121981606,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,23062.3708031074,23062.3708031074,0.00136704704939105,NA,NA,1,42230.1059225996,180651.008668898,222881.114591498,0,0,0,0,24965.2842499578,35873.513335207,54412.0526980979,50398.0639782553,4882.30403670217,390.559650108313,0,0,0,NA,0,163097089.352375,9985084.24858656,173082173.600961,0,NA,NA,NA,NA,NA,19594768.6805121,89602900.4380203,109197669.118532,107793410.817025,216991079.935557,0,0,16776671.1370019,0,16776671.1370019,229590482.444156,13444269.8925014,243034752.336657,29600156.7384786,0,29600156.7384786,34673868.1022113,0,34673868.1022113,11639413.1135451,0,11639413.1135451,481169.497428909,0,481169.497428909,NA,76394607.451664,104207301.417518,347248,501072,1541408,2389728,18657579.8204749,NA,4681778,4681778,NA,NA,NA,30979416,30979416,NA,NA,1440000,1440000,NA,886245359.699835,553903.349812397
1,7,2,"Bassa2","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",189834,2.94,329210.071618662,17.1,56294.9222467912,53480.1761344517,53480.1761344517,16460.5035809331,72755.4258277243,13168.4028647465,13168.4028647465,26336.805729493,10534.7222917972,NA,NA,1,0.00129198966408269,16,0.00181797523008749,NA,NA,NA,48,0.00175882158953501,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,24348.7227776596,24348.7227776596,0.00144329695822753,NA,NA,1,44585.5784194587,190727.196572129,235312.774991587,0,0,0,0,26357.7752026167,37874.4335834693,57446.9987591597,53209.1214218076,5154.62475739451,412.343931585114,0,0,0,NA,0,172194170.685569,10542023.209845,182736193.895414,0,NA,NA,NA,NA,NA,20687707.8929748,94600689.6457337,115288397.538709,113805813.792938,229094211.331646,0,0,17712425.0639394,0,17712425.0639394,242396371.871215,14194152.1691449,256590524.04036,31251167.3996405,0,31251167.3996405,36607875.6281259,0,36607875.6281259,12288625.7278537,0,12288625.7278537,508007.73268218,0,508007.73268218,NA,80655676.4883022,110019681.640072,505088,728832,2242048,3475968,27138297.9206908,NA,4681778,4681778,NA,NA,NA,23984064,23984064,NA,NA,1440000,1440000,NA,934052852.380424,583783.032737765
1,7,3,"Bokkos","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",179550,2.94,311375.561591342,17.1,53245.2210321195,50582.9599805135,50582.9599805135,15568.7780795671,68813.9991116866,12455.0224636537,12455.0224636537,24910.0449273074,9964.01797092294,NA,NA,1,0.00129198966408269,14,0.00159072832632655,NA,NA,NA,93,0.00340771682972408,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,23029.6636784179,23029.6636784179,0.00136510829909159,NA,NA,1,42170.2150574386,180394.808856821,222565.023914259,0,0,0,0,24929.8784076078,35822.6374090622,54334.8853588247,50326.5892900405,4875.37993821014,390.00575722003,0,0,0,NA,0,162865784.562269,9970923.37161767,172836707.933887,0,NA,NA,NA,NA,NA,19566979.3197405,89475825.3310339,109042804.650774,107640537.872678,216683342.523452,0,0,16752878.4107711,0,16752878.4107711,229264876.520943,13425203.1878903,242690079.708834,29558177.7058137,0,29558177.7058137,34624693.5165988,0,34624693.5165988,11622906.0623288,0,11622906.0623288,480487.101378496,0,480487.101378496,NA,76286264.3861198,104059514.304471,441952,637728,1961792,3041472,23746010.6806045,NA,4681778,4681778,NA,NA,NA,46469124,46469124,NA,NA,1440000,1440000,NA,905645699.948139,566028.562467587
1,7,4,"Jos East","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",88301,2.94,153131.570393078,17.1,26185.4985372163,24876.2236103555,24876.2236103555,7656.57851965388,33842.0770568701,6125.2628157231,6125.2628157231,12250.5256314462,4900.21025257848,NA,NA,1,0.00129198966408269,10,0.00113623451880468,NA,NA,NA,45,0.00164889524018907,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,11325.7718321803,11325.7718321803,0.00067134741252067,NA,NA,1,20738.9148414753,88716.4690440887,109455.383885564,0,0,0,0,12260.2795503769,17617.2359000702,26721.3851967117,24750.1429178495,2397.66596448841,191.801160502846,0,0,0,NA,0,80095859.8865662,4903606.26364362,84999466.1502098,0,NA,NA,NA,NA,NA,9622856.25682211,44003368.7137601,53626224.9705822,52936603.3678381,106562828.33842,0,0,8238907.91729045,0,8238907.91729045,112750308.335705,6602388.56415429,119352696.899859,14536433.581738,0,14536433.581738,17028098.3693076,0,17028098.3693076,5716035.80178054,0,5716035.80178054,236299.033911571,0,236299.033911571,NA,37516866.7867378,51175489.6830915,315680,455520,1401280,2172480,16961436.2004318,NA,4681778,4681778,NA,NA,NA,22485060,22485060,NA,NA,1440000,1440000,NA,453414529.976041,283384.081235025
1,7,5,"Jos North","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",437217,2.94,758221.60352148,17.1,129655.894202173,123173.099492064,123173.099492064,37911.080176074,167566.974378247,30328.8641408592,30328.8641408592,60657.7282817184,24263.0913126874,NA,NA,1,0.00129198966408269,14,0.00159072832632655,NA,NA,NA,38,0.00139240042504855,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,56078.8664131821,56078.8664131821,0.00332413564580299,NA,NA,1,102687.468208121,439274.169556963,541961.637765084,0,0,0,0,60706.0242146426,87230.6658873736,132309.304215702,122548.818655659,11871.8963544663,949.691713475189,0,0,0,NA,0,396589750.648631,24279906.4537375,420869657.102369,0,NA,NA,NA,NA,NA,47646984.1116068,217879988.436417,265526972.548024,262112353.367188,527639325.915212,0,0,40794448.5665392,0,40794448.5665392,558276254.624658,32691323.0977435,590967577.722401,71976261.6652897,0,71976261.6652897,84313587.4421986,0,84313587.4421986,28302601.6143315,0,28302601.6143315,1170020.21165916,0,1170020.21165916,NA,185762470.933479,253392306.687039,441952,637728,1961792,3041472,23746010.6806045,NA,4681778,4681778,NA,NA,NA,18987384,18987384,NA,NA,1440000,1440000,NA,2068280959.60764,1292675.59975478
1,7,6,"Jos South","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,"X",NA,NA,NA,6,"CM+IPTp+LLIN-Urban+SMC",311392,2.94,540015.922445286,17.1,92342.7227381439,87725.5866012367,87725.5866012367,27000.7961222643,119343.518860408,21600.6368978114,21600.6368978114,43201.2737956229,17280.5095182492,NA,NA,1,0.00129198966408269,12,0.00136348142256562,NA,NA,NA,44,0.00161225312374043,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,39940.1449855189,39940.1449855189,0.00236749542450976,NA,NA,1,73135.43640861,312857.144636832,385992.581045442,0,0,0,0,43235.6708276347,62126.8878200094,94232.5180821784,87280.9651473367,8455.32893188043,676.383585364855,0,0,0,NA,0,282456710.589887,17292485.4944849,299749196.084372,0,NA,NA,NA,NA,NA,33934841.6838354,155177143.979289,189111985.663124,186680046.612358,375792032.275482,0,0,29054371.0057746,0,29054371.0057746,397612077.023723,23283212.8715318,420895289.895255,51262489.9591688,0,51262489.9591688,60049304.1688706,0,60049304.1688706,20157504.6759159,0,20157504.6759159,833304.591882221,0,833304.591882221,NA,132302603.395837,180469508.65106,378816,546624,1681536,2606976,20353723.4405181,NA,4681778,4681778,NA,NA,NA,21985392,21985392,NA,NA,1440000,1440000,NA,1486723894.7483,929202.434217687
1,7,7,"Kanam","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",167619,2.94,290684.824608071,17.1,49707.1050079801,47221.7497575811,47221.7497575811,14534.2412304035,64241.3462383837,11627.3929843228,11627.3929843228,23254.7859686457,9301.91438745827,NA,NA,1,0.00129198966408269,14,0.00159072832632655,NA,NA,NA,51,0.00186874793888095,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,21499.3550326524,21499.3550326524,0.00127439759390383,NA,NA,1,39368.0271663203,168407.671767037,207775.698933357,0,0,0,0,23273.3015249502,33442.24260579,50724.3617318899,46982.4147602746,4551.4135887655,364.090086435335,0,0,0,NA,0,152043441.618173,9308360.92802664,161351802.5462,0,NA,NA,NA,NA,NA,18266764.1692876,83530205.3253276,101796969.494615,100487882.582458,202284852.077074,0,0,15639658.7375942,0,15639658.7375942,214030349.972509,12533105.7262656,226563455.698775,27594052.848069,0,27594052.848069,32323901.4344682,0,32323901.4344682,10850570.2660066,0,10850570.2660066,448558.994408032,0,448558.994408032,NA,71217083.5429519,97144816.085776,441952,637728,1961792,3041472,23746010.6806045,NA,4681778,4681778,NA,NA,NA,25483068,25483068,NA,NA,1440000,1440000,NA,829552525.368975,518470.328355609
1,7,8,"Kanke","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",124268,2.94,215505.532095978,17.1,36851.4459884123,35008.8736889916,35008.8736889916,10775.2766047989,47626.7225932112,8620.22128383912,8620.22128383912,17240.4425676782,6896.1770270713,NA,NA,1,0.00129198966408269,10,0.00113623451880468,NA,NA,NA,65,0.00238173756916199,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,15939.0155722063,15939.0155722063,0.000944802440052986,NA,NA,1,29186.3452228225,124852.699008741,154039.044231563,0,0,0,0,17254.169479012,24793.1356477267,37605.6114384318,34831.4374708703,3374.28969179336,269.92612329835,0,0,0,NA,0,112720720.222691,6900956.31046608,119621676.533157,0,NA,NA,NA,NA,NA,13542463.8602368,61926938.8038815,75469402.6641183,74498882.5416983,149968285.205817,0,0,11594801.9735433,0,11594801.9735433,158676066.140376,9291691.17099835,167967757.311375,20457452.6713788,0,20457452.6713788,23964029.0388231,0,23964029.0388231,8044306.82569466,0,8044306.82569466,332548.98977501,0,332548.98977501,NA,52798337.5256716,72020427.3104315,315680,455520,1401280,2172480,16961436.2004318,NA,4681778,4681778,NA,NA,NA,32478420,32478420,NA,NA,1440000,1440000,NA,629532920.060426,393458.075037766
1,7,9,"Langtang North","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",142316,2.94,246804.368830038,17.1,42203.5470699366,40093.3697164398,40093.3697164398,12340.2184415019,54543.7655114385,9872.17475320154,9872.17475320154,19744.3495064031,7897.73980256123,NA,NA,1,0.00129198966408269,14,0.00159072832632655,NA,NA,NA,62,0.00227181121981606,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,18253.9104208172,18253.9104208172,0.00108202034360077,NA,NA,1,33425.2092793898,142985.617472945,176410.826752335,0,0,0,0,19760.0700387475,28393.9541381681,43067.2433568727,39890.1636391056,3864.35294506441,309.128707014903,0,0,0,NA,0,129091656.896485,7903213.20275768,136994870.099243,0,NA,NA,NA,NA,NA,15509296.7355511,70920866.3760035,86430163.1115546,85318689.9910222,171748853.102577,0,0,13278767.161834,0,13278767.161834,181721304.187995,10641165.2291161,192362469.417111,23428580.4421085,0,23428580.4421085,27444432.6511182,0,27444432.6511182,9212617.65060645,0,9212617.65060645,380846.573766539,0,380846.573766539,NA,60466477.3175997,82480277.5703429,441952,637728,1961792,3041472,23746010.6806045,NA,4681778,4681778,NA,NA,NA,30979416,30979416,NA,NA,1440000,1440000,NA,718178919.349312,448861.82459332
1,7,10,"Langtang South","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",105173,2.94,182390.988244201,17.1,31188.8589897583,29629.4160402704,29629.4160402704,9119.54941221003,40308.4084019683,7295.63952976802,7295.63952976802,14591.279059536,5836.51162381442,NA,NA,1,0.00129198966408269,10,0.00113623451880468,NA,NA,NA,46,0.00168553735663772,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,13489.8291175174,13489.8291175174,0.00079962425586388,NA,NA,1,24701.5763198886,105667.854257301,130369.43057719,0,0,0,0,14602.8966959807,20983.4265899376,31827.1395034457,29479.244641612,2855.79690471387,228.449320546379,0,0,0,NA,0,95400073.2930524,5840556.52332579,101240629.816378,0,NA,NA,NA,NA,NA,11461531.1389311,52411255.7924858,63872786.9314169,63051396.7679373,126924183.699354,0,0,9813146.65049306,0,9813146.65049306,134293928.478625,7863931.46688938,142157859.945515,17313963.9312367,0,17313963.9312367,20281720.3632484,0,20281720.3632484,6808219.99049461,0,6808219.99049461,281449.567882376,0,281449.567882376,NA,44685353.852862,60953780.5510671,315680,455520,1401280,2172480,16961436.2004318,NA,4681778,4681778,NA,NA,NA,22984728,22984728,NA,NA,1440000,1440000,NA,531842896.716101,332401.810447563
1,7,11,"Mangu","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",300520,2.94,521161.702976497,17.1,89118.651208981,84662.718648532,84662.718648532,26058.0851488249,115176.736357806,20846.4681190599,20846.4681190599,41692.9362381198,16677.1744952479,NA,NA,1,0.00129198966408269,16,0.00181797523008749,NA,NA,NA,79,0.00289472719944304,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,38545.6671046402,38545.6671046402,0.00228483623527154,NA,NA,1,70581.971757513,301933.990296028,372515.962053541,0,0,0,0,41726.13232556,59957.7777453153,90942.4658759899,84233.6207933333,8160.11795617327,652.768199163261,0,0,0,NA,0,272594962.832934,16688732.3399529,289283695.172886,0,NA,NA,NA,NA,NA,32750034.1139985,149759259.417891,182509293.531889,180162263.667486,362671557.199376,0,0,28039961.1250623,0,28039961.1250623,383729772.721102,22470298.3125859,406200071.033688,49472701.5547265,0,49472701.5547265,57952731.2481663,0,57952731.2481663,19453721.6922921,0,19453721.6922921,804210.435568175,0,804210.435568175,NA,127683364.930753,174168561.619491,505088,728832,2242048,3475968,27138297.9206908,NA,4681778,4681778,NA,NA,NA,39473772,39473772,NA,NA,1440000,1440000,NA,1460781059.00195,912988.161876217
1,7,12,"Mikang","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",96388,2.94,167156.043612733,17.1,28583.6834577774,27154.4992848885,27154.4992848885,8357.80218063667,36941.4856384141,6686.24174450933,6686.24174450933,13372.4834890187,5348.99339560746,NA,NA,1,0.00129198966408269,10,0.00113623451880468,NA,NA,NA,37,0.0013557583085999,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,12363.0366061562,12363.0366061562,0.000732832407311836,NA,NA,1,22638.2772985597,96841.5195549498,119479.796853509,0,0,0,0,13383.1307154136,19230.701055888,29168.6490112303,27016.8715593897,2617.25492333166,209.367167512806,0,0,0,NA,0,87431396.5045282,5352700.42853514,92784096.9330633,0,NA,NA,NA,NA,NA,10504160.4158794,48033393.7733651,58537554.1892445,57784773.959742,116322328.148986,0,0,8993463.90563857,0,8993463.90563857,123076485.202454,7207064.80019143,130283550.002646,15867745.1000166,0,15867745.1000166,18587607.6785181,0,18587607.6785181,6239535.89270816,0,6239535.89270816,257940.354929939,0,257940.354929939,NA,40952829.0261727,55862369.6172616,315680,455520,1401280,2172480,16961436.2004318,NA,4681778,4681778,NA,NA,NA,18487716,18487716,NA,NA,1440000,1440000,NA,486769567.8342,304230.979896375
1,7,13,"Pankshin","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",190114,2.94,329695.647543171,17.1,56377.9557298823,53559.0579433881,53559.0579433881,16484.7823771586,72862.7381070408,13187.8259017268,13187.8259017268,26375.6518034537,10550.2607213815,NA,NA,1,0.00129198966408269,12,0.00136348142256562,NA,NA,NA,82,0.00300465354878898,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,24384.636483201,24384.636483201,0.00144542578208576,NA,NA,1,44651.3409380668,191008.514012841,235659.854950908,0,0,0,0,26396.6522059814,37930.2973455107,57531.7315238518,53287.6034323964,5162.22768907203,412.952127697738,0,0,0,NA,0,172448152.41588,10557572.4080853,183005724.823966,0,NA,NA,NA,NA,NA,20718221.7008808,94740223.0965424,115458444.797423,113973674.280848,229432119.078271,0,0,17738550.410389,0,17738550.410389,242753899.943763,14215088.1585217,256968988.102284,31297262.0237431,0,31297262.0237431,36661871.2515436,0,36661871.2515436,12306751.1174246,0,12306751.1174246,508757.030306163,0,508757.030306163,NA,80774641.4230174,110181957.685771,378816,546624,1681536,2606976,20353723.4405181,NA,4681778,4681778,NA,NA,NA,40972776,40972776,NA,NA,1440000,1440000,NA,945550258.964217,590968.911852635
1,7,14,"Qua'an Pan","X","X",NA,"X","X",NA,"X",NA,NA,NA,NA,NA,NA,"X",NA,NA,6,"CM+IPTp+LLIN+SMC",197276,2.94,342115.986012217,17.1,58501.8336080891,55576.7419276847,55576.7419276847,17105.7993006109,75607.6329087,13684.6394404887,13684.6394404887,27369.2788809774,10947.7115523909,NA,NA,1,0.00129198966408269,11,0.00124985797068515,NA,NA,NA,62,0.00227181121981606,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,1,25303.2577656562,25303.2577656562,0.00149987805520241,NA,NA,1,46333.4522176066,198204.212264206,244537.664481813,0,0,0,0,27391.0704134739,39359.2125731559,59699.0745978697,55295.0611460988,5356.69982005204,428.508915407066,0,0,0,NA,0,178944642.246206,10955298.6859329,189899940.932139,0,NA,NA,NA,NA,NA,21498721.3159629,98309289.434726,119808010.750689,118267305.760905,238075316.511593,0,0,18406799.4506448,0,18406799.4506448,251898957.285133,14750600.8582247,266649558.143358,32476296.6588254,0,32476296.6588254,38043002.1619635,0,38043002.1619635,12770372.6892341,0,12770372.6892341,527922.993102447,0,527922.993102447,NA,83817594.5031254,114332747.111828,347248,501072,1541408,2389728,18657579.8204749,NA,4681778,4681778,NA,NA,NA,30979416,30979416,NA,NA,1440000,1440000,NA,966940730.473163,604337.956545727
