"","state","lga","year","prev_u5"
"2766","Rivers","Etche",2019,0.348306717575462
"2767","Rivers","Etche",2020,0.386246524489021
"2768","Rivers","Etche",2021,0.391346570478023
"2769","Rivers","Gokana",2018,0.373137361729999
"2770","Rivers","Gokana",2019,0.371754660969962
"2771","Rivers","Gokana",2020,0.408596659941647
"2772","Rivers","Gokana",2021,0.391386961435881
"2773","Rivers","Ikwerre",2018,0.298269119428719
"2774","Rivers","Ikwerre",2019,0.312809859825965
"2775","Rivers","Ikwerre",2020,0.332842789912037
"2776","Rivers","Ikwerre",2021,0.292453347612502
"2777","Rivers","Khana",2018,0.397806634491163
"2778","Rivers","Khana",2019,0.394568425342111
"2779","Rivers","Khana",2020,0.429066487882606
"2780","Rivers","Khana",2021,0.424878823513926
"2781","Rivers","Obia/Akpor",2018,0.203570707266235
"2782","Rivers","Obia/Akpor",2019,0.216640774028799
"2783","Rivers","Obia/Akpor",2020,0.262497390728386
"2784","Rivers","Obia/Akpor",2021,0.265554170550348
"2785","Rivers","Ogba/Egbema/Ndoni",2018,0.201283227892692
"2786","Rivers","Ogba/Egbema/Ndoni",2019,0.251037549514012
"2787","Rivers","Ogba/Egbema/Ndoni",2020,0.27149689901206
"2788","Rivers","Ogba/Egbema/Ndoni",2021,0.257212743531885
"2789","Rivers","Ogu/Bolo",2018,0.319129258574574
"2790","Rivers","Ogu/Bolo",2019,0.314041717465091
"2791","Rivers","Ogu/Bolo",2020,0.350338765078461
"2792","Rivers","Ogu/Bolo",2021,0.325326845760781
"2793","Rivers","Okrika",2018,0.228931396669645
"2794","Rivers","Okrika",2019,0.258099467700093
"2795","Rivers","Okrika",2020,0.293943568123934
"2796","Rivers","Okrika",2021,0.262833528293659
"2797","Rivers","Omumma",2018,0.398987941136481
"2798","Rivers","Omumma",2019,0.379349850829292
"2799","Rivers","Omumma",2020,0.404609411997292
"2800","Rivers","Omumma",2021,0.357479461245947
"2801","Rivers","Opobo/Nkoro",2018,0.433858565959217
"2802","Rivers","Opobo/Nkoro",2019,0.430683758487294
"2803","Rivers","Opobo/Nkoro",2020,0.46602481221313
"2804","Rivers","Opobo/Nkoro",2021,0.456738937179203
"2805","Rivers","Oyigbo",2018,0.239495664369478
"2806","Rivers","Oyigbo",2019,0.273568700805189
"2807","Rivers","Oyigbo",2020,0.277451162504691
"2808","Rivers","Oyigbo",2021,0.238417108773977
"2809","Rivers","Port Harcourt",2018,0.207427276543121
"2810","Rivers","Port Harcourt",2019,0.204953144260174
"2811","Rivers","Port Harcourt",2020,0.24702192752824
"2812","Rivers","Port Harcourt",2021,0.263662339311376
"2813","Rivers","Tai",2018,0.384972341322445
"2814","Rivers","Tai",2019,0.361150802250441
"2815","Rivers","Tai",2020,0.395283143643972
"2816","Rivers","Tai",2021,0.37278349644053
"2817","Sokoto","Binji",2018,0.436021365325053
"2818","Sokoto","Binji",2019,0.361105254260819
"2819","Sokoto","Binji",2020,0.366636196634111
"2820","Sokoto","Binji",2021,0.445057657809859
"2821","Sokoto","Bodinga",2018,0.429645359890227
"2822","Sokoto","Bodinga",2019,0.344101690648507
"2823","Sokoto","Bodinga",2020,0.343127875761606
"2824","Sokoto","Bodinga",2021,0.416572989243136
"2825","Sokoto","Dange Shuni",2018,0.424820875954061
"2826","Sokoto","Dange Shuni",2019,0.354505869447322
"2827","Sokoto","Dange Shuni",2020,0.35456028116547
"2828","Sokoto","Dange Shuni",2021,0.405897879792758
"2829","Sokoto","Gada",2018,0.42416033734856
"2830","Sokoto","Gada",2019,0.339281910373787
"2831","Sokoto","Gada",2020,0.351609224357722
"2832","Sokoto","Gada",2021,0.394347853498968
"2833","Sokoto","Gwadabawa",2018,0.422454449022373
"2834","Sokoto","Gwadabawa",2019,0.326351457769366
"2835","Sokoto","Gwadabawa",2020,0.328810514657461
"2836","Sokoto","Gwadabawa",2021,0.40387778576546
"2837","Sokoto","Goronyo",2018,0.384139288859614
"2838","Sokoto","Goronyo",2019,0.340089612722133
"2839","Sokoto","Goronyo",2020,0.352003995373985
"2840","Sokoto","Goronyo",2021,0.414717433738113
"2841","Sokoto","Gudu",2018,0.449784356358771
"2842","Sokoto","Gudu",2019,0.362474102420007
"2843","Sokoto","Gudu",2020,0.367588990492335
"2844","Sokoto","Gudu",2021,0.445944546380946
"2845","Sokoto","Illela",2018,0.39779169798034
"2846","Sokoto","Illela",2019,0.29626035793526
"2847","Sokoto","Illela",2020,0.322384786830136
"2848","Sokoto","Illela",2021,0.398290545584269
"2849","Sokoto","Isa",2018,0.394414611991656
"2850","Sokoto","Isa",2019,0.346225198931469
"2851","Sokoto","Isa",2020,0.370588840847825
"2852","Sokoto","Isa",2021,0.414916167016566
"2853","Sokoto","Kebbe",2018,0.454805266732466
"2854","Sokoto","Kebbe",2019,0.415732138346273
"2855","Sokoto","Kebbe",2020,0.424151563187883
"2856","Sokoto","Kebbe",2021,0.442411274584802
"2857","Sokoto","Kware",2018,0.420234526887571
"2858","Sokoto","Kware",2019,0.360330135778499
"2859","Sokoto","Kware",2020,0.366651581232504
"2860","Sokoto","Kware",2021,0.409632665375131
"2861","Sokoto","Rabah",2018,0.446103080559228
"2862","Sokoto","Rabah",2019,0.387608791387548
"2863","Sokoto","Rabah",2020,0.383699197420585
"2864","Sokoto","Rabah",2021,0.439240085383774
"2865","Sokoto","Sabon Birni",2018,0.366444529644643
"2866","Sokoto","Sabon Birni",2019,0.32923010091535
"2867","Sokoto","Sabon Birni",2020,0.34797480297877
"2868","Sokoto","Sabon Birni",2021,0.404668854618084
"2869","Sokoto","Shagari",2018,0.454554386459387
"2870","Sokoto","Shagari",2019,0.384029988838054
"2871","Sokoto","Shagari",2020,0.376839728276283
"2872","Sokoto","Shagari",2021,0.429778991571166
"2873","Sokoto","Silame",2018,0.469225417256526
"2874","Sokoto","Silame",2019,0.384458318933904
"2875","Sokoto","Silame",2020,0.415230387518163
"2876","Sokoto","Silame",2021,0.481373920394389
"2877","Sokoto","Sokoto North",2018,0.265053705427803
"2878","Sokoto","Sokoto North",2019,0.19805700613852
"2879","Sokoto","Sokoto North",2020,0.19964578831085
"2880","Sokoto","Sokoto North",2021,0.306048167850699
"2881","Sokoto","Sokoto South",2018,0.248749994265408
"2882","Sokoto","Sokoto South",2019,0.194823041144792
"2883","Sokoto","Sokoto South",2020,0.181397494734631
"2884","Sokoto","Sokoto South",2021,0.245827486614124
"2885","Sokoto","Tambuwal",2018,0.430659831470536
"2886","Sokoto","Tambuwal",2019,0.329536991809565
"2887","Sokoto","Tambuwal",2020,0.348259173109071
"2888","Sokoto","Tambuwal",2021,0.417611558749988
"2889","Sokoto","Tangaza",2018,0.429116061170269
"2890","Sokoto","Tangaza",2019,0.347969758859618
"2891","Sokoto","Tangaza",2020,0.356258357512923
"2892","Sokoto","Tangaza",2021,0.42962851373158
"2893","Sokoto","Tureta",2018,0.455683734391447
"2894","Sokoto","Tureta",2019,0.406858171191651
"2895","Sokoto","Tureta",2020,0.40094372471749
"2896","Sokoto","Tureta",2021,0.427520070179696
"2897","Sokoto","Wamako",2018,0.400759935049705
"2898","Sokoto","Wamako",2019,0.324285963395636
"2899","Sokoto","Wamako",2020,0.324400620624207
"2900","Sokoto","Wamako",2021,0.386303099485791
"2901","Sokoto","Wurno",2018,0.411014566336869
"2902","Sokoto","Wurno",2019,0.32206766829724
"2903","Sokoto","Wurno",2020,0.3198812666078
"2904","Sokoto","Wurno",2021,0.39186442840381
"2905","Sokoto","Yabo",2018,0.467238321695904
"2906","Sokoto","Yabo",2019,0.373589087241974
"2907","Sokoto","Yabo",2020,0.374725141899239
"2908","Sokoto","Yabo",2021,0.416786469289622
"2909","Taraba","Ardo Kola",2018,0.412877655729223
"2910","Taraba","Ardo Kola",2019,0.416365046323969
"2911","Taraba","Ardo Kola",2020,0.410475595020822
"2912","Taraba","Ardo Kola",2021,0.332567367579178
"2913","Taraba","Bali",2018,0.38504652017514
"2914","Taraba","Bali",2019,0.425218093966547
"2915","Taraba","Bali",2020,0.398202505501567
"2916","Taraba","Bali",2021,0.373770388877564
"2917","Taraba","Donga",2018,0.338340691654298
"2918","Taraba","Donga",2019,0.436224275219632
"2919","Taraba","Donga",2020,0.382016475380027
"2920","Taraba","Donga",2021,0.337512013071719
"2921","Taraba","Gashaka",2018,0.381339952891838
"2922","Taraba","Gashaka",2019,0.409297753679264
"2923","Taraba","Gashaka",2020,0.388831241246478
"2924","Taraba","Gashaka",2021,0.360203870878706
"2925","Taraba","Gassol",2018,0.376702715643253
"2926","Taraba","Gassol",2019,0.395665809869516
"2927","Taraba","Gassol",2020,0.371711427109915
"2928","Taraba","Gassol",2021,0.299660633486713
"2929","Taraba","Ibi",2018,0.390510671508104
"2930","Taraba","Ibi",2019,0.422398404230884
"2931","Taraba","Ibi",2020,0.391764531765641
"2932","Taraba","Ibi",2021,0.349910214784654
"2933","Taraba","Jalingo",2018,0.296522648602013
"2934","Taraba","Jalingo",2019,0.238285623732864
"2935","Taraba","Jalingo",2020,0.265973761988648
"2936","Taraba","Jalingo",2021,0.230809383406919
"2937","Taraba","Karin Lamido",2018,0.42670533605602
"2938","Taraba","Karin Lamido",2019,0.410655489231711
"2939","Taraba","Karin Lamido",2020,0.40738768147215
"2940","Taraba","Karin Lamido",2021,0.359015694472993
"2941","Taraba","Kurmi",2018,0.38944216832189
"2942","Taraba","Kurmi",2019,0.447758614900748
"2943","Taraba","Kurmi",2020,0.414331228383755
"2944","Taraba","Kurmi",2021,0.41157011815852
"2945","Taraba","Lau",2018,0.437893707105116
"2946","Taraba","Lau",2019,0.419812164258317
"2947","Taraba","Lau",2020,0.421054035234929
"2948","Taraba","Lau",2021,0.363821264743019
"2949","Taraba","Sardauna",2018,0.336901913258156
"2950","Taraba","Sardauna",2019,0.395538849808281
"2951","Taraba","Sardauna",2020,0.379793686171091
"2952","Taraba","Sardauna",2021,0.353917012848153
"2953","Taraba","Takum",2018,0.364043241263451
"2954","Taraba","Takum",2019,0.427477353076133
"2955","Taraba","Takum",2020,0.378388552557012
"2956","Taraba","Takum",2021,0.342072518184359
"2957","Taraba","Ussa",2018,0.377634892194306
"2958","Taraba","Ussa",2019,0.466319192123977
"2959","Taraba","Ussa",2020,0.420038903469278
"2960","Taraba","Ussa",2021,0.376775146998743
"2961","Taraba","Wukari",2018,0.350442653644839
"2962","Taraba","Wukari",2019,0.397131795341263
"2963","Taraba","Wukari",2020,0.357126896871442
"2964","Taraba","Wukari",2021,0.305716115079399
"2965","Taraba","Yorro",2018,0.434699686464847
"2966","Taraba","Yorro",2019,0.415531408641182
"2967","Taraba","Yorro",2020,0.414210883199212
"2968","Taraba","Yorro",2021,0.377330369785102
"2969","Taraba","Zing",2018,0.39812718904184
"2970","Taraba","Zing",2019,0.395793719480256
"2971","Taraba","Zing",2020,0.40074429748511
"2972","Taraba","Zing",2021,0.387024889282431
"2973","Yobe","Bade",2018,0.334223574063863
"2974","Yobe","Bade",2019,0.354867570730259
"2975","Yobe","Bade",2020,0.353007138120192
"2976","Yobe","Bade",2021,0.364641379826468
"2977","Yobe","Bursari",2018,0.361544248026584
"2978","Yobe","Bursari",2019,0.391794510849108
"2979","Yobe","Bursari",2020,0.388680410532682
"2980","Yobe","Bursari",2021,0.352916683319151
"2981","Yobe","Damaturu",2018,0.305907568719611
"2982","Yobe","Damaturu",2019,0.295874045914276
"2983","Yobe","Damaturu",2020,0.338201734765484
"2984","Yobe","Damaturu",2021,0.294412599763306
"2985","Yobe","Fika",2018,0.389734464615504
"2986","Yobe","Fika",2019,0.371260860977971
"2987","Yobe","Fika",2020,0.408938108184367
"2988","Yobe","Fika",2021,0.379516074028946
"2989","Yobe","Fune",2018,0.396841061719661
"2990","Yobe","Fune",2019,0.393589000882936
"2991","Yobe","Fune",2020,0.420052735266495
"2992","Yobe","Fune",2021,0.391607269153128
"2993","Yobe","Geidam",2018,0.355378153500317
"2994","Yobe","Geidam",2019,0.364449231443829
"2995","Yobe","Geidam",2020,0.39099008281647
"2996","Yobe","Geidam",2021,0.37916733761918
"2997","Yobe","Gujba",2018,0.415842161853147
"2998","Yobe","Gujba",2019,0.370364724587841
"2999","Yobe","Gujba",2020,0.418663758268934
"3000","Yobe","Gujba",2021,0.372675912435783
"3001","Yobe","Gulani",2018,0.416727993695792
"3002","Yobe","Gulani",2019,0.389284908397288
"3003","Yobe","Gulani",2020,0.429942705825104
"3004","Yobe","Gulani",2021,0.395125721963752
"3005","Yobe","Jakusko",2018,0.388871881057088
"3006","Yobe","Jakusko",2019,0.398687883290948
"3007","Yobe","Jakusko",2020,0.393956466057644
"3008","Yobe","Jakusko",2021,0.376438071820574
"3009","Yobe","Karasuwa",2018,0.358965155440083
"3010","Yobe","Karasuwa",2019,0.367452326585224
"3011","Yobe","Karasuwa",2020,0.332018553463812
"3012","Yobe","Karasuwa",2021,0.336433583610674
"3013","Yobe","Machina",2018,0.384137497837063
"3014","Yobe","Machina",2019,0.373513773094568
"3015","Yobe","Machina",2020,0.343866512418998
"3016","Yobe","Machina",2021,0.384255189814449
"3017","Yobe","Nangere",2018,0.365470070334783
"3018","Yobe","Nangere",2019,0.372009622004951
"3019","Yobe","Nangere",2020,0.386659105508315
"3020","Yobe","Nangere",2021,0.352828604882024
"3021","Yobe","Nguru",2018,0.305655791829789
"3022","Yobe","Nguru",2019,0.333630670177542
"3023","Yobe","Nguru",2020,0.312242169272011
"3024","Yobe","Nguru",2021,0.364363292444086
"3025","Yobe","Potiskum",2018,0.316330751566503
"3026","Yobe","Potiskum",2019,0.32779333669174
"3027","Yobe","Potiskum",2020,0.339259756918253
"3028","Yobe","Potiskum",2021,0.318219749421927
"3029","Yobe","Tarmua",2018,0.390153073526441
"3030","Yobe","Tarmua",2019,0.409547395049137
"3031","Yobe","Tarmua",2020,0.43896555845101
"3032","Yobe","Tarmua",2021,0.380443682618196
"3033","Yobe","Yunusari",2018,0.353813511923306
"3034","Yobe","Yunusari",2019,0.374735120332891
"3035","Yobe","Yunusari",2020,0.3736127100325
"3036","Yobe","Yunusari",2021,0.354838585783819
"3037","Yobe","Yusufari",2018,0.362462546311592
"3038","Yobe","Yusufari",2019,0.383014169406763
"3039","Yobe","Yusufari",2020,0.361377820156872
"3040","Yobe","Yusufari",2021,0.398119413504009
"3041","Zamfara","Anka",2018,0.445331304225028
"3042","Zamfara","Anka",2019,0.419334505488664
"3043","Zamfara","Anka",2020,0.419013843554385
"3044","Zamfara","Anka",2021,0.433326678894376
"3045","Zamfara","Bakura",2018,0.439363099220238
"3046","Zamfara","Bakura",2019,0.386118443469991
"3047","Zamfara","Bakura",2020,0.379512755039592
"3048","Zamfara","Bakura",2021,0.401093987835037
"3049","Zamfara","Birnin Magaji",2018,0.407808584620211
"3050","Zamfara","Birnin Magaji",2019,0.400853749090075
"3051","Zamfara","Birnin Magaji",2020,0.413716549220922
"3052","Zamfara","Birnin Magaji",2021,0.421090026381293
"3053","Zamfara","Bukkuyum",2018,0.450897564015156
"3054","Zamfara","Bukkuyum",2019,0.428064866847687
"3055","Zamfara","Bukkuyum",2020,0.429015788168801
"3056","Zamfara","Bukkuyum",2021,0.441616023498304
"3057","Zamfara","Bungudu",2018,0.389993292308735
"3058","Zamfara","Bungudu",2019,0.384152182651311
"3059","Zamfara","Bungudu",2020,0.393368904637084
"3060","Zamfara","Bungudu",2021,0.409824253136864
"3061","Zamfara","Gummi",2018,0.467062156321553
"3062","Zamfara","Gummi",2019,0.428574833777068
"3063","Zamfara","Gummi",2020,0.42711480600325
"3064","Zamfara","Gummi",2021,0.458659495009342
"3065","Zamfara","Gusau",2018,0.347214829126893
"3066","Zamfara","Gusau",2019,0.34108694561581
"3067","Zamfara","Gusau",2020,0.350651247901385
"3068","Zamfara","Gusau",2021,0.35377176409925
"3069","Zamfara","Kaura Namoda",2018,0.4073211574563
"3070","Zamfara","Kaura Namoda",2019,0.391297176886764
"3071","Zamfara","Kaura Namoda",2020,0.392959106018636
"3072","Zamfara","Kaura Namoda",2021,0.42365945223257
"3073","Zamfara","Maradun",2018,0.435680687764136
"3074","Zamfara","Maradun",2019,0.422159122773895
"3075","Zamfara","Maradun",2020,0.422821537063824
"3076","Zamfara","Maradun",2021,0.443043837129654
"3077","Zamfara","Maru",2018,0.432646952876554
"3078","Zamfara","Maru",2019,0.41481587585112
"3079","Zamfara","Maru",2020,0.416721158511783
"3080","Zamfara","Maru",2021,0.416078728674164
"3081","Zamfara","Shinkafi",2018,0.406872720565486
"3082","Zamfara","Shinkafi",2019,0.386444587853272
"3083","Zamfara","Shinkafi",2020,0.385927615867791
"3084","Zamfara","Shinkafi",2021,0.405536125934165
"3085","Zamfara","Talata Mafara",2018,0.404805868281093
"3086","Zamfara","Talata Mafara",2019,0.409647099497505
"3087","Zamfara","Talata Mafara",2020,0.414755127322826
"3088","Zamfara","Talata Mafara",2021,0.410477846173247
"3089","Zamfara","Tsafe",2018,0.399500163418811
"3090","Zamfara","Tsafe",2019,0.40607231183889
"3091","Zamfara","Tsafe",2020,0.404201058123883
"3092","Zamfara","Tsafe",2021,0.415966302025762
"3093","Zamfara","Zurmi",2018,0.424177876039227
"3094","Zamfara","Zurmi",2019,0.411756911940551
"3095","Zamfara","Zurmi",2020,0.41865847270073
"3096","Zamfara","Zurmi",2021,0.448716982993606
