"spatial_level_1","spatial_level_2","spatial_level_3","state","code_case_management","code_smc","code_pmc","code_iptp","code_vaccine","code_vaccine_priority","code_vaccine_1","code_vaccine_1_priority","code_vaccine_2","code_vaccine_3","code_vaccine_4","code_vaccine_5","code_urban_nets","code_nets","code_irs","code_lsm","code_intervention_counts","code_intervention_mix","pop_2006_census","pop_annual_growth_percent","pop_2025_projected","pop_percent_pop_u5","pop_number_children_u5","pop_u5_smc_population","pop_u5_smc_pop_coded","pop_number_pw","pop_number_pw_children_u5","pop_number_children_u1","pop_number_children_1_2_yrs","pop_number_children_0_2_yrs","pop_number_children_5_36_mons","admin_number_states","admin_proportion_states","admin_number_lgas","admin_proportion_lgas","admin_number_wards","admin_proportion_wards","admin_landmass_sqkm","admin_landmass_2perc_coverage_sqkm","admin_landmass_2perc_coverage_hectares","admin_number_phc","admin_proportion_phc","admin_number_shf","admin_number_thf","admin_number_shf_thf","admin_proportion_shf_thf","admin_number_total_hf","admin_proportion_total_hf","prev_u5_state","itn_campaign_eligable","itn_campaign_net_quantity","itn_campaign_net_proportion","itn_campaign_bale_quantity","itn_campaign_bale_proportion","itn_routine_eligable","itn_routine_net_quantity","itn_routine_net_quantity_eligable","itn_routine_net_proportion","lsm_bti_kg_quantity","lsm_bti_kg_proprotion","smc_eligable","smc_spaq_quantity_3_11_months","smc_spaq_quantity_12_59_months","smc_sqaq_quantity","pmc_eligable","pmc_sp_quantity_u1","pmc_sp_quantity_1_2_years","pmc_sp_total_quantity","iptp_sp_total_quantity","vacc_total_dose_quantity","cm_rdt_kit_quantity","cm_act_packs_quantity","cm_iv_artesunate_quantity","cm_ras_quantity","itn_campaign_net_procurement_cost","itn_campaign_net_distribution_procurement_cost","itn_campaign_campaign_cost","itn_campaign_storage_hardware_cost","itn_campaign_total_cost","itn_routine_net_procurement_cost","itn_routine_net_operational_cost","itn_routine_total_cost","irs_total_cost","lsm_bti_procurement_cost","lsm_operational_cost","lsm_total_cost","ento_surveillance_equipment_procurement_cost","ento_surveillance_total_cost","smc_spaq_3_11_months_procurement_cost","smc_spaq_12_59_months_procurement_cost","smc_spaq_total_procurement_cost","smc_campaign_cost","smc_total_cost","pmc_cost_per_child","pmc_total_cost","iptp_sp_procurement_cost","iptp_sp_distribution_cost","iptp_total_cost","vacc_procurement_cost","vacc_operational_cost","vacc_total_cost","cm_rdt_kits_procurement_cost","cm_rdt_kits_distribution_cost","cm_rdt_kits_total_cost","cm_al_procurement_cost","cm_al_distribution_cost","cm_al_total_cost","cm_iv_artesunate_procurement_cost","cm_iv_artesunate_distribution_cost","cm_iv_artesunate_total_cost","cm_ras_prcurement_cost","cm_ras_distribution_cost","cm_ras_total_cost","cm_eqa_national_cost","cm_public_total_cost","cm_private_total_cost","gf_wd_malaria_long_haul_distribution","gf_wd_malaria_warehouse_axial","gf_wd_malaria_warehouse_wib","gf_wd_total_cost","ss_sbc_total_cost","me_national_level_cost","me_state_level_cost","me_total_cost","cb_national_level_cost","cb_state_level_cost","cb_shf_thf_level_cost","cb_lga_phc_level_cost","cb_total_cost","gc_national_level_cost","gc_state_level_cost","gc_lga_level_cost","gc_total_cost","rm_total_cost","cost_total_ngn","cost_total_usd"
2,4,NA,"Gombe","11","11","0","11","11","0","11","0","0","0","0","0","0","11","0",0,66,NA,2365040,3.23,4326643.4749778,19.5,843695.477620671,801510.703739637,801510.703739637,216332.17374889,1060027.65136956,173065.738999112,173065.738999112,346131.477998224,138452.59119929,1,0.027027027027027,11,0.0142118863049096,114,0.0129530735143734,18768,37.536,3753.6,598,0.0219119856362904,28,1,29,0.0222052067381317,627,0.0219253767877749,52,NA,NA,0,NA,0,NA,261486,261485.914000405,0.0154998612347093,45043.2,0.0203703762327521,NA,668206.818275571,2858440.27817883,3526647.0964544,NA,0,0,0,353027,497764.755879686,1576737.89260003,1662899.94137684,161093.091195689,12887.007295406,0,0,0,NA,0,1849228418.19736,113212943.430816,1962441361.62818,0,4612424097.18531,393855000,5006279097.18531,NA,NA,310047956.281442,1417786380.16418,1727834336.44562,1705614762.25353,3433449098.69915,0,0,237234145.711455,0,237234145.711455,3185694397.37467,186546649.570947,3372241046.94562,857745415.623531,0,857745415.623531,1144075162.47753,0,1144075162.47753,384045938.980716,0,384045938.980716,15876793.2682589,0,15876793.2682589,NA,2401743310.35004,3276136855.96211,3598752,5192928,15974592,24766272,193360372.684922,NA,51499558,51499558,NA,28313400,61581645,298801464,388696509,NA,169670420,15840000,185510420,NA,20508591776.1668,12817869.8601042
2,5,NA,"Taraba","16","9","7","16","16","0","16","0","0","0","0","0","0","16","0",0,96,NA,2294800,2.91,3957663.14857288,18.7,740083.008783129,703078.858343972,399039.532431998,197883.157428644,937966.166211773,158306.525942915,158306.525942915,316613.051885831,126645.220754332,1,0.027027027027027,16,0.020671834625323,168,0.0190887399159186,55920,111.84,11184,784,0.0287274192957385,18,1,19,0.0145482388973966,803,0.0280798685176767,35.2,NA,2198702,0.0235237554300272,43974.04,0.0235923496347197,NA,355490,355490.062994419,0.0210720591500888,134208,0.0606943435067933,NA,332672.95756436,1423100.98513643,1755773.94270079,NA,513168.412293355,1026336.82458671,1539505.23688007,541970.431171966,455314.897655975,766024.00909099,944989.011214904,91546.0010864461,7324.00008691949,15549220544,347570764.919937,1284041968,NA,17180833276.9199,2514025772.24498,153912980.536084,2667938752.78106,0,13742900443.0202,572880000,14315780443.0202,NA,NA,154360248.62649,705858089.716726,860218338.343216,849156117.395842,1709374455.73906,701933892.426696,701933892.426696,364204132.375004,0,364204132.375004,2914015308.17594,170637771.465666,3084653079.6416,416717061.941016,0,416717061.941016,650152441.312866,0,650152441.312866,218245672.028639,0,218245672.028639,9023168.26639671,0,9023168.26639671,NA,1294138343.54892,1765290364.60455,5303424,7652736,23541504,36497664,284952128.167254,NA,74908448,74908448,NA,28313400,40346595,391739712,460399707,NA,169670420,23040000,192710420,NA,44097117444.2242,27560698.4026401
2,6,NA,"Yobe","17","17","0","17","17","0","17","0","0","0","0","0","0","17","2",0,104,NA,2321339,3.53,4487419.12051907,18.9,848122.213778105,805716.1030892,805716.1030892,224370.956025954,1072493.16980406,179496.764820763,179496.764820763,358993.529641526,143597.41185661,1,0.027027027027027,17,0.0219638242894057,178,0.0202249744347233,45270,90.54,9054,480,0.0175882158953501,21,2,23,0.0176110260336907,503,0.0175892576144351,30.3,NA,2493011,0.0266725463697979,49860.22,0.0267503223061616,NA,258686,258686.040956848,0.0153338957225101,108648,0.0491350667123128,NA,671712.793312259,2873438.06028022,3545150.85359248,NA,0,0,0,555083.891210141,516261.415106886,1594912.40201441,1699271.4283192,164617.041493453,13169.0033193855,17630573792,394095125.316581,1455918424,NA,19480587341.3166,1829427715.66513,112000710.375336,1941428426.04047,0,11125556206.2862,608685000,11734241206.2862,NA,NA,311674728.659647,1425225280.09795,1736900008.75759,1714563851.98909,3451463860.74669,0,0,373016377.58423,0,373016377.58423,3304073014.93288,193478618.470576,3497551633.40346,867632348.768572,0,867632348.768572,1169098745.55534,0,1169098745.55534,392447036.699936,0,392447036.699936,16224212.3759356,0,16224212.3759356,NA,2445402343.39978,3335690667.0016,5619104,8108256,24942784,38670144,301913564.367685,NA,79590226,79590226,NA,28313400,48840615,239840640,316994655,NA,169670420,24480000,194150420,NA,47152030721.1467,29470019.2007167
3,1,NA,"Jigawa","27","0","0","27","27","0","27","0","0","0","0","0","0","27","3",0,138,NA,4361002,2.91,7521081.09911654,20.1,1511737.30092242,1436150.4358763,1436150.4358763,376054.054955827,1887791.35587825,300843.243964662,300843.243964662,601686.487929323,240674.595171729,1,0.027027027027027,27,0.0348837209302326,287,0.0326099306896944,22600,45.2,4520,773,0.0283243560148034,22,1,23,0.0176110260336907,796,0.027835087596601,49.4,NA,NA,0,NA,0,NA,638542,638542.120375195,0.0378502769304707,54240,0.0245295451225595,NA,1197295.94233056,5121765.97552517,6319061.91785573,NA,0,0,0,904530.132186319,865273.304561401,1874521.37313726,2282087.45426629,221077.044007011,17686.003520529,0,0,0,NA,0,4515769959.26437,276463201.578493,4792233160.84286,0,5554176502.36508,966735000,6520911502.36508,NA,NA,555545303.984852,2540395927.78002,3095941231.76488,3056128100.12224,6152069331.88712,0,0,607844253.214318,0,607844253.214318,5537749079.21643,324277349.937821,5862026429.15425,1019739629.42278,0,1019739629.42278,1570076172.39188,0,1570076172.39188,527047686.046426,0,527047686.046426,21789156.7219983,0,21789156.7219983,NA,3138652644.58309,4281329966.72445,9060016,13073424,40216736,62350176,486793218.952392,NA,126408006,126408006,NA,28313400,48840615,386243364,463397379,NA,169670420,38880000,208550420,NA,32640216312.7236,20400135.1954522
3,2,NA,"Kaduna","23","23","0","23","23","0","22","0","1","0","0","0","8","15","0",0,138,NA,6113503,3.07,10859338.5914622,19.2,2084993.00956075,1980743.35908271,1980743.35908271,542966.929573111,2627959.93913386,434373.543658489,434373.543658489,868747.087316978,347498.834926791,1,0.027027027027027,23,0.0297157622739018,255,0.0289739802295194,43460,86.92,8692,1052,0.0385475065039757,38,6,44,0.0336906584992343,1096,0.0383256984998426,34.3,NA,6032066,0.0645366426745335,120641.32,0.0647248285996488,NA,772758,772757.982102163,0.0458060677432091,104304,0.0471705323463025,NA,1651314.46357211,7063956.31639181,8715270.77996392,NA,15779227.0963557,0.0828278464203681,24494497.8763196,1185604.84621815,1249327.8113288,3349352.01535847,2674600.01226439,259102.001188114,20728.0000950484,42658770752,953548863.678455,3522726544,NA,47135046159.6785,5464944551.04744,334573302.152361,5799517853.1998,0,10680730566.0525,823515000,11504245566.0525,NA,NA,766209892.814014,3503722338.33617,4269932231.15019,4215021830.30676,8484954061.45695,0,0,796726462.40634,0,796726462.40634,7995697891.46846,468208957.47694,8463906848.9454,1822047500.70779,0,1822047500.70779,1840124812.95792,0,1840124812.95792,617699186.225155,0,617699186.225155,25536896.5679758,0,25536896.5679758,NA,4305408396.45884,5872862044.34221,8049840,11615760,35732640,55398240,432516623.11101,NA,107680894,107680894,NA,28313400,93434220,525650736,647398356,NA,169670420,33120000,202790420,NA,93753053685.6515,58595658.5535322
3,3,NA,"Kano","44","44","0","44","44","0","42","0","2","0","0","0","7","37","0",0,264,NA,9401288,3.36,17615090.1229849,19.3,3399712.39373609,3229726.77404928,3229726.77404928,880754.506149246,4280466.89988533,704603.604919397,704603.604919397,1409207.20983879,563682.883935517,1,0.027027027027027,44,0.0568475452196382,484,0.0549937507101466,20680,41.36,4136,1224,0.0448499505331428,48,2,50,0.0382848392036753,1274,0.044550127635766,43,NA,9786161,0.104701436557965,195723.22,0.105006741201699,NA,1226893,1226892.97130454,0.0727254119127466,49632,0.0224456191652447,NA,2692572.21583898,11518225.5899779,14210797.8058168,NA,0,0,0,1380317.22603779,2026552.70432497,5526618.64006273,5032038.58278318,487479.056457157,38998.0045165355,69207730592,1546996120.6201,5715118024,NA,76469844736.6201,8676587254.40729,531195590.733623,9207782845.14091,0,5082317259.68628,1575420000,6657737259.68628,NA,NA,1249353478.33698,5713039901.44358,6962393379.78056,6872858513.50695,13835251893.2875,0,0,927573182.589096,0,927573182.589096,12969937143.7881,759488518.833869,13729425662.622,3006480547.37647,0,3006480547.37647,3462042553.45886,0,3462042553.45886,1162150099.55395,0,1162150099.55395,48045542.4126577,0,48045542.4126577,NA,7678718742.80194,10474280649.1648,15278912,22047168,67821952,105148032,820933512.100898,NA,205998232,205998232,NA,28313400,106175250,611593632,746082282,NA,169670420,63360000,233030420,NA,140986659418.014,88116662.1362585
3,4,NA,"Katsina","34","34","0","34","34","0","34","0","0","0","0","0","0","34","3",0,207,NA,5801584,3.04,10248439.3423184,20.8,2131675.38320222,2025091.61404211,2025091.61404211,512421.967115918,2644097.35031814,409937.573692734,409937.573692734,819875.147385469,327950.058954187,1,0.027027027027027,34,0.0439276485788114,361,0.041018066128849,26785,53.57,5357,1829,0.0670184309845737,25,2,27,0.0206738131699847,1856,0.0649019127880547,55.4,0,6360116,0.0680464261598901,127202.32,0.0682448464545786,NA,791345,791345.104845815,0.0469078396087432,64284,0.0290718524826441,NA,1688286.90349616,7222116.19828912,8910403.10178527,NA,0,0,0,1294214.91694527,1179046.05195209,3939827.70824607,3198291.57494328,620569.11155707,24787.0044558544,44978740352,1005407000.63016,3714307744,NA,49698455096.6302,5596392685.53483,342620782.965096,5939013468.49992,0,6582682195.39154,1217370000,7800052195.39154,NA,NA,783365104.52941,3582169639.87827,4365534744.40768,4309394916.01355,8674929660.42123,0,0,869712430.461501,0,869712430.461501,7545894637.14139,441869554.008116,7987764191.1495,2143266278.40603,0,2143266278.40603,2200424608.96602,0,2200424608.96602,1479436798.81873,0,1479436798.81873,30537590.0287804,0,30537590.0287804,NA,5853665276.21956,7984786913.42478,11396048,16444272,50586208,78426528,612307846.835587,NA,159180452,159180452,NA,28313400,57334635,913892772,999540807,NA,169670420,48960000,218630420,NA,96798038758.0338,60498774.2237711
3,5,NA,"Kebbi","21","21","0","21","6","15","6","15","0","0","0","0","0","21","3",0,129,NA,3256541,3.17,5892122.00035843,20.2,1190208.6440724,1130698.21186878,1130698.21186878,294606.100017922,1484814.74409033,235684.880014337,235684.880014337,471369.760028675,188547.90401147,1,0.027027027027027,21,0.0271317829457364,225,0.0255652766731053,41855,83.71,8371,900,0.0329779048037815,33,2,35,0.0267993874425727,935,0.032695737315103,76.8,NA,3117056,0.0333491591883296,62341.12,0.0334464038250753,NA,390427,390426.932709431,0.0231429800049573,100452,0.0454285004913597,NA,942645.246105344,4032426.8861173,4975072.13222265,NA,0,0,0,369083.125302657,677867.424502037,1371055.58999078,1106970.66896442,107237.967930873,8578.9974344818,22043820032,492744145.508705,1820360704,NA,24356924881.5087,2761099319.46388,169039247.929169,2930138567.39305,0,10286285730.3757,751905000,11038190730.3757,NA,NA,437387383.755859,2000083738.60008,2437471122.35594,2406125773.26669,4843596895.62263,0,0,248023861.99268,0,248023861.99268,4338351461.99242,254043492.232919,4592394954.22534,745854242.736794,0,745854242.736794,761595822.118278,0,761595822.118278,255655321.917978,0,255655321.917978,10569325.0258922,0,10569325.0258922,NA,1773674711.79894,2419409713.25766,7102800,10249200,31528800,48880800,381632314.509715,NA,98317338,98317338,NA,28313400,74322675,449701200,552337275,NA,169670420,30240000,199910420,NA,53434551663.6844,33396594.7898028
3,6,NA,"Sokoto","23","23","0","23","23","0","23","0","0","0","0","0","2","21","2",0,140,NA,3702676,3.03,6528689.40120401,20.2,1318795.25904321,1252855.49609105,1252855.49609105,326434.470060201,1645229.72910341,261147.57604816,261147.57604816,522295.152096321,208918.060838528,1,0.027027027027027,23,0.0297157622739018,244,0.0277241222588342,25973,51.946,5194.6,776,0.0284342823641494,25,1,26,0.0199081163859112,802,0.0280448998146659,54.7,NA,3731317,0.0399210936906878,74626.34,0.0400375017905898,NA,476936,476935.921469742,0.0282708941660917,62335.2,0.0281905254631964,NA,1044485.84516222,4468078.3376384,5512564.18280062,NA,0,0,0,439653.63309391,751102.212326677,1595194.31333465,1936863.3804467,187634.036855852,15011.0029485232,26387873824,589846511.191042,2179089128,NA,29156809463.191,3372890899.35311,206494180.39931,3579385079.75242,0,6383125057.34196,823515000,7206640057.34196,NA,NA,484641420.590666,2216166858.88793,2700808279.4786,2666076471.75914,5366884751.23774,0,0,295447243.570524,0,295447243.570524,4807054098.14746,281489598.328924,5088543696.47639,867785708.527151,0,867785708.527151,1332562009.02059,0,1332562009.02059,447319555.011287,0,447319555.011287,18493555.9591004,0,18493555.9591004,NA,2666160828.51813,3636819853.55782,7702592,11114688,34191232,53008512,413859043.290535,NA,107680894,107680894,NA,28313400,55211130,387742368,471266898,NA,169670420,33120000,202790420,NA,58192288228.9366,36370180.1430853
3,7,NA,"Zamfara","14","14","0","14","14","0","14","0","0","0","0","0","0","14","0",0,84,NA,3278873,3.2,5965390.03051833,20.2,1205008.7861647,1144758.34685647,1144758.34685647,298269.501525917,1503278.28769062,238615.601220733,238615.601220733,477231.202441466,190892.480976587,1,0.027027027027027,14,0.0180878552971576,147,0.0167026474264288,39762,79.524,7952.4,680,0.0249166391850793,25,3,28,0.0214395099540582,708,0.0247578417316502,51.8,NA,NA,0,NA,0,NA,502562,502562.096178068,0.0297899134733988,95428.8,0.043156804122266,NA,954366.958642445,4082569.76752601,5036936.72616846,NA,0,0,0,617580.967886072,686296.647607024,1189392.78893585,961646.829350592,93159.9834682593,7452.99867742526,0,0,0,NA,0,3554119210.26033,217589289.207341,3771708499.46767,0,9771910003.85135,501270000,10273180003.8513,NA,NA,442826258.24329,2024954607.81717,2467780866.06046,2436045740.25201,4903826606.31247,0,0,415014413.413438,0,415014413.413438,4392298489.18265,257202501.202813,4649500990.38547,647029678.726824,0,647029678.726824,661613020.21837,0,661613020.21837,222093406.122765,0,222093406.122765,9182094.5327058,0,9182094.5327058,NA,1539918199.60066,2100550357.3749,4640496,6696144,20598816,31935456,249333112.146347,NA,65544892,65544892,NA,28313400,59458140,339774240,427545780,NA,169670420,20160000,189830420,NA,28585953274.5523,17866220.7965952
4,1,NA,"Abia","17","0","17","17","17","0","0","0","17","0","0","0","2","15","0",0,102,NA,2845380,2.77,4781906.15232638,11.4,545137.301365208,517880.436296947,0,239095.307616319,784232.608981527,191276.246093055,191276.246093055,382552.492186111,153020.996874444,1,0.027027027027027,17,0.0219638242894057,184,0.0209067151460061,5420,10.84,1084,738,0.0270418819391008,17,3,20,0.0153139356814701,758,0.0265062768821904,20.7,NA,1356244,0.0145103575470627,27124.88,0.0145526690920328,NA,252788,252787.873959936,0.014984275474931,13008,0.00588274931700322,NA,0,0,0,NA,1463263.28261187,2926526.56522375,4389789.84783562,430420.553772417,550141.087963002,490621.271227415,1569579.86770207,152053.084058657,12164.0067245599,9591357568,214395022.380512,792046496,NA,10597799086.3805,1787715877.88734,109447039.944867,1897162917.83221,0,1332019320.47871,608685000,1940704320.47871,NA,NA,0,0,0,0,0,2001514643.15318,2001514643.15318,289242614.221719,0,289242614.221719,3520902918.47211,206175659.36231,3727078577.83442,266897972.185321,0,266897972.185321,1079870951.63158,0,1079870951.63158,362494561.428984,0,362494561.428984,14986056.5492496,0,14986056.5492496,NA,1724249541.79513,2351990509.73,5808512,8381568,25783552,39973632,312090426.087945,NA,79590226,79590226,NA,28313400,42470100,368754984,439538484,NA,169670420,24480000,194150420,NA,25555111767.5138,15971944.8546961
4,2,NA,"Anambra","21","0","0","21","21","0","0","0","13","8","0","0","4","17","0",0,105,NA,4177828,2.8,7060244.39591034,11.3,797807.616737868,757917.235900975,0,353012.219795517,1150819.83653339,282409.775836414,282409.775836414,564819.551672827,225927.820669131,1,0.027027027027027,21,0.0271317829457364,326,0.0370412453130326,4844,9.688,968.8,614,0.0224982594994687,41,3,44,0.0336906584992343,658,0.0230094065811099,15.2,NA,4487576,0.0480122546382637,89751.52,0.0481522561967819,NA,372885,372884.947034073,0.0221031597730006,11625.6,0.00525757152980878,NA,0,0,0,NA,2160434.78514856,4320869.57029713,6481304.35544569,630100.392318548,812255.700869659,2810604.6498019,2290037.89987913,221846.893426045,17747.9914739683,31736137472,709395917.66249,2620744384,NA,35066277773.6625,2637042394.46091,161444269.669937,2798486664.13084,0,1190461547.67507,751905000,1942366547.67507,NA,NA,0,0,0,0,0,2955135900.31036,2955135900.31036,423427466.692756,0,423427466.692756,5198436419.87693,304408011.620575,5502844431.49751,1528968933.14487,0,1528968933.14487,1575546078.98696,0,1575546078.98696,528883007.107138,0,528883007.107138,21865525.8819839,0,21865525.8819839,NA,3655263545.12095,4986021431.52432,10291168,14849952,45681728,70822848,552942820.134076,NA,98317338,98317338,NA,28313400,93434220,306796152,428543772,NA,169670420,30240000,199910420,NA,58609538110.7484,36630961.3192177
4,3,NA,"Ebonyi","13","0","13","13","13","0","13","0","0","0","0","0","0","13","0",0,78,NA,2176947,2.82,3692514.81895257,14.9,550184.708023933,522675.472622737,0,184625.740947629,734810.448971562,147700.592758103,147700.592758103,295401.185516206,118160.474206482,1,0.027027027027027,13,0.0167958656330749,171,0.01942961027156,5530,11.06,1106,517,0.01894397420395,14,3,17,0.0130168453292496,534,0.01867328740777,49.3,NA,NA,0,NA,0,NA,203632,203632.124419887,0.0120705150925737,13272,0.00600214090830771,NA,0,0,0,NA,1129909.53459949,2259819.06919897,3389728.60379846,293941.587564199,424810.536867145,1084565.42443485,937973.502229324,90864.9517791192,7268.99614243568,0,0,0,NA,0,1440086410.67592,88164566.2282591,1528250976.90418,0,1359052922.92385,465465000,1824517922.92385,NA,NA,0,0,0,0,0,1545539005.7369,1545539005.7369,197528748.268154,0,197528748.268154,2718787401.59438,159205691.883408,2877993093.47779,590003592.302047,0,590003592.302047,645325771.11893,0,645325771.11893,216622050.439512,0,216622050.439512,8955403.40559621,0,8955403.40559621,NA,1460906817.26608,1992773601.80267,5398128,7789392,23961888,37149408,290040559.027383,NA,60863114,60863114,NA,28313400,36099585,258328356,322741341,NA,169670420,18720000,188390420,NA,12289545600.407,7680966.00025438
4,4,NA,"Enugu","17","0","17","17","17","0","2","0","15","0","0","0","4","13","0",0,102,NA,3267837,3,5730171.95996931,11.8,676160.291276379,642352.27671256,0,286508.597998466,962668.889274845,229206.878398772,229206.878398772,458413.756797545,183365.502719018,1,0.027027027027027,17,0.0219638242894057,259,0.0294284740370412,12440,24.88,2488,544,0.0199333113480635,53,4,57,0.0436447166921899,601,0.021016190509494,30.2,NA,3173162,0.0339494332691997,63463.24,0.0340484282779596,NA,302325.965226788,302325.965226788,0.0179206995779417,29856,0.0135021035984354,NA,0,0,0,NA,1753432.61975061,3506865.23950122,5260297.85925183,487297.31627089,659235.655375414,566371.243981445,1801825.77619064,174552.075193555,13964.0060154155,22440601664,501613380.783243,1853126608,NA,24795341652.7832,2138049265.84098,130895052.338591,2268944318.17957,0,3057254676.52308,608685000,3665939676.52308,NA,NA,0,0,0,0,0,2398420780.40044,2398420780.40044,327463798.896428,0,327463798.896428,4219108141.08883,247060888.372168,4466169029.46099,308105957.461957,0,308105957.461957,1239656137.06421,0,1239656137.06421,416132157.6312,0,416132157.6312,17203655.7147375,0,17203655.7147375,NA,1981097907.8721,2702348682.84208,8176112,11797968,36293152,56267232,439301197.591183,NA,79590226,79590226,NA,28313400,121039785,271819392,421172577,NA,169670420,24480000,194150420,NA,43739940267.5491,27337462.6672182
4,5,NA,"Imo","27","0","27","27","27","0","0","0","27","0","0","0","3","24","0",0,162,NA,3927563,3.19,7132434.57603839,11.8,841627.27997253,799545.915973903,0,356621.728801919,1198249.00877445,285297.383041535,285297.383041535,570594.766083071,228237.906433228,1,0.027027027027027,27,0.0348837209302326,305,0.0346551528235428,5430,10.86,1086,653,0.0239273020409659,28,2,30,0.0229709035222052,683,0.02388362415638,15.6,NA,3969070,0.042464796031776,79381.4,0.0425886214524191,1,368770,368770.002700402,0.0218592419833779,13032,0.0058936030980309,NA,0,0,0,NA,2182524.98026775,4365049.96053549,6547574.94080324,633957.517897962,820560.921208743,952372.316812552,1308531.43529109,126764.042168844,10141.0033734676,28069263040,627430500.322816,2317936880,NA,31014630420.3228,2607941507.59205,159662663.338102,2767604170.93015,0,1334476920.70099,966735000,2301211920.70099,NA,NA,0,0,0,0,0,2985351822.16568,2985351822.16568,426019455.100821,0,426019455.100821,5251589829.37541,307520548.235319,5559110377.61073,518090541.583723,0,518090541.583723,900269629.69166,0,900269629.69166,302205484.061303,0,302205484.061303,12493716.3766996,0,12493716.3766996,NA,1733059371.71339,2364007700.89509,9628240,13893360,42739040,66260640,517323804.113169,NA,126408006,126408006,NA,28313400,63705150,326283204,418301754,NA,169670420,38880000,208550420,NA,50421579223.5528,31513487.0147205
5,1,NA,"Akwa Ibom","31","0","31","31","31","0","0","0","31","0","0","0","0","31","0",0,186,NA,3902051,3.36,7311230.12394508,12.2,891970.0751213,847371.571365235,0,365561.506197254,1257531.58131855,292449.204957803,292449.204957803,584898.409915606,233959.363966243,1,0.027027027027027,31,0.0400516795865633,329,0.037382115668674,6187,12.374,1237.4,493,0.0180645634091825,52,1,53,0.0405819295558959,546,0.0190929118438997,33.2,NA,4061795,0.0434568541743752,81235.9,0.0435835723916002,1,329840,329839.8901834,0.0195516173292093,14848.8,0.00671523432182637,NA,0,0,0,NA,2237236.4179272,4474472.83585439,6711709.25378159,500960.323299694,841130.705331435,2014726.16967929,1630500.13731995,157955.013302897,12636.0010641981,28725014240,642088466.330579,2372088280,NA,31739190986.3306,2332627746.75235,142807481.509318,2475435228.26166,0,1520517257.528,1109955000,2630472257.528,NA,NA,0,0,0,0,0,3060188486.84839,3060188486.84839,336645339.686022,0,336645339.686022,5383236446.09712,315229459.453238,5698465905.55036,1096011038.92385,0,1096011038.92385,1121784097.23164,0,1121784097.23164,376564761.097874,0,376564761.097874,15567553.5859508,0,15567553.5859508,NA,2609927450.83932,3560113804.09997,10385872,14986608,46102112,71474592,558031250.994205,NA,145135118,145135118,NA,28313400,112545765,246336324,387195489,NA,169670420,44640000,214310420,NA,53415111737.1385,33384444.8357116
5,2,NA,"Bayelsa","8","0","8","8","1","7","0","7","1","0","0","0","0","8","0",0,48,NA,1704515,2.96,2966900.42968161,12.5,370862.553710201,352319.426024691,0,148345.02148408,519207.575194281,118676.017187264,118676.017187264,237352.034374528,94940.8137498114,1,0.027027027027027,8,0.0103359173126615,105,0.0119304624474492,10773,21.546,2154.6,220,0.00806126561870214,37,2,39,0.0298621745788668,259,0.00905689407979858,30.1,NA,1630600,0.0174456727670245,27176.6666666667,0.0145804529651183,1,136101,136100.888644853,0.00806752782833486,25855.2,0.011692778301121,NA,0,0,0,NA,907871.531482571,1815743.06296514,2723614.59444771,183652,341331.213593322,1132793.63681507,886526.933168304,85881.8966511608,6870.99173156338,11531603200,214804344.138212,952270400,NA,12698677944.1382,962505502.394241,58926241.8434122,1021431744.23765,0,2647572719.4681,286440000,2934012719.4681,NA,NA,0,0,0,0,0,1241825846.3513,1241825846.3513,123414144.890335,0,123414144.890335,2184519739.39306,127920254.573448,2312439993.96651,616239739.899565,0,616239739.899565,609930531.518005,0,609930531.518005,204742446.718426,0,204742446.718426,8465061.96274413,0,8465061.96274413,NA,1439377780.09874,1963406570.01648,3314640,4782960,14713440,22811040,178095080.104534,NA,37454224,37454224,NA,28313400,82816695,109926960,221057055,NA,169670420,11520000,181190420,NA,24352383522.2719,15220239.7014199
5,3,NA,"Cross River","18","0","18","18","18","0","4","0","12","2","0","0","0","18","0",0,108,NA,2892988,2.89,4970920.40758239,12.9,641248.732578129,609186.295949222,0,248546.02037912,889794.752957248,198836.816303296,198836.816303296,397673.632606591,159069.453042637,1,0.027027027027027,18,0.0232558139534884,193,0.0219293262129303,21050,42.1,4210,1029,0.0377047378256568,30,3,33,0.0252679938744257,1062,0.0371367625974753,26.4,NA,NA,0,NA,0,1,348676,348675.903193569,0.0206681424353087,50520,0.0228472090632689,NA,0,0,0,NA,1521101.64472021,3042203.28944042,4563304.93416064,412849.033850873,571886.497578887,1529415.36218335,1386002.42199128,134268.944005422,10741.9955202336,0,0,0,NA,0,2465836033.23727,150962721.853847,2616798755.09112,0,5173248467.91084,644490000,5817738467.91084,NA,NA,0,0,0,0,0,2080628449.99264,2080628449.99264,277434552.749256,0,277434552.749256,3660073538.25517,214325158.215884,3874398696.47106,832001959.015357,0,832001959.015357,953569668.672313,0,953569668.672313,320097170.485555,0,320097170.485555,13234138.714588,0,13234138.714588,NA,2118902936.88781,2890323864.26541,6092624,8791536,27044704,41928864,327355718.668333,NA,84272004,84272004,NA,28313400,70075665,514158372,612547437,NA,169670420,25920000,195590420,NA,20895991303.0365,13059994.5643978
